@RELATION LCP

@ATTRIBUTE lcp_mean NUMERIC
@ATTRIBUTE lcp_std NUMERIC
@ATTRIBUTE lcp_energy NUMERIC
@ATTRIBUTE lcp_entropy NUMERIC
@ATTRIBUTE class {BASLANGIC,NORMAL,TUMORLU}

@DATA
0.177135,0.592367,0.336475,0.007481,TUMORLU
0.478781,0.239130,0.108164,0.611506,TUMORLU
0.195427,0.622705,0.372660,0.007194,TUMORLU
0.487236,0.244779,0.112671,0.617323,TUMORLU
0.178019,0.598367,0.343249,0.005055,TUMORLU
0.491549,0.245522,0.114017,0.622726,TUMORLU
0.193197,0.625725,0.375990,0.004431,TUMORLU
0.490987,0.241604,0.112096,0.622284,TUMORLU
0.157328,0.560726,0.300690,0.005626,TUMORLU
0.480727,0.220357,0.100521,0.622976,TUMORLU
0.176253,0.596064,0.340521,0.004929,TUMORLU
0.494508,0.242715,0.113427,0.625421,TUMORLU
0.152132,0.550370,0.289518,0.005758,TUMORLU
0.909671,0.387910,0.338001,0.895106,TUMORLU
0.110010,0.472358,0.212083,0.003561,TUMORLU
0.856941,0.345790,0.286859,0.881369,TUMORLU
0.204755,0.632718,0.385335,0.009539,TUMORLU
0.915940,0.385864,0.339241,0.905828,TUMORLU
0.119512,0.490685,0.229151,0.004145,TUMORLU
0.818268,0.332153,0.262774,0.860474,TUMORLU
0.237550,0.687391,0.456459,0.007537,TUMORLU
0.572220,0.285793,0.154500,0.679517,TUMORLU
0.304345,0.765645,0.571685,0.014642,TUMORLU
0.738803,0.329148,0.231467,0.809676,TUMORLU
0.370097,0.839808,0.693875,0.017808,TUMORLU
0.462626,0.212926,0.093439,0.613832,TUMORLU
0.402027,0.882791,0.769165,0.013360,TUMORLU
0.643925,0.293823,0.179615,0.741001,TUMORLU
0.179136,0.601303,0.346647,0.004426,TUMORLU
0.497967,0.259601,0.122196,0.610295,TUMORLU
0.201987,0.631738,0.383906,0.008018,TUMORLU
0.639914,0.288413,0.175436,0.733951,TUMORLU
0.306505,0.775098,0.585655,0.010878,TUMORLU
0.567627,0.241530,0.131369,0.694475,TUMORLU
0.304966,0.774342,0.584332,0.009983,TUMORLU
0.618426,0.361583,0.213596,0.649092,TUMORLU
0.354613,0.828908,0.674150,0.013767,TUMORLU
0.573616,0.292258,0.158384,0.674766,TUMORLU
0.295134,0.765055,0.569523,0.008433,TUMORLU
0.564043,0.274254,0.146230,0.675153,TUMORLU
0.467602,0.950753,0.899573,0.014875,TUMORLU
0.597296,0.271034,0.153773,0.707773,TUMORLU
0.361498,0.837617,0.688932,0.013462,TUMORLU
0.545995,0.271592,0.140100,0.650645,TUMORLU
0.470561,0.954904,0.907651,0.013257,TUMORLU
0.706745,0.324347,0.217498,0.777672,TUMORLU
0.141600,0.536057,0.274203,0.003570,TUMORLU
0.672405,0.313491,0.199735,0.746620,TUMORLU
0.115993,0.485052,0.223800,0.003352,TUMORLU
0.687411,0.310957,0.203108,0.760810,TUMORLU
0.120870,0.495828,0.233985,0.003234,TUMORLU
0.517636,0.267406,0.130807,0.632776,TUMORLU
0.314523,0.786846,0.604045,0.010146,TUMORLU
0.474570,0.258959,0.116469,0.584820,TUMORLU
0.397660,0.884741,0.771567,0.009908,TUMORLU
0.422671,0.211642,0.084510,0.561109,TUMORLU
0.512007,1.000000,1.000000,0.009946,TUMORLU
0.589326,0.291368,0.162245,0.683145,TUMORLU
0.345352,0.822689,0.662977,0.011036,TUMORLU
0.574176,0.263184,0.143396,0.687497,TUMORLU
0.442561,0.924282,0.847612,0.015220,TUMORLU
0.712124,0.288385,0.198654,0.802820,TUMORLU
0.144543,0.535528,0.273872,0.005941,TUMORLU
0.603758,0.266648,0.153409,0.718023,TUMORLU
0.279060,0.741877,0.534578,0.009171,TUMORLU
0.390754,0.268250,0.103803,0.492720,TUMORLU
0.219620,0.662627,0.423162,0.006329,TUMORLU
0.360157,0.242884,0.086179,0.476615,TUMORLU
0.303495,0.775156,0.585303,0.008810,TUMORLU
0.889519,0.351925,0.304412,0.906135,TUMORLU
0.121575,0.499193,0.237166,0.002497,TUMORLU
0.589217,0.266786,0.149350,0.698216,TUMORLU
0.253566,0.706941,0.483889,0.009658,TUMORLU
0.554738,0.247828,0.130816,0.680723,TUMORLU
0.249621,0.704590,0.480305,0.007705,TUMORLU
0.596321,0.290923,0.163975,0.691747,TUMORLU
0.223563,0.661146,0.421739,0.009888,TUMORLU
0.608781,0.274909,0.159052,0.712681,TUMORLU
0.254992,0.714369,0.493960,0.006698,TUMORLU
0.416162,0.243073,0.096612,0.532055,TUMORLU
0.427617,0.911203,0.822009,0.013585,TUMORLU
0.580663,0.259292,0.143272,0.701779,TUMORLU
0.110962,0.476009,0.215379,0.002601,TUMORLU
0.699892,0.287602,0.194121,0.793248,TUMORLU
0.304847,0.780538,0.593348,0.006946,TUMORLU
0.666897,0.267928,0.173142,0.777709,TUMORLU
0.185242,0.613183,0.360703,0.004179,TUMORLU
0.584509,0.261828,0.145577,0.699229,TUMORLU
0.349727,0.831854,0.677919,0.008718,TUMORLU
0.513371,0.252375,0.122435,0.637894,TUMORLU
0.139231,0.532708,0.270688,0.003292,TUMORLU
0.544059,0.253576,0.130726,0.666435,TUMORLU
0.197379,0.629135,0.380390,0.005857,TUMORLU
0.441485,0.238328,0.099638,0.569615,TUMORLU
0.236023,0.684507,0.452577,0.008057,TUMORLU
0.592682,0.254022,0.144091,0.709770,TUMORLU
0.234401,0.683019,0.450487,0.007137,TUMORLU
0.717719,0.292043,0.202548,0.797307,TUMORLU
0.361807,0.841525,0.695139,0.011332,TUMORLU
0.798747,0.354320,0.269530,0.826812,TUMORLU
0.027823,0.237201,0.052938,0.001235,TUMORLU
0.198965,0.631619,0.383476,0.005730,TUMORLU
0.581312,0.243345,0.135936,0.713752,TUMORLU
0.184206,0.609946,0.356901,0.004500,TUMORLU
0.751469,0.292432,0.214560,0.832145,TUMORLU
0.159363,0.570246,0.310939,0.003520,TUMORLU
0.510053,0.223986,0.108947,0.647507,TUMORLU
0.307047,0.778460,0.590630,0.009397,TUMORLU
0.498904,0.217645,0.103644,0.644880,TUMORLU
0.243704,0.698830,0.472031,0.006176,TUMORLU
0.551637,0.251246,0.131600,0.669056,TUMORLU
0.304345,0.777646,0.589051,0.008252,TUMORLU
0.424085,0.198454,0.079724,0.567647,TUMORLU
0.362802,0.847797,0.705244,0.008291,TUMORLU
0.530412,0.243118,0.122367,0.654823,TUMORLU
0.314351,0.788203,0.606023,0.008779,TUMORLU
0.707736,0.289483,0.197766,0.792368,TUMORLU
0.123801,0.497590,0.235797,0.004625,TUMORLU
0.540056,0.218995,0.114371,0.688228,TUMORLU
0.302975,0.772818,0.581834,0.009799,TUMORLU
0.516342,0.218744,0.108307,0.662422,TUMORLU
0.296728,0.773678,0.582189,0.004671,TUMORLU
0.499474,0.291788,0.139195,0.587948,TUMORLU
0.233847,0.685733,0.453909,0.005622,TUMORLU
0.653142,0.316221,0.195271,0.735025,TUMORLU
0.146755,0.545922,0.284564,0.003499,TUMORLU
0.683987,0.316563,0.205288,0.772307,TUMORLU
0.176841,0.596173,0.340691,0.005001,TUMORLU
0.597747,0.286806,0.162151,0.690967,TUMORLU
0.179146,0.606373,0.352388,0.002364,TUMORLU
0.669586,0.280825,0.180633,0.761895,TUMORLU
0.334104,0.813215,0.646627,0.008991,TUMORLU
0.504686,0.283830,0.136145,0.596160,TUMORLU
0.223972,0.669104,0.431708,0.006532,TUMORLU
0.460571,0.289087,0.128836,0.544862,TUMORLU
0.176116,0.596220,0.340684,0.004585,TUMORLU
0.478710,0.205159,0.093997,0.630273,TUMORLU
0.409945,0.891062,0.784452,0.014671,TUMORLU
0.430727,0.206732,0.084220,0.577487,TUMORLU
0.428128,0.916623,0.831402,0.009931,TUMORLU
0.818582,0.358558,0.279997,0.842247,TUMORLU
0.141646,0.539758,0.277939,0.002259,TUMORLU
0.838000,0.352739,0.283771,0.860782,TUMORLU
0.149836,0.548476,0.287403,0.004785,TUMORLU
0.384464,0.173358,0.063352,0.540575,TUMORLU
0.286653,0.742727,0.536784,0.013844,TUMORLU
0.387877,0.214862,0.079087,0.514394,TUMORLU
0.333008,0.816343,0.651233,0.006460,TUMORLU
0.736442,0.312627,0.220697,0.808501,TUMORLU
0.206356,0.645219,0.400471,0.005078,TUMORLU
0.743161,0.335656,0.237060,0.802634,TUMORLU
0.216647,0.663442,0.423867,0.003799,TUMORLU
0.568677,0.292016,0.156909,0.664052,TUMORLU
0.278140,0.743804,0.537141,0.007594,TUMORLU
0.850305,0.337053,0.278569,0.877892,TUMORLU
0.254084,0.710990,0.489334,0.007879,TUMORLU
0.854258,0.379938,0.309002,0.853770,TUMORLU
0.187282,0.618482,0.367004,0.003417,TUMORLU
0.449315,0.265067,0.113919,0.537860,TUMORLU
0.266300,0.723659,0.507889,0.010210,TUMORLU
0.594022,0.268499,0.151563,0.713149,TUMORLU
0.160305,0.573837,0.314862,0.002679,TUMORLU
0.565474,0.244064,0.131942,0.695972,TUMORLU
0.230910,0.680112,0.446385,0.006504,TUMORLU
0.581860,0.332122,0.183989,0.675870,TUMORLU
0.304168,0.773027,0.582309,0.010649,TUMORLU
0.573201,0.304281,0.164996,0.681958,TUMORLU
0.349389,0.833929,0.681103,0.007333,TUMORLU
0.543180,0.294481,0.151519,0.617013,TUMORLU
0.207541,0.647078,0.402839,0.004972,TUMORLU
0.641652,0.288389,0.175953,0.741344,TUMORLU
0.172608,0.597876,0.342247,0.001447,TUMORLU
0.602810,0.315206,0.179628,0.670041,TUMORLU
0.426470,0.912794,0.824496,0.011319,TUMORLU
0.755776,0.301411,0.221105,0.827580,TUMORLU
0.228090,0.678707,0.444287,0.004761,TUMORLU
0.533962,0.273265,0.137862,0.644028,TUMORLU
0.307707,0.777135,0.588794,0.010497,TUMORLU
0.713355,0.288228,0.198986,0.802960,TUMORLU
0.176998,0.595684,0.340159,0.005629,TUMORLU
0.593101,0.247790,0.141277,0.719214,TUMORLU
0.236309,0.685741,0.454194,0.007317,TUMORLU
0.698361,0.275528,0.187236,0.801205,TUMORLU
0.345571,0.824342,0.665566,0.010347,TUMORLU
0.661208,0.354140,0.221628,0.711925,TUMORLU
0.264092,0.724183,0.508322,0.007880,TUMORLU
0.576237,0.267484,0.146100,0.690898,TUMORLU
0.308773,0.776815,0.588485,0.011618,TUMORLU
0.596435,0.287408,0.162102,0.700223,TUMORLU
0.306327,0.780437,0.593416,0.007887,TUMORLU
0.767239,0.393927,0.285576,0.773047,TUMORLU
0.140818,0.533658,0.271743,0.003846,TUMORLU
0.782898,0.351443,0.261661,0.820259,TUMORLU
0.180912,0.604110,0.349971,0.004861,TUMORLU
0.650374,0.290369,0.179709,0.743387,TUMORLU
0.188959,0.615392,0.363580,0.005670,TUMORLU
0.503677,0.215889,0.104069,0.643054,TUMORLU
0.336612,0.814922,0.649633,0.009572,TUMORLU
0.517214,0.222433,0.110048,0.653290,TUMORLU
0.287213,0.757939,0.558264,0.006501,TUMORLU
0.605251,0.247126,0.144434,0.727649,TUMORLU
0.331507,0.810382,0.641903,0.008898,TUMORLU
0.687486,0.269939,0.180792,0.790107,TUMORLU
0.373864,0.851648,0.713320,0.013905,TUMORLU
0.734313,0.307599,0.217028,0.808443,TUMORLU
0.109609,0.472948,0.212585,0.002723,TUMORLU
0.762523,0.337446,0.245128,0.809836,TUMORLU
0.223990,0.670716,0.433736,0.005660,TUMORLU
0.781403,0.329120,0.246861,0.833165,TUMORLU
0.273325,0.732975,0.521515,0.010071,TUMORLU
0.741551,0.330661,0.233371,0.798508,TUMORLU
0.286832,0.756494,0.556160,0.007306,TUMORLU
0.819970,0.340547,0.268732,0.858262,TUMORLU
0.218184,0.660626,0.420529,0.006482,TUMORLU
0.909070,0.391003,0.340000,0.898893,TUMORLU
0.120439,0.492659,0.231023,0.003871,TUMORLU
0.756036,0.338189,0.243254,0.818619,TUMORLU
0.323989,0.789487,0.609386,0.015223,TUMORLU
0.880830,0.382022,0.321463,0.878327,TUMORLU
0.089278,0.426440,0.172404,0.002515,TUMORLU
0.844741,0.363233,0.293515,0.856354,TUMORLU
0.184236,0.612919,0.360312,0.003810,TUMORLU
0.629380,0.306575,0.182387,0.720383,TUMORLU
0.323064,0.796320,0.619404,0.010764,TUMORLU
0.500326,0.240206,0.113668,0.626090,TUMORLU
0.261600,0.715985,0.496940,0.010159,TUMORLU
0.497748,0.259868,0.122274,0.609997,TUMORLU
0.155750,0.561523,0.301411,0.004239,TUMORLU
0.519344,0.247191,0.121475,0.648817,TUMORLU
0.226639,0.668898,0.431736,0.008836,TUMORLU
0.642480,0.301713,0.183579,0.728231,TUMORLU
0.211651,0.656423,0.414671,0.003751,TUMORLU
0.660043,0.322007,0.200890,0.733939,TUMORLU
0.232274,0.681121,0.447824,0.006876,TUMORLU
0.661311,0.305234,0.191424,0.741597,TUMORLU
0.275351,0.741105,0.533017,0.007335,TUMORLU
0.767797,0.332839,0.244153,0.814596,TUMORLU
0.071545,0.382394,0.138321,0.001988,TUMORLU
0.700000,0.336044,0.222483,0.759831,TUMORLU
0.284497,0.748519,0.544590,0.009813,TUMORLU
0.575770,0.296242,0.161172,0.680235,TUMORLU
0.328778,0.800411,0.626415,0.012507,TUMORLU
0.545024,0.325867,0.170252,0.608996,TUMORLU
0.260887,0.720725,0.503237,0.007590,TUMORLU
0.768214,0.331282,0.243335,0.819392,TUMORLU
0.136402,0.522508,0.260411,0.005128,TUMORLU
0.715799,0.350282,0.236967,0.762723,TUMORLU
0.182456,0.607879,0.354387,0.004225,TUMORLU
