@RELATION GLCM_LBP_HOG

@ATTRIBUTE glcm_contrast NUMERIC
@ATTRIBUTE glcm_dissimilarity NUMERIC
@ATTRIBUTE glcm_homogeneity NUMERIC
@ATTRIBUTE glcm_energy NUMERIC
@ATTRIBUTE glcm_correlation NUMERIC
@ATTRIBUTE glcm_ASM NUMERIC
@ATTRIBUTE lbp_energy NUMERIC
@ATTRIBUTE lbp_entropy NUMERIC
@ATTRIBUTE lbp_mean NUMERIC
@ATTRIBUTE lbp_std NUMERIC
@ATTRIBUTE hog_mean NUMERIC
@ATTRIBUTE hog_std NUMERIC
@ATTRIBUTE hog_skew NUMERIC
@ATTRIBUTE hog_kurtosis NUMERIC
@ATTRIBUTE class {BASLANGIC,NORMAL,TUMORLU}

@DATA
0.097247,0.047129,0.993768,0.990121,0.538565,0.982169,0.984385,0.020877,0.992121,0.107067,0.100900,0.494574,0.485950,0.201274,BASLANGIC
0.212830,0.722516,0.306299,0.076081,0.796374,0.018917,0.008248,0.986203,0.072952,0.867491,0.883209,0.730376,0.050675,0.003009,BASLANGIC
0.412595,0.193435,0.976546,0.881900,0.849406,0.797231,0.919734,0.088569,0.966186,0.198502,0.212247,0.777260,0.374176,0.126392,BASLANGIC
0.145236,0.703745,0.231174,0.045926,0.861957,0.010312,0.042707,0.957741,0.116337,0.957589,0.965552,0.604767,0.026716,0.001557,BASLANGIC
0.391134,0.182347,0.978128,0.880148,0.859803,0.794394,0.928611,0.079004,0.968799,0.190155,0.129863,0.638582,0.533923,0.275287,BASLANGIC
0.188880,0.818241,0.146404,0.015399,0.876248,0.003074,0.051911,0.945931,0.138653,0.964781,0.967024,0.602170,0.020194,0.000711,BASLANGIC
0.105182,0.047808,0.994610,0.991031,0.466394,0.983805,0.985691,0.019651,0.992788,0.103313,0.057256,0.473058,1.000000,1.000000,BASLANGIC
0.195383,0.807676,0.170426,0.024642,0.822820,0.005121,0.029860,0.974522,0.094027,0.938912,0.948487,0.633819,0.024799,0.000505,BASLANGIC
0.196529,0.093062,0.988401,0.974530,0.654892,0.954353,0.966946,0.041275,0.984726,0.139751,0.124432,0.569241,0.466709,0.188584,BASLANGIC
0.187611,0.719639,0.270010,0.094905,0.867744,0.025043,0.013318,0.990059,0.079648,0.906938,0.937303,0.651889,0.025036,0.001223,BASLANGIC
0.358654,0.159285,0.982691,0.909821,0.831961,0.843123,0.940709,0.067221,0.973921,0.174374,0.135249,0.614646,0.472702,0.198909,BASLANGIC
0.205600,0.823500,0.163287,0.021930,0.862918,0.004474,0.037118,0.963991,0.103180,0.933235,0.940470,0.646845,0.034588,0.002264,BASLANGIC
0.147803,0.067805,0.992003,0.980486,0.670117,0.964933,0.975386,0.031511,0.988764,0.120871,0.078562,0.404657,0.516604,0.226423,BASLANGIC
0.144339,0.650196,0.292474,0.046034,0.939292,0.010308,0.037631,0.965576,0.105806,0.935902,0.965001,0.605735,0.023609,0.001202,BASLANGIC
0.104278,0.047007,0.994691,0.990364,0.519447,0.982606,0.985038,0.020135,0.992526,0.104364,0.094217,0.496025,0.594816,0.364772,BASLANGIC
0.116938,0.570798,0.369481,0.094422,0.759411,0.025003,0.047759,0.950383,0.159401,0.948352,0.972213,0.592894,0.018057,0.001056,BASLANGIC
0.093663,0.044543,0.994317,0.991920,0.444599,0.985405,0.986869,0.018066,0.992788,0.104883,0.081255,0.526280,0.811222,0.681782,BASLANGIC
0.169393,0.765811,0.166315,0.007310,0.896999,0.001370,0.009369,0.993598,0.027954,0.865216,0.939948,0.647681,0.029040,0.001533,BASLANGIC
0.268457,0.122081,0.986069,0.941549,0.806144,0.896809,0.950820,0.058082,0.979382,0.157998,0.162302,0.673940,0.463295,0.212762,BASLANGIC
0.136550,0.065187,0.991917,0.982709,0.646224,0.968895,0.976817,0.030034,0.989097,0.121094,0.111705,0.572142,0.654851,0.470013,BASLANGIC
0.155261,0.681923,0.276628,0.064827,0.912888,0.015524,0.047767,0.950036,0.141795,0.950026,0.979753,0.579058,0.006088,0.001237,BASLANGIC
0.205730,0.095128,0.988292,0.967559,0.724836,0.942042,0.960997,0.047379,0.983008,0.145943,0.078994,0.469597,0.632221,0.361551,BASLANGIC
0.124921,0.056659,0.993681,0.986313,0.600226,0.975339,0.980336,0.025903,0.990632,0.113066,0.099806,0.494819,0.520265,0.247244,BASLANGIC
0.099403,0.577467,0.315820,0.043792,0.866353,0.009863,0.035723,0.961952,0.097496,0.934244,0.889933,0.721328,0.059289,0.003353,BASLANGIC
0.180765,0.086403,0.989094,0.971805,0.721718,0.949530,0.966816,0.041382,0.985118,0.138628,0.095618,0.523614,0.652468,0.448166,BASLANGIC
0.187806,0.749547,0.234606,0.049191,0.865909,0.011161,0.032585,0.971245,0.095405,0.927989,0.960206,0.614072,0.020519,0.000678,BASLANGIC
0.137826,0.062551,0.992372,0.983290,0.631112,0.969933,0.977990,0.028469,0.989417,0.118629,0.099856,0.494808,0.506337,0.219971,BASLANGIC
0.130282,0.658674,0.260512,0.040083,0.925294,0.008775,0.028424,0.970465,0.074304,0.912292,0.914698,0.686353,0.049905,0.003088,BASLANGIC
0.446415,0.202722,0.976553,0.850397,0.870824,0.746973,0.913179,0.094478,0.964096,0.203827,0.219078,0.793292,0.371020,0.125319,BASLANGIC
0.185708,0.739158,0.230317,0.034144,0.850938,0.007350,0.036517,0.963673,0.104264,0.927530,0.942835,0.643042,0.030658,0.001445,BASLANGIC
0.471383,0.232607,0.968642,0.816006,0.886347,0.693951,0.902766,0.104294,0.958262,0.219271,0.243698,0.837874,0.349190,0.113692,BASLANGIC
0.223686,0.820604,0.183791,0.019243,0.882513,0.003861,0.015720,0.986659,0.053817,0.891058,0.888986,0.722614,0.073465,0.007568,BASLANGIC
0.274444,0.125890,0.985214,0.941232,0.802091,0.896265,0.950308,0.058418,0.978559,0.161293,0.157705,0.631639,0.411011,0.148987,BASLANGIC
0.589820,0.268269,0.969329,0.744054,0.895898,0.589239,0.885722,0.118909,0.951592,0.232013,0.255435,0.915261,0.376919,0.134496,BASLANGIC
0.181758,0.754297,0.224469,0.033738,0.819908,0.007288,0.029157,0.973065,0.099515,0.930816,0.933773,0.657447,0.033693,0.000950,BASLANGIC
0.234577,0.115669,0.984949,0.949377,0.801161,0.910307,0.954164,0.054578,0.979722,0.158155,0.135771,0.566379,0.431312,0.167903,BASLANGIC
0.118924,0.557931,0.390571,0.116293,0.942020,0.032767,0.047302,0.947528,0.130258,0.947939,0.893541,0.716398,0.058556,0.004065,BASLANGIC
0.246925,0.124689,0.983238,0.944628,0.806468,0.902107,0.948770,0.059736,0.977174,0.167132,0.105617,0.548069,0.547308,0.268177,BASLANGIC
0.172538,0.081278,0.989901,0.976031,0.685070,0.957013,0.969929,0.037885,0.986118,0.134838,0.095030,0.495854,0.545190,0.263918,BASLANGIC
0.159734,0.727604,0.219340,0.025565,0.887265,0.005314,0.041247,0.959340,0.113900,0.947370,0.965842,0.604257,0.043101,0.003819,BASLANGIC
0.140596,0.068884,0.990872,0.980426,0.674858,0.964824,0.974217,0.032524,0.987529,0.127486,0.065722,0.407171,0.638168,0.358464,BASLANGIC
0.144562,0.614071,0.327521,0.074818,0.751008,0.018681,0.047380,0.949967,0.136974,0.960432,0.955387,0.622297,0.030783,0.001893,BASLANGIC
0.258746,0.122450,0.984960,0.942595,0.807403,0.898607,0.951593,0.057091,0.978886,0.160116,0.122574,0.569685,0.470845,0.193080,BASLANGIC
0.181444,0.769247,0.195179,0.021916,0.865466,0.004495,0.024766,0.973368,0.089768,0.923557,0.891125,0.719706,0.055608,0.003351,BASLANGIC
0.377182,0.184436,0.976291,0.876339,0.867577,0.788243,0.923157,0.084522,0.967212,0.195096,0.159530,0.653264,0.394734,0.129302,BASLANGIC
0.198014,0.816062,0.158344,0.013389,0.852340,0.002646,0.023010,0.983852,0.060612,0.923696,0.934179,0.656811,0.042296,0.002515,BASLANGIC
0.105608,0.051373,0.993574,0.988615,0.577953,0.979465,0.982816,0.022963,0.991468,0.110587,0.056593,0.331918,0.572555,0.273825,BASLANGIC
0.160757,0.732211,0.218225,0.019923,0.884225,0.004037,0.039775,0.960248,0.106949,0.937280,0.921124,0.676818,0.039908,0.002082,BASLANGIC
0.153322,0.070516,0.991686,0.978721,0.687066,0.961790,0.973695,0.033505,0.988065,0.124722,0.100881,0.549051,0.635848,0.415809,BASLANGIC
0.148347,0.667880,0.287986,0.063793,0.839583,0.015261,0.030155,0.971215,0.097209,0.905456,0.944962,0.639592,0.016481,0.000604,BASLANGIC
0.170657,0.076407,0.991537,0.975624,0.702113,0.956292,0.972007,0.035052,0.987366,0.126841,0.121802,0.569868,0.504284,0.233400,BASLANGIC
0.139050,0.659522,0.279928,0.096415,0.921303,0.025554,0.021586,0.968974,0.156376,0.907197,0.936766,0.652740,0.028933,0.002620,BASLANGIC
0.170843,0.078477,0.990903,0.974267,0.713088,0.953887,0.970449,0.036811,0.986823,0.129704,0.125897,0.616831,0.602141,0.384137,BASLANGIC
0.105059,0.590166,0.308077,0.045863,0.851587,0.010378,0.040448,0.955676,0.109660,0.933957,0.914544,0.686579,0.057890,0.004072,BASLANGIC
0.224875,0.104488,0.987535,0.962644,0.740446,0.933411,0.958932,0.049169,0.982035,0.148738,0.095699,0.495712,0.521918,0.234989,BASLANGIC
0.186081,0.720143,0.268505,0.062583,0.879909,0.014864,0.028541,0.967305,0.093210,0.910226,0.897406,0.711056,0.065550,0.007071,BASLANGIC
0.393321,0.180378,0.978685,0.880143,0.859126,0.794385,0.926071,0.081785,0.968283,0.192293,0.198819,0.762752,0.401615,0.153190,BASLANGIC
0.118397,0.514237,0.434454,0.174063,0.878240,0.057217,0.035282,0.963719,0.113318,0.909841,0.908517,0.695338,0.070347,0.008150,BASLANGIC
0.445625,0.221658,0.969731,0.841556,0.876468,0.733160,0.909826,0.095943,0.959666,0.215241,0.188101,0.765741,0.426863,0.171044,BASLANGIC
0.119252,0.526323,0.415733,0.135987,0.951258,0.040542,0.055057,0.936880,0.147015,0.961369,0.897533,0.710879,0.067922,0.004524,BASLANGIC
0.156877,0.074379,0.990584,0.980168,0.643937,0.964365,0.973825,0.033371,0.987457,0.128763,0.097094,0.495413,0.540237,0.264267,BASLANGIC
0.105368,0.589386,0.307886,0.080293,0.822210,0.020370,0.051007,0.934167,0.173473,0.980863,0.974778,0.588236,0.021989,0.002800,BASLANGIC
0.135142,0.061525,0.993077,0.984572,0.616637,0.972223,0.979032,0.027411,0.990096,0.115021,0.098241,0.495164,0.510503,0.226477,BASLANGIC
0.155579,0.705689,0.240040,0.043685,0.823996,0.009858,0.022603,0.974423,0.054595,0.900074,0.897084,0.711504,0.053581,0.002093,BASLANGIC
0.242438,0.114067,0.986256,0.954374,0.772278,0.918975,0.955450,0.053302,0.980558,0.155286,0.170909,0.692431,0.453720,0.205562,BASLANGIC
0.106189,0.593108,0.311031,0.046097,0.845320,0.010459,0.040113,0.957095,0.111104,0.930001,0.915502,0.685170,0.049063,0.003195,BASLANGIC
0.280512,0.127098,0.985452,0.941059,0.797868,0.895968,0.948765,0.060206,0.978363,0.161626,0.158993,0.631283,0.406743,0.143352,BASLANGIC
0.226849,0.886175,0.106772,0.020688,0.699077,0.004316,0.065332,0.927137,0.166999,0.985117,0.958200,0.617513,0.040960,0.002851,BASLANGIC
0.149841,0.072247,0.990576,0.979405,0.679973,0.963008,0.973826,0.033208,0.987529,0.129108,0.107207,0.547729,0.609981,0.394558,BASLANGIC
0.103867,0.569394,0.337112,0.044240,0.867458,0.009951,0.028932,0.972521,0.075892,0.923897,0.902530,0.703875,0.053277,0.003322,BASLANGIC
0.130377,0.059002,0.993338,0.984896,0.622283,0.972804,0.978382,0.027919,0.989554,0.118734,0.071115,0.406171,0.585647,0.296779,BASLANGIC
0.173857,0.754618,0.207666,0.035701,0.784628,0.007802,0.022433,0.975975,0.063689,0.899842,0.907733,0.696465,0.038148,0.001522,BASLANGIC
0.189333,0.085977,0.990289,0.970406,0.727795,0.947060,0.966688,0.041176,0.985576,0.135076,0.104843,0.548233,0.617370,0.396653,BASLANGIC
0.164511,0.694206,0.243310,0.072022,0.579376,0.017930,0.051355,0.945893,0.136856,0.960442,0.940540,0.646733,0.033843,0.000913,BASLANGIC
0.154797,0.070457,0.991623,0.979189,0.677061,0.962624,0.974997,0.031563,0.987973,0.124712,0.113852,0.571676,0.626127,0.423563,BASLANGIC
0.099341,0.562963,0.335616,0.039896,0.883267,0.008832,0.028332,0.972213,0.082085,0.917149,0.909663,0.693685,0.051916,0.004302,BASLANGIC
0.123934,0.058105,0.992885,0.985506,0.615835,0.973895,0.979685,0.026505,0.990175,0.114494,0.069307,0.471279,0.795093,0.649535,BASLANGIC
0.097282,0.483214,0.450961,0.154018,0.882780,0.048077,0.038461,0.961520,0.126221,0.928859,0.979046,0.580375,0.019215,0.001536,BASLANGIC
0.068994,0.031244,0.996597,0.995304,0.300535,0.991504,0.992374,0.010470,0.995558,0.086420,0.060207,0.408109,0.704631,0.455151,BASLANGIC
0.138626,0.622406,0.308073,0.087531,0.731721,0.022772,0.065080,0.927636,0.170239,0.981195,0.977788,0.582707,0.017524,0.002906,BASLANGIC
0.266536,0.117395,0.987518,0.948086,0.784357,0.908074,0.956875,0.050745,0.980826,0.151652,0.111052,0.546884,0.502303,0.216981,BASLANGIC
0.103620,0.562348,0.340603,0.042006,0.877838,0.009353,0.028671,0.972653,0.084698,0.912745,0.917455,0.682287,0.051886,0.004421,BASLANGIC
0.214041,0.099769,0.987671,0.961628,0.760211,0.931631,0.960737,0.048064,0.982962,0.146690,0.131686,0.638171,0.553721,0.303135,BASLANGIC
0.163123,0.724141,0.242748,0.053723,0.808562,0.012448,0.071326,0.918155,0.179927,0.991927,0.949730,0.631765,0.040711,0.003650,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.176136,0.720985,0.268146,0.101009,0.876207,0.027194,0.063551,0.930788,0.175870,0.976276,0.979481,0.579566,0.016486,0.000831,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.160563,0.753512,0.181045,0.026788,0.863776,0.005654,0.030947,0.973556,0.088056,0.938800,0.952251,0.627571,0.026865,0.000594,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.152452,0.772874,0.136899,0.002483,0.881114,0.000497,0.035978,0.966171,0.096189,0.949498,0.944847,0.639779,0.031740,0.000534,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.215547,0.900718,0.088014,0.008331,0.777753,0.001656,0.050936,0.945905,0.135929,0.974524,0.972698,0.592018,0.019322,0.001131,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.215293,0.871287,0.124490,0.018276,0.848385,0.003731,0.049803,0.943728,0.133113,0.968916,0.908349,0.695579,0.047992,0.002490,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.157856,0.668645,0.307553,0.151778,0.862981,0.047069,0.046599,0.933077,0.205556,0.975254,0.949688,0.631835,0.029489,0.003438,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.121530,0.489833,0.499962,0.383568,0.906067,0.191322,0.110624,0.828295,0.378310,0.891369,0.756707,0.839726,0.109334,0.023050,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.124921,0.500780,0.497114,0.399923,0.898670,0.204798,0.121610,0.816705,0.395726,0.896361,0.755494,0.840928,0.093815,0.012289,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.160646,0.749596,0.191826,0.021818,0.876398,0.004468,0.050313,0.947108,0.139077,0.968920,0.956311,0.620732,0.037167,0.003259,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.170754,0.788210,0.144482,0.011950,0.828205,0.002390,0.027670,0.975468,0.072965,0.928543,0.947643,0.635207,0.026125,0.001138,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.143578,0.760214,0.140880,0.002465,0.888489,0.000490,0.030847,0.973683,0.081386,0.944481,0.956719,0.620039,0.028346,0.000740,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.157898,0.791436,0.132050,0.000000,0.910344,0.000000,0.039294,0.962318,0.108282,0.958179,0.956034,0.621202,0.028812,0.001905,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.176655,0.746469,0.228361,0.051298,0.911632,0.011741,0.073081,0.914965,0.183377,0.984783,0.961265,0.612243,0.032937,0.001707,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.222432,0.850150,0.152632,0.015885,0.862159,0.003181,0.065649,0.927085,0.171598,0.985476,0.954640,0.623560,0.032362,0.001180,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.123106,0.572026,0.376840,0.089040,0.924170,0.023079,0.049005,0.945610,0.150843,0.954970,0.929080,0.664731,0.038611,0.001637,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.111927,0.538005,0.418167,0.232498,0.926451,0.087398,0.046953,0.931391,0.206934,0.954872,0.906672,0.697986,0.041543,0.002047,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.176682,0.729316,0.244316,0.057366,0.675787,0.013616,0.038131,0.959646,0.118055,0.946323,0.910562,0.692385,0.054721,0.003152,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.244698,0.917170,0.111303,0.049745,0.426453,0.011587,0.061630,0.928522,0.160897,0.985544,0.932153,0.659975,0.041461,0.001445,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.136497,0.603122,0.370019,0.190972,0.928947,0.065326,0.052400,0.914934,0.243949,0.962763,0.913283,0.688426,0.033251,0.002548,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.138067,0.671452,0.267690,0.044120,0.894582,0.009845,0.051279,0.944934,0.143735,0.964717,0.975046,0.587746,0.012713,0.001023,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.185602,0.834677,0.126321,0.007283,0.868193,0.001432,0.022321,0.984989,0.067144,0.931146,0.953025,0.626274,0.021364,0.001059,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.152118,0.702698,0.246905,0.058856,0.896345,0.013928,0.043758,0.953488,0.122562,0.958664,0.940255,0.647190,0.032237,0.000900,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.167456,0.774642,0.160152,0.015110,0.835243,0.003034,0.036085,0.963676,0.097280,0.939396,0.978306,0.581749,0.024471,0.002507,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.130753,0.666476,0.252861,0.079904,0.742550,0.020247,0.039246,0.961729,0.107341,0.951347,0.957734,0.618310,0.016621,0.000745,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.078537,0.486658,0.410225,0.096884,0.826690,0.025936,0.042982,0.955029,0.131519,0.939683,0.938518,0.649962,0.044319,0.004639,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.156061,0.681151,0.278382,0.078812,0.889141,0.019809,0.022607,0.973708,0.102696,0.926441,0.890984,0.719898,0.060739,0.004852,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.126580,0.570322,0.392993,0.139845,0.704188,0.042109,0.035175,0.964685,0.124477,0.930865,0.946969,0.636314,0.024849,0.001851,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.163554,0.656463,0.324924,0.117699,0.913781,0.033249,0.027430,0.961459,0.148315,0.930038,0.878586,0.736493,0.060502,0.004318,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.168739,0.629134,0.330108,0.057864,0.901779,0.013643,0.033211,0.964015,0.090369,0.925146,0.926611,0.668517,0.047532,0.002853,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.232442,0.891311,0.098066,0.020468,0.674705,0.004268,0.042394,0.957900,0.115971,0.962399,0.967400,0.601504,0.032656,0.002342,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.187886,0.814750,0.143773,0.011516,0.835385,0.002336,0.039003,0.958703,0.103108,0.943191,0.930197,0.663008,0.036905,0.000851,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.121841,0.640912,0.271477,0.016949,0.936248,0.003389,0.033582,0.968031,0.091518,0.923004,0.937891,0.650958,0.036331,0.002281,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.132767,0.624140,0.323494,0.106344,0.659947,0.029269,0.062720,0.928412,0.162269,0.982637,0.954894,0.623130,0.032956,0.001152,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.098426,0.578531,0.316774,0.092016,0.750102,0.024427,0.044758,0.948035,0.122425,0.952202,0.915759,0.684793,0.052698,0.002339,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.102320,0.529895,0.390670,0.133856,0.834130,0.039701,0.031843,0.969513,0.098816,0.924702,0.951053,0.629568,0.032596,0.002550,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.095698,0.504427,0.423370,0.222519,0.922185,0.081856,0.051094,0.937591,0.191745,0.948354,0.951671,0.628539,0.039866,0.003249,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.320999,0.851668,0.199909,0.027323,0.718002,0.005713,0.033775,0.970124,0.097019,0.944713,0.990257,0.559028,0.002266,0.001285,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.153742,0.644673,0.319044,0.098917,0.884221,0.026432,0.036095,0.960873,0.140658,0.938757,0.946559,0.636985,0.028800,0.001262,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.169938,0.702101,0.260443,0.049013,0.883965,0.011103,0.048375,0.946323,0.148236,0.960063,0.952680,0.626853,0.031925,0.001582,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.202227,0.868437,0.106001,0.011873,0.790293,0.002392,0.039479,0.959973,0.106374,0.953130,0.954627,0.623580,0.032855,0.001462,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.100885,0.531042,0.390952,0.180186,0.921524,0.060077,0.044581,0.950138,0.160348,0.954865,0.946766,0.636646,0.033714,0.002603,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.160146,0.693179,0.263565,0.053088,0.893400,0.012221,0.046177,0.948938,0.140097,0.958320,0.954274,0.624176,0.028926,0.001652,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.205435,0.876384,0.098048,0.012910,0.782594,0.002607,0.042050,0.958018,0.116807,0.954547,0.951951,0.628071,0.030408,0.001150,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.148005,0.625467,0.336979,0.104269,0.890418,0.028314,0.034282,0.963777,0.123686,0.939585,0.940763,0.646375,0.030107,0.001500,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.161205,0.684285,0.276522,0.056211,0.891272,0.013067,0.044725,0.953385,0.132649,0.956805,0.942314,0.643882,0.032026,0.001187,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.005461,0.010893,NORMAL
0.162331,0.733604,0.226366,0.031614,0.850541,0.006703,0.031526,0.974466,0.094504,0.941985,0.996031,0.547612,0.001763,0.000857,NORMAL
