@RELATION STAT

@ATTRIBUTE stat_skew NUMERIC
@ATTRIBUTE stat_kurtosis NUMERIC
@ATTRIBUTE stat_mean NUMERIC
@ATTRIBUTE stat_std NUMERIC
@ATTRIBUTE class {BASLANGIC,NORMAL,TUMORLU}

@DATA
0.170136,0.024366,0.091263,0.477001,TUMORLU
0.014272,0.000609,0.586605,0.498121,TUMORLU
0.157982,0.020668,0.104272,0.507766,TUMORLU
0.014613,0.000614,0.584416,0.500026,TUMORLU
0.174746,0.025839,0.087038,0.467025,TUMORLU
0.018283,0.000715,0.565748,0.498261,TUMORLU
0.169834,0.024252,0.091537,0.478515,TUMORLU
0.016666,0.000625,0.575310,0.503102,TUMORLU
0.188172,0.030410,0.075743,0.437077,TUMORLU
0.017497,0.000635,0.567417,0.501561,TUMORLU
0.178934,0.027220,0.083213,0.457272,TUMORLU
0.018287,0.000633,0.563524,0.504971,TUMORLU
0.183303,0.028719,0.079518,0.447194,TUMORLU
0.034199,0.002930,0.510424,0.344374,TUMORLU
0.246136,0.054360,0.045320,0.341641,TUMORLU
0.034201,0.004068,0.456768,0.283754,TUMORLU
0.167218,0.023478,0.094121,0.483100,TUMORLU
0.026509,0.003407,0.631955,0.349533,TUMORLU
0.252488,0.057441,0.043082,0.332993,TUMORLU
0.036630,0.003407,0.515704,0.310167,TUMORLU
0.140897,0.015970,0.127366,0.556899,TUMORLU
0.043792,0.002378,0.358958,0.342184,TUMORLU
0.091404,0.005785,0.249087,0.743567,TUMORLU
0.045776,0.003163,0.377533,0.332584,TUMORLU
0.061109,0.002029,0.396591,0.882275,TUMORLU
0.086222,0.008965,0.312071,0.326590,TUMORLU
0.077703,0.003851,0.306698,0.806729,TUMORLU
0.038400,0.001817,0.493928,0.467309,TUMORLU
0.146397,0.017405,0.119360,0.541342,TUMORLU
0.051567,0.002935,0.440552,0.413668,TUMORLU
0.149691,0.018318,0.114821,0.530811,TUMORLU
0.022701,0.001180,0.557923,0.504239,TUMORLU
0.084581,0.004770,0.276044,0.775384,TUMORLU
0.023680,0.001761,0.416186,0.364674,TUMORLU
0.080412,0.004198,0.294113,0.794738,TUMORLU
0.050498,0.002940,0.339965,0.440992,TUMORLU
0.079266,0.004052,0.299249,0.799242,TUMORLU
0.040463,0.002046,0.482861,0.462352,TUMORLU
0.096062,0.006521,0.232758,0.724586,TUMORLU
0.030783,0.001408,0.547787,0.537476,TUMORLU
0.046535,0.000889,0.496376,0.943052,TUMORLU
0.025360,0.001217,0.607907,0.536991,TUMORLU
0.074370,0.003438,0.322799,0.822238,TUMORLU
0.033906,0.001400,0.517612,0.551681,TUMORLU
0.050162,0.001131,0.469744,0.929374,TUMORLU
0.023247,0.001771,0.643955,0.427957,TUMORLU
0.190378,0.031180,0.074095,0.433137,TUMORLU
0.029608,0.001715,0.598335,0.465513,TUMORLU
0.256009,0.059145,0.041972,0.329074,TUMORLU
0.027602,0.001717,0.609654,0.452249,TUMORLU
0.233295,0.048448,0.050381,0.359840,TUMORLU
0.053665,0.002634,0.432706,0.487003,TUMORLU
0.087680,0.005214,0.263421,0.761404,TUMORLU
0.054000,0.002800,0.357907,0.440201,TUMORLU
0.060877,0.002000,0.398008,0.884816,TUMORLU
0.043741,0.001563,0.339772,0.451390,TUMORLU
0.035873,0.000334,0.581131,0.977850,TUMORLU
0.031177,0.001568,0.474611,0.465461,TUMORLU
0.094274,0.006234,0.238765,0.731628,TUMORLU
0.022270,0.001485,0.491811,0.427795,TUMORLU
0.072314,0.003195,0.333292,0.831640,TUMORLU
0.009489,0.001975,0.698463,0.394382,TUMORLU
0.218544,0.042160,0.057036,0.380912,TUMORLU
0.041476,0.002224,0.532602,0.429724,TUMORLU
0.087277,0.005156,0.265244,0.763600,TUMORLU
0.059526,0.003836,0.305449,0.330719,TUMORLU
0.128045,0.012837,0.149805,0.599629,TUMORLU
0.066787,0.004798,0.308836,0.342383,TUMORLU
0.073677,0.003350,0.326293,0.826415,TUMORLU
0.014230,0.002457,0.637239,0.421874,TUMORLU
0.229876,0.046927,0.051767,0.364909,TUMORLU
0.038713,0.001391,0.434360,0.487841,TUMORLU
0.109801,0.008979,0.191252,0.666849,TUMORLU
0.037566,0.001408,0.440010,0.486415,TUMORLU
0.119280,0.010897,0.168067,0.630752,TUMORLU
0.037539,0.001382,0.448427,0.502477,TUMORLU
0.134194,0.014306,0.138353,0.577548,TUMORLU
0.038640,0.001518,0.433663,0.477332,TUMORLU
0.113656,0.009731,0.181325,0.652339,TUMORLU
0.054252,0.002604,0.294653,0.416986,TUMORLU
0.057859,0.001733,0.417241,0.897536,TUMORLU
0.026059,0.001144,0.544530,0.473220,TUMORLU
0.244535,0.053609,0.045858,0.343929,TUMORLU
0.039746,0.001937,0.475808,0.460978,TUMORLU
0.087993,0.005257,0.262375,0.760892,TUMORLU
0.017506,0.001625,0.554897,0.391571,TUMORLU
0.178542,0.027078,0.083504,0.458360,TUMORLU
0.038639,0.002603,0.463113,0.379837,TUMORLU
0.078498,0.003946,0.303014,0.804059,TUMORLU
0.034268,0.001532,0.500169,0.471344,TUMORLU
0.197232,0.033673,0.069391,0.419966,TUMORLU
0.031198,0.001647,0.480638,0.407467,TUMORLU
0.170285,0.024409,0.091111,0.477051,TUMORLU
0.057335,0.003144,0.344543,0.439531,TUMORLU
0.145132,0.017080,0.121174,0.544199,TUMORLU
0.037856,0.001877,0.468452,0.427299,TUMORLU
0.138318,0.015316,0.131558,0.565199,TUMORLU
0.031882,0.001821,0.433650,0.377907,TUMORLU
0.075923,0.003625,0.315133,0.815428,TUMORLU
0.023446,0.002269,0.475322,0.381129,TUMORLU
1.000000,1.000000,0.002720,0.083560,TUMORLU
0.175924,0.026231,0.085796,0.463679,TUMORLU
0.026073,0.001976,0.528290,0.401400,TUMORLU
0.169251,0.024068,0.092109,0.479864,TUMORLU
0.014969,0.002296,0.632011,0.347983,TUMORLU
0.193492,0.032291,0.072018,0.427421,TUMORLU
0.055026,0.004328,0.246548,0.244814,TUMORLU
0.082003,0.004410,0.287217,0.787669,TUMORLU
0.047561,0.003635,0.286525,0.233098,TUMORLU
0.110955,0.009199,0.188299,0.663092,TUMORLU
0.042889,0.003400,0.311003,0.276818,TUMORLU
0.078285,0.003918,0.304024,0.805225,TUMORLU
0.052682,0.003238,0.266596,0.290069,TUMORLU
0.068374,0.002750,0.354328,0.851140,TUMORLU
0.055056,0.004063,0.320112,0.316286,TUMORLU
0.091884,0.005853,0.247502,0.742798,TUMORLU
0.009572,0.002002,0.619635,0.347951,TUMORLU
0.238423,0.050827,0.048172,0.351450,TUMORLU
0.035312,0.001299,0.455381,0.407132,TUMORLU
0.103210,0.007754,0.209906,0.693738,TUMORLU
0.019069,0.000778,0.575202,0.544907,TUMORLU
0.092756,0.005983,0.244291,0.739806,TUMORLU
0.047779,0.002587,0.274743,0.356548,TUMORLU
0.157390,0.020478,0.104952,0.509798,TUMORLU
0.038094,0.004397,0.362662,0.296252,TUMORLU
0.220559,0.042949,0.056015,0.378622,TUMORLU
0.039954,0.005184,0.427374,0.279301,TUMORLU
0.177931,0.026888,0.084054,0.459429,TUMORLU
0.027758,0.001945,0.366194,0.304593,TUMORLU
0.204497,0.036437,0.064775,0.406543,TUMORLU
0.032075,0.001617,0.368437,0.384646,TUMORLU
0.057773,0.001723,0.417656,0.898590,TUMORLU
0.039106,0.002119,0.293300,0.345567,TUMORLU
0.165099,0.022791,0.096375,0.489669,TUMORLU
0.046976,0.002685,0.253653,0.325858,TUMORLU
0.183618,0.028815,0.079262,0.446865,TUMORLU
0.058438,0.003094,0.355773,0.424619,TUMORLU
0.067571,0.002668,0.358904,0.853857,TUMORLU
0.053417,0.002577,0.350130,0.446624,TUMORLU
0.035315,0.000311,0.585759,0.979267,TUMORLU
0.027703,0.002381,0.511543,0.393367,TUMORLU
0.219290,0.042379,0.056593,0.381050,TUMORLU
0.023252,0.003043,0.548288,0.370122,TUMORLU
0.204150,0.036339,0.065067,0.406528,TUMORLU
0.038568,0.001686,0.326796,0.372096,TUMORLU
0.073545,0.003341,0.327210,0.826183,TUMORLU
0.075409,0.006564,0.173963,0.249889,TUMORLU
0.091351,0.005763,0.249349,0.745671,TUMORLU
0.044723,0.002634,0.442979,0.414175,TUMORLU
0.118647,0.010756,0.169402,0.633599,TUMORLU
0.046865,0.002783,0.431923,0.411379,TUMORLU
0.115274,0.010053,0.177292,0.646590,TUMORLU
0.038423,0.001472,0.462087,0.511637,TUMORLU
0.092751,0.005986,0.244318,0.739215,TUMORLU
0.015099,0.001681,0.621611,0.424793,TUMORLU
0.128651,0.012980,0.148784,0.597490,TUMORLU
0.016834,0.001531,0.579105,0.452567,TUMORLU
0.136679,0.014887,0.134265,0.571642,TUMORLU
0.044605,0.001633,0.365515,0.522915,TUMORLU
0.114479,0.009906,0.179468,0.648599,TUMORLU
0.047341,0.004241,0.414270,0.248402,TUMORLU
0.185368,0.029388,0.077987,0.444312,TUMORLU
0.033392,0.002427,0.432827,0.276302,TUMORLU
0.127704,0.012755,0.150433,0.600813,TUMORLU
0.063070,0.010595,0.324081,0.241358,TUMORLU
0.080196,0.004169,0.295247,0.795872,TUMORLU
0.056102,0.008678,0.330942,0.245906,TUMORLU
0.068751,0.002789,0.352151,0.849504,TUMORLU
0.036459,0.001748,0.362827,0.445930,TUMORLU
0.120792,0.011214,0.164651,0.625722,TUMORLU
0.039146,0.001879,0.488575,0.464881,TUMORLU
0.150982,0.018635,0.113067,0.528985,TUMORLU
0.042484,0.001795,0.374434,0.474485,TUMORLU
0.069182,0.002840,0.349819,0.846768,TUMORLU
0.000000,0.002192,0.676987,0.461710,TUMORLU
0.123844,0.011882,0.158153,0.614711,TUMORLU
0.041174,0.002661,0.422948,0.434500,TUMORLU
0.096035,0.006520,0.232812,0.724153,TUMORLU
0.009373,0.002003,0.699804,0.391357,TUMORLU
0.167882,0.023646,0.093471,0.482931,TUMORLU
0.022835,0.001813,0.555743,0.342746,TUMORLU
0.100537,0.007277,0.218058,0.705462,TUMORLU
0.018892,0.002770,0.650600,0.325713,TUMORLU
0.077813,0.003860,0.306305,0.807035,TUMORLU
0.015100,0.001624,0.476022,0.422436,TUMORLU
0.098384,0.006909,0.225038,0.714647,TUMORLU
0.012159,0.001636,0.498892,0.413503,TUMORLU
0.074361,0.003435,0.322811,0.822626,TUMORLU
0.012181,0.001741,0.504653,0.414655,TUMORLU
0.084734,0.004786,0.275353,0.775254,TUMORLU
0.032284,0.001688,0.489174,0.527309,TUMORLU
0.225991,0.045274,0.053455,0.369983,TUMORLU
0.020866,0.001576,0.580910,0.527140,TUMORLU
0.173569,0.025450,0.087943,0.469473,TUMORLU
0.028443,0.001426,0.572866,0.455870,TUMORLU
0.170747,0.024555,0.090654,0.475904,TUMORLU
0.031206,0.003370,0.324932,0.264326,TUMORLU
0.103083,0.007730,0.210369,0.694495,TUMORLU
0.032890,0.002703,0.298128,0.251097,TUMORLU
0.109819,0.008978,0.191102,0.667249,TUMORLU
0.012925,0.000891,0.662148,0.571531,TUMORLU
0.079442,0.004067,0.298514,0.799574,TUMORLU
0.013874,0.001392,0.619824,0.477192,TUMORLU
0.087999,0.005267,0.262177,0.759236,TUMORLU
0.020835,0.001985,0.509921,0.397927,TUMORLU
0.254967,0.058608,0.042329,0.330720,TUMORLU
0.032354,0.002183,0.446039,0.410247,TUMORLU
0.154534,0.019662,0.108523,0.517717,TUMORLU
0.025821,0.002108,0.487036,0.400550,TUMORLU
0.112741,0.009558,0.183575,0.655004,TUMORLU
0.046358,0.003077,0.373321,0.364011,TUMORLU
0.094030,0.006188,0.239635,0.733573,TUMORLU
0.034082,0.003238,0.513543,0.304799,TUMORLU
0.148332,0.017935,0.116640,0.535165,TUMORLU
0.026630,0.003495,0.629356,0.349656,TUMORLU
0.229563,0.046831,0.051898,0.364718,TUMORLU
0.046186,0.003326,0.381542,0.332008,TUMORLU
0.074776,0.003488,0.320852,0.820120,TUMORLU
0.033366,0.002969,0.504704,0.337751,TUMORLU
0.303945,0.085174,0.029933,0.278964,TUMORLU
0.027355,0.003630,0.413355,0.298943,TUMORLU
0.181453,0.028052,0.081114,0.452311,TUMORLU
0.041936,0.002439,0.367070,0.345038,TUMORLU
0.082727,0.004510,0.283939,0.783975,TUMORLU
0.039099,0.001852,0.515932,0.458484,TUMORLU
0.143667,0.016712,0.123141,0.547511,TUMORLU
0.051671,0.002958,0.440459,0.412328,TUMORLU
0.180479,0.027735,0.081818,0.453802,TUMORLU
0.025075,0.001175,0.627428,0.489147,TUMORLU
0.140497,0.015873,0.128105,0.558071,TUMORLU
0.038293,0.001776,0.469024,0.480287,TUMORLU
0.116088,0.010219,0.175443,0.643721,TUMORLU
0.039013,0.001848,0.464119,0.475829,TUMORLU
0.120605,0.011179,0.165192,0.626170,TUMORLU
0.033414,0.001582,0.508720,0.479984,TUMORLU
0.089061,0.005416,0.258038,0.755759,TUMORLU
0.028367,0.001387,0.574765,0.474949,TUMORLU
0.375512,0.132828,0.019610,0.226369,TUMORLU
0.034387,0.001848,0.488175,0.465345,TUMORLU
0.080044,0.004149,0.295921,0.796689,TUMORLU
0.045672,0.002674,0.358520,0.341528,TUMORLU
0.080490,0.004210,0.293819,0.794009,TUMORLU
0.043721,0.002046,0.414203,0.538218,TUMORLU
0.090401,0.005620,0.253020,0.749780,TUMORLU
0.021068,0.001910,0.600389,0.386260,TUMORLU
0.188015,0.030350,0.075856,0.437571,TUMORLU
0.030670,0.001856,0.556298,0.426098,TUMORLU
0.156982,0.020355,0.105533,0.511514,TUMORLU
