@RELATION WAVELET_BAND_HH

@ATTRIBUTE HH_glcm_contrast NUMERIC
@ATTRIBUTE HH_glcm_dissimilarity NUMERIC
@ATTRIBUTE HH_glcm_homogeneity NUMERIC
@ATTRIBUTE HH_glcm_energy NUMERIC
@ATTRIBUTE HH_glcm_correlation NUMERIC
@ATTRIBUTE HH_glcm_ASM NUMERIC
@ATTRIBUTE class {BASLANGIC,NORMAL,TUMORLU}

@DATA
0.524431,0.644113,0.208853,0.097626,0.064695,0.035281,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.586600,0.683613,0.180615,0.078306,0.044154,0.027236,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.391341,0.541213,0.304014,0.205839,0.060944,0.090220,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.412590,0.565542,0.268503,0.157709,0.062240,0.063735,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.532466,0.679052,0.170035,0.079973,0.066709,0.027912,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.638040,0.763564,0.109870,0.050975,0.053612,0.016749,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.601040,0.662297,0.254732,0.150123,0.064034,0.059836,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.624315,0.660411,0.275363,0.192345,0.063171,0.082439,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.524288,0.612315,0.261517,0.178695,0.068195,0.074887,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.609846,0.732094,0.130095,0.065702,0.039909,0.022277,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.278046,0.449165,0.354173,0.214750,0.060863,0.095424,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.369775,0.512100,0.316897,0.192845,0.057157,0.082713,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.545939,0.654578,0.208522,0.114186,0.049627,0.042615,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.234830,0.439283,0.327013,0.173422,0.061061,0.071986,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.231025,0.424151,0.344140,0.192045,0.043079,0.082251,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.508125,0.651755,0.184144,0.086196,0.070015,0.030460,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.263060,0.430148,0.373830,0.230054,0.062047,0.104720,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.461273,0.594096,0.227831,0.109913,0.044805,0.040690,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.509440,0.654407,0.180927,0.089882,0.044871,0.031992,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.589652,0.686004,0.184213,0.100510,0.040122,0.036551,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.155775,0.334267,0.448415,0.293555,0.064000,0.146833,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.511615,0.646453,0.203051,0.104843,0.090111,0.038441,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.226830,0.409416,0.358136,0.202368,0.044933,0.088151,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.324271,0.502751,0.287413,0.152450,0.065814,0.061023,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.387779,0.583241,0.208612,0.100235,0.070108,0.036415,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.420654,0.560561,0.278673,0.167452,0.058416,0.068840,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
1.000000,1.000000,0.000000,0.000000,0.051211,0.000000,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.355830,0.543642,0.242495,0.128411,0.039386,0.049222,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.767819,0.810052,0.103736,0.039426,0.052275,0.012628,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.900272,0.890062,0.079828,0.035488,0.036340,0.011283,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.541262,0.641772,0.217775,0.106308,0.046455,0.039082,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.169199,0.329828,0.461845,0.289629,0.057492,0.144045,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.201558,0.394265,0.369687,0.210440,0.050532,0.092867,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.578673,0.691613,0.182802,0.100468,0.056496,0.036521,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.355522,0.506420,0.300262,0.164132,0.043828,0.067054,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.453563,0.554627,0.331576,0.243506,0.049616,0.113235,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.700814,0.801578,0.091004,0.033763,0.052457,0.010669,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.861978,0.883137,0.054980,0.012924,0.053170,0.003891,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.622282,0.745169,0.119093,0.053179,0.035741,0.017563,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.114859,0.305646,0.438527,0.257094,0.037308,0.121943,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.705193,0.713080,0.194890,0.101395,0.047968,0.036916,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.455200,0.586798,0.245950,0.120260,0.052229,0.045399,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.534111,0.661796,0.187383,0.087884,0.046411,0.031163,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.554439,0.672439,0.181715,0.079855,0.066222,0.027863,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.156737,0.335270,0.429041,0.261460,0.043441,0.124824,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.303438,0.496294,0.287212,0.153674,0.042693,0.061643,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.620056,0.756785,0.097803,0.037945,0.053580,0.012112,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.519299,0.641453,0.210843,0.111092,0.056023,0.041221,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.296226,0.494308,0.289078,0.151934,0.064468,0.060766,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.174444,0.364904,0.393905,0.229952,0.042214,0.104651,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.540358,0.679025,0.171900,0.076651,0.064930,0.026569,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.476088,0.629153,0.196097,0.096140,0.051704,0.034647,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.324353,0.496501,0.304857,0.174696,0.042259,0.072680,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.479572,0.617828,0.215811,0.097591,0.056062,0.035269,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.512470,0.676319,0.139245,0.062051,0.053017,0.020857,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.679947,0.787762,0.095966,0.031757,0.059425,0.009988,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.280511,0.481603,0.293363,0.160276,0.061222,0.065039,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.565001,0.722802,0.116127,0.037882,0.050546,0.012088,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.543007,0.625944,0.268750,0.168017,0.062162,0.069138,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.595339,0.731018,0.120397,0.059025,0.042988,0.019727,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.676701,0.786201,0.085854,0.022113,0.047623,0.006803,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.326833,0.505121,0.288302,0.157135,0.057900,0.063431,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.460891,0.594232,0.261675,0.151856,0.061879,0.060752,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.383856,0.577295,0.205822,0.096238,0.055183,0.034686,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.100194,0.197141,0.662741,0.541537,0.128342,0.365894,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.598241,0.742377,0.121675,0.062189,0.065718,0.020919,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.341342,0.484258,0.343872,0.201742,0.061157,0.087787,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.372806,0.539043,0.278753,0.166729,0.055202,0.068466,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.504079,0.640119,0.205794,0.111129,0.051774,0.041241,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.462652,0.603963,0.235692,0.140876,0.063118,0.055249,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.642082,0.773009,0.092195,0.025354,0.071358,0.007883,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.234047,0.105301,0.956221,0.963182,0.106254,0.938090,TUMORLU
0.160712,0.355747,0.394818,0.226938,0.058305,0.102799,TUMORLU
0.345274,0.147389,0.942123,0.951134,0.067205,0.918250,TUMORLU
0.106359,0.250564,0.546499,0.377529,0.043576,0.211256,TUMORLU
0.100635,0.048711,0.977536,0.980875,0.076741,0.967602,TUMORLU
0.321583,0.504138,0.285095,0.149319,0.062769,0.059442,TUMORLU
0.126946,0.058044,0.975506,0.978818,0.096156,0.964147,TUMORLU
0.069400,0.230031,0.542658,0.344725,0.058983,0.184886,TUMORLU
0.141410,0.059331,0.978342,0.981938,0.074540,0.969390,TUMORLU
0.129147,0.312475,0.446947,0.273636,0.046709,0.132991,TUMORLU
0.147045,0.062549,0.976349,0.979743,0.101075,0.965701,TUMORLU
0.451690,0.579422,0.254945,0.138335,0.044642,0.053982,TUMORLU
0.104742,0.047145,0.980036,0.982855,0.077649,0.970932,TUMORLU
0.349853,0.535510,0.265331,0.140757,0.061775,0.055187,TUMORLU
0.146263,0.064763,0.974277,0.978888,0.084904,0.964266,TUMORLU
0.103805,0.271243,0.497042,0.312724,0.042302,0.160637,TUMORLU
0.107985,0.053173,0.976159,0.979881,0.060749,0.965932,TUMORLU
0.275637,0.431233,0.364829,0.219340,0.041607,0.098183,TUMORLU
0.065440,0.029483,0.986921,0.988096,0.120827,0.979774,TUMORLU
0.235614,0.411826,0.373403,0.224625,0.042577,0.101382,TUMORLU
0.131950,0.067053,0.967772,0.972087,0.079786,0.952888,TUMORLU
0.312866,0.484190,0.302253,0.166452,0.046310,0.068275,TUMORLU
0.076488,0.036442,0.982750,0.984767,0.057810,0.974154,TUMORLU
0.357229,0.519462,0.290650,0.171766,0.054460,0.071113,TUMORLU
0.155957,0.071561,0.968596,0.973365,0.039206,0.955025,TUMORLU
0.096674,0.249278,0.532506,0.339900,0.067896,0.181136,TUMORLU
0.169413,0.083383,0.959992,0.965007,0.073716,0.941116,TUMORLU
0.078004,0.229385,0.554559,0.372081,0.084496,0.206769,TUMORLU
0.248696,0.110809,0.953252,0.959986,0.078786,0.932807,TUMORLU
0.105225,0.289974,0.465505,0.281013,0.067858,0.138043,TUMORLU
0.301635,0.135160,0.945839,0.955387,0.096953,0.925228,TUMORLU
0.316795,0.507863,0.277468,0.147011,0.058239,0.058270,TUMORLU
0.099156,0.044487,0.982110,0.985339,0.094463,0.975118,TUMORLU
0.349238,0.506582,0.308675,0.167633,0.060871,0.068891,TUMORLU
0.146568,0.064150,0.974180,0.977689,0.081952,0.962254,TUMORLU
0.297415,0.475288,0.308806,0.157026,0.058883,0.063368,TUMORLU
0.256987,0.115943,0.952025,0.959416,0.092637,0.931869,TUMORLU
0.495761,0.631423,0.211896,0.110931,0.061819,0.041160,TUMORLU
0.176832,0.080518,0.966400,0.971812,0.096881,0.952430,TUMORLU
0.341512,0.461919,0.385462,0.244868,0.083308,0.114029,TUMORLU
0.189928,0.089734,0.959751,0.964519,0.100282,0.940306,TUMORLU
0.338998,0.520813,0.261379,0.122652,0.068216,0.046503,TUMORLU
0.232252,0.100517,0.960509,0.966428,0.103253,0.943471,TUMORLU
0.208821,0.393952,0.374967,0.210171,0.051146,0.092704,TUMORLU
0.304987,0.135560,0.943105,0.950006,0.122679,0.916405,TUMORLU
0.296176,0.486980,0.293777,0.151953,0.067527,0.060761,TUMORLU
0.280327,0.125613,0.947251,0.955456,0.082092,0.925343,TUMORLU
0.546202,0.641961,0.220207,0.109208,0.051886,0.040368,TUMORLU
0.296320,0.136029,0.942120,0.951493,0.096537,0.918837,TUMORLU
0.314880,0.495029,0.287197,0.146708,0.066908,0.058129,TUMORLU
0.097054,0.042880,0.982581,0.985480,0.069845,0.975355,TUMORLU
0.661541,0.735275,0.159481,0.070455,0.063121,0.024113,TUMORLU
0.089779,0.040180,0.983219,0.986047,0.159755,0.976313,TUMORLU
0.623535,0.727187,0.145314,0.060532,0.066417,0.020283,TUMORLU
0.100244,0.042625,0.983408,0.985906,0.123450,0.976075,TUMORLU
0.177193,0.333940,0.449351,0.273071,0.045605,0.132610,TUMORLU
0.252700,0.109541,0.956232,0.963304,0.048737,0.938293,TUMORLU
0.331516,0.469695,0.359771,0.225049,0.060807,0.101635,TUMORLU
0.285018,0.127436,0.947664,0.955245,0.119366,0.924995,TUMORLU
0.140880,0.320052,0.446206,0.268958,0.063105,0.129826,TUMORLU
0.456061,0.185747,0.934494,0.945095,0.124602,0.908383,TUMORLU
0.413717,0.577438,0.236648,0.112841,0.070727,0.041996,TUMORLU
0.289093,0.120860,0.954057,0.961123,0.062579,0.934684,TUMORLU
0.475601,0.628080,0.207329,0.101252,0.061324,0.036857,TUMORLU
0.327983,0.145776,0.939791,0.947524,0.083316,0.912343,TUMORLU
0.139414,0.328518,0.425113,0.247965,0.040773,0.116017,TUMORLU
0.102106,0.048884,0.977730,0.980656,0.071617,0.967235,TUMORLU
0.392156,0.557001,0.249968,0.130874,0.054649,0.050387,TUMORLU
0.209583,0.092961,0.962717,0.968624,0.092824,0.947121,TUMORLU
0.217382,0.331783,0.527880,0.419435,0.059306,0.247136,TUMORLU
0.180139,0.076873,0.970650,0.975704,0.071721,0.958931,TUMORLU
0.192279,0.320070,0.525452,0.408324,0.100340,0.237374,TUMORLU
0.196843,0.090143,0.962084,0.968194,0.046335,0.946405,TUMORLU
0.136552,0.323271,0.419710,0.235770,0.060049,0.108266,TUMORLU
0.090965,0.039376,0.984566,0.986968,0.123035,0.977867,TUMORLU
0.199506,0.389919,0.382275,0.226961,0.056589,0.102815,TUMORLU
0.233982,0.099209,0.962249,0.968559,0.092984,0.947012,TUMORLU
0.109331,0.290013,0.473118,0.287475,0.050976,0.142532,TUMORLU
0.215357,0.091279,0.967068,0.972665,0.120761,0.953852,TUMORLU
0.082595,0.236613,0.536425,0.336646,0.063940,0.178628,TUMORLU
0.157519,0.074131,0.967030,0.971518,0.078550,0.951940,TUMORLU
0.556505,0.681606,0.176874,0.080326,0.060035,0.028047,TUMORLU
0.213711,0.091116,0.964344,0.969194,0.125766,0.948069,TUMORLU
0.218397,0.378641,0.414540,0.249291,0.072214,0.116863,TUMORLU
0.226740,0.106534,0.950437,0.956443,0.104259,0.926969,TUMORLU
0.145468,0.332294,0.425900,0.248360,0.061311,0.116267,TUMORLU
0.077747,0.035662,0.985381,0.987392,0.158679,0.978584,TUMORLU
0.197944,0.395422,0.358544,0.191608,0.060298,0.082000,TUMORLU
0.262638,0.107002,0.961698,0.966869,0.087619,0.944204,TUMORLU
0.294820,0.494837,0.266129,0.133513,0.057911,0.051649,TUMORLU
0.157610,0.063875,0.977149,0.980454,0.120110,0.966894,TUMORLU
0.306537,0.483873,0.306496,0.163983,0.056430,0.066979,TUMORLU
0.251259,0.107258,0.957227,0.963178,0.088715,0.938083,TUMORLU
0.407240,0.570103,0.234437,0.117897,0.050884,0.044311,TUMORLU
0.091444,0.041100,0.982187,0.983706,0.134155,0.972365,TUMORLU
0.533566,0.655676,0.194589,0.089621,0.065620,0.031882,TUMORLU
0.162008,0.071416,0.970806,0.974855,0.117863,0.957510,TUMORLU
0.248006,0.407524,0.394740,0.245041,0.063462,0.114136,TUMORLU
0.167735,0.074832,0.970525,0.975846,0.065855,0.959169,TUMORLU
0.710226,0.794894,0.101033,0.028215,0.080687,0.008801,TUMORLU
0.165147,0.071831,0.970853,0.975352,0.091683,0.958343,TUMORLU
0.346248,0.545775,0.245833,0.134648,0.061214,0.052195,TUMORLU
0.173476,0.078087,0.966888,0.971526,0.045149,0.951953,TUMORLU
0.378826,0.513203,0.309362,0.182159,0.049725,0.076760,TUMORLU
0.037101,0.014329,0.994297,0.994899,0.045859,0.991307,TUMORLU
0.169160,0.071398,0.972400,0.977051,0.057762,0.961186,TUMORLU
0.176242,0.373204,0.381308,0.216621,0.057386,0.096540,TUMORLU
0.092886,0.044607,0.980673,0.983350,0.125317,0.971766,TUMORLU
0.409868,0.597124,0.195030,0.083289,0.039947,0.029273,TUMORLU
0.137304,0.057643,0.977656,0.980944,0.097874,0.967718,TUMORLU
0.425278,0.576985,0.239097,0.125711,0.052640,0.047944,TUMORLU
0.223072,0.098160,0.959644,0.965785,0.057804,0.942406,TUMORLU
0.448277,0.613277,0.198548,0.093635,0.058560,0.033576,TUMORLU
0.161034,0.071677,0.971261,0.975990,0.095836,0.959410,TUMORLU
0.457672,0.608590,0.227917,0.117383,0.063802,0.044073,TUMORLU
0.210028,0.089463,0.965846,0.971035,0.081431,0.951134,TUMORLU
0.288239,0.428506,0.408106,0.290634,0.073655,0.144784,TUMORLU
0.226188,0.097826,0.961718,0.967361,0.095969,0.945021,TUMORLU
0.298456,0.448752,0.372154,0.244323,0.043049,0.113690,TUMORLU
0.242792,0.105379,0.959495,0.966009,0.094283,0.942777,TUMORLU
0.192918,0.397694,0.360676,0.202718,0.060329,0.088356,TUMORLU
0.102070,0.046087,0.980441,0.983712,0.112751,0.972375,TUMORLU
0.225824,0.428502,0.321797,0.168135,0.070072,0.069158,TUMORLU
0.231940,0.103529,0.957275,0.963239,0.068499,0.938184,TUMORLU
0.087857,0.262382,0.500285,0.307698,0.055264,0.156962,TUMORLU
0.288472,0.112028,0.962415,0.967937,0.108822,0.945978,TUMORLU
0.137745,0.242927,0.606661,0.468261,0.079277,0.292097,TUMORLU
0.211908,0.090397,0.965227,0.970325,0.127900,0.949951,TUMORLU
0.156200,0.356201,0.400906,0.223694,0.065590,0.100812,TUMORLU
0.108211,0.045416,0.982892,0.985409,0.126740,0.975236,TUMORLU
0.679701,0.791285,0.093330,0.041161,0.038815,0.013228,TUMORLU
0.176468,0.071149,0.975104,0.979178,0.067214,0.964751,TUMORLU
0.293011,0.432951,0.390072,0.253998,0.073094,0.119937,TUMORLU
0.159220,0.061670,0.980358,0.983925,0.084282,0.972734,TUMORLU
0.107874,0.282436,0.486195,0.294354,0.056051,0.147384,TUMORLU
0.234110,0.102806,0.958334,0.964730,0.074425,0.940655,TUMORLU
0.125041,0.268592,0.531587,0.341230,0.054607,0.182166,TUMORLU
0.184882,0.078263,0.969513,0.974288,0.105724,0.956563,TUMORLU
0.205429,0.309068,0.539728,0.399752,0.057530,0.229967,TUMORLU
0.107170,0.048841,0.979366,0.981935,0.107198,0.969383,TUMORLU
0.097182,0.280270,0.476749,0.282247,0.071363,0.138899,TUMORLU
0.248874,0.110941,0.954234,0.960549,0.084430,0.933736,TUMORLU
0.119595,0.270873,0.502152,0.313324,0.055844,0.161080,TUMORLU
0.279446,0.120793,0.953189,0.960978,0.069801,0.934445,TUMORLU
0.453017,0.602176,0.223181,0.118821,0.052141,0.044749,TUMORLU
0.121951,0.049351,0.982513,0.985479,0.075603,0.975354,TUMORLU
0.169887,0.375552,0.377586,0.210430,0.070141,0.092865,TUMORLU
0.133649,0.056346,0.977913,0.981303,0.081762,0.968321,TUMORLU
0.335967,0.517802,0.271860,0.149553,0.062754,0.059544,TUMORLU
0.222352,0.098988,0.959084,0.966215,0.054258,0.943118,TUMORLU
0.083132,0.221001,0.590062,0.393296,0.098255,0.224455,TUMORLU
0.248546,0.101477,0.962951,0.968210,0.077024,0.946432,TUMORLU
0.342332,0.525255,0.259982,0.127033,0.070400,0.048557,TUMORLU
0.125997,0.055526,0.978593,0.982012,0.136850,0.969514,TUMORLU
0.135960,0.302550,0.467680,0.277260,0.060833,0.135464,TUMORLU
0.160953,0.065918,0.975250,0.979106,0.102879,0.964631,TUMORLU
0.275219,0.441517,0.353268,0.207246,0.072618,0.090998,TUMORLU
0.207838,0.089781,0.965605,0.971031,0.060624,0.951128,TUMORLU
0.619559,0.707051,0.166909,0.077416,0.057590,0.026876,TUMORLU
0.176784,0.080306,0.965998,0.971808,0.119981,0.952423,TUMORLU
0.273065,0.418456,0.403385,0.270563,0.064505,0.130942,TUMORLU
0.147949,0.062215,0.975751,0.979532,0.105792,0.965347,TUMORLU
0.329101,0.447192,0.400889,0.267728,0.054900,0.129005,TUMORLU
0.195631,0.091851,0.959149,0.963589,0.127376,0.938764,TUMORLU
0.102343,0.257368,0.538722,0.381362,0.049812,0.214456,TUMORLU
0.147683,0.057297,0.980886,0.983999,0.122253,0.972859,TUMORLU
0.579740,0.709071,0.150632,0.072879,0.062950,0.025057,TUMORLU
0.207472,0.085914,0.966931,0.972170,0.090618,0.953026,TUMORLU
0.304285,0.476048,0.312512,0.172444,0.036095,0.071476,TUMORLU
0.245404,0.102960,0.960206,0.966011,0.087073,0.942778,TUMORLU
0.528994,0.685371,0.128952,0.035042,0.052859,0.011098,TUMORLU
0.308868,0.129290,0.952357,0.960072,0.107732,0.932951,TUMORLU
0.503668,0.585564,0.306037,0.205205,0.068061,0.089819,TUMORLU
0.202335,0.082516,0.971184,0.976062,0.100614,0.959530,TUMORLU
0.165177,0.369947,0.381722,0.214441,0.056690,0.095240,TUMORLU
0.125399,0.048429,0.984182,0.987040,0.071517,0.977989,TUMORLU
0.270916,0.428321,0.378134,0.222431,0.069114,0.100044,TUMORLU
0.330836,0.138366,0.947634,0.954754,0.078518,0.924189,TUMORLU
0.404539,0.574388,0.228832,0.109878,0.051513,0.040670,TUMORLU
0.187457,0.078742,0.970851,0.974866,0.125542,0.957530,TUMORLU
0.372698,0.516639,0.300090,0.165371,0.045868,0.067710,TUMORLU
0.215732,0.097840,0.959567,0.965579,0.130201,0.942063,TUMORLU
0.113032,0.299222,0.455063,0.274527,0.051813,0.133602,TUMORLU
0.151512,0.064155,0.974456,0.978254,0.072255,0.963202,TUMORLU
0.452836,0.630076,0.181068,0.081493,0.058567,0.028519,TUMORLU
0.164553,0.073172,0.969588,0.974289,0.060067,0.956565,TUMORLU
0.528403,0.693868,0.132775,0.045209,0.063751,0.014654,TUMORLU
0.198604,0.093204,0.958121,0.964445,0.070690,0.940182,TUMORLU
0.179415,0.310798,0.490295,0.304425,0.081488,0.154588,TUMORLU
0.241260,0.101657,0.962022,0.967924,0.119191,0.945957,TUMORLU
0.266491,0.447277,0.333502,0.187623,0.058342,0.079768,TUMORLU
0.187845,0.088921,0.959460,0.965715,0.085178,0.942288,TUMORLU
0.093705,0.243503,0.536660,0.338780,0.042869,0.180272,TUMORLU
0.253183,0.105015,0.960492,0.966929,0.061362,0.944304,TUMORLU
0.312418,0.454382,0.361353,0.211114,0.087579,0.093268,TUMORLU
0.124770,0.049558,0.983282,0.986192,0.080643,0.976557,TUMORLU
0.508503,0.628845,0.221382,0.126021,0.060114,0.048097,TUMORLU
0.158299,0.066456,0.974386,0.978465,0.041681,0.963556,TUMORLU
0.273124,0.459605,0.322861,0.183701,0.055521,0.077597,TUMORLU
0.155545,0.068087,0.972954,0.977052,0.109273,0.961188,TUMORLU
0.456008,0.578124,0.264066,0.152602,0.061295,0.061116,TUMORLU
0.254656,0.109976,0.955601,0.961971,0.077612,0.936086,TUMORLU
0.462142,0.606985,0.225411,0.116260,0.072286,0.043562,TUMORLU
0.238409,0.098748,0.965932,0.971463,0.115343,0.951848,TUMORLU
0.586894,0.727225,0.130703,0.057783,0.084143,0.019255,TUMORLU
0.229379,0.098600,0.959243,0.964795,0.059851,0.940763,TUMORLU
0.628551,0.749541,0.117321,0.040890,0.061080,0.013136,TUMORLU
0.216818,0.101015,0.955141,0.961890,0.048931,0.935953,TUMORLU
0.693305,0.762375,0.133179,0.068499,0.053223,0.023352,TUMORLU
0.062104,0.029768,0.985972,0.987460,0.066697,0.978699,TUMORLU
0.298373,0.472993,0.324041,0.183651,0.082228,0.077591,TUMORLU
0.173953,0.077354,0.969476,0.974784,0.067743,0.957392,TUMORLU
0.286606,0.484410,0.286198,0.153387,0.059988,0.061502,TUMORLU
0.192448,0.090255,0.960153,0.965928,0.073217,0.942641,TUMORLU
0.175839,0.355209,0.414270,0.243803,0.042641,0.113354,TUMORLU
0.196425,0.085193,0.965145,0.970396,0.066614,0.950069,TUMORLU
0.265227,0.456771,0.316238,0.164599,0.053049,0.067299,TUMORLU
0.143058,0.063808,0.973697,0.977897,0.040438,0.962604,TUMORLU
0.157237,0.298614,0.508041,0.357120,0.045990,0.194684,TUMORLU
0.084544,0.037086,0.985392,0.987460,0.066320,0.978698,TUMORLU
0.117040,0.257319,0.549287,0.398345,0.059544,0.228815,TUMORLU
0.198253,0.093360,0.957302,0.963236,0.082940,0.938182,TUMORLU
0.364575,0.528041,0.275809,0.147069,0.067938,0.058313,TUMORLU
0.075448,0.031903,0.988559,0.990649,0.051057,0.984095,TUMORLU
0.296224,0.457015,0.350965,0.215890,0.080771,0.096122,TUMORLU
0.161711,0.065960,0.976196,0.979674,0.095040,0.965585,TUMORLU
0.127839,0.301175,0.465744,0.285993,0.061983,0.141498,TUMORLU
0.229513,0.099746,0.958880,0.965151,0.052549,0.941355,TUMORLU
0.460967,0.589496,0.251700,0.131293,0.059019,0.050588,TUMORLU
0.215417,0.091862,0.964938,0.970467,0.105059,0.950187,TUMORLU
0.326743,0.485717,0.319719,0.175657,0.071495,0.073188,TUMORLU
0.154164,0.062810,0.978061,0.982360,0.020113,0.970098,TUMORLU
0.149926,0.328202,0.431406,0.243550,0.066649,0.113187,TUMORLU
0.134925,0.064553,0.970574,0.974710,0.095304,0.957268,TUMORLU
