@RELATION GLCM_LCP

@ATTRIBUTE glcm_contrast NUMERIC
@ATTRIBUTE glcm_dissimilarity NUMERIC
@ATTRIBUTE glcm_homogeneity NUMERIC
@ATTRIBUTE glcm_energy NUMERIC
@ATTRIBUTE glcm_correlation NUMERIC
@ATTRIBUTE glcm_ASM NUMERIC
@ATTRIBUTE lcp_mean NUMERIC
@ATTRIBUTE lcp_std NUMERIC
@ATTRIBUTE lcp_energy NUMERIC
@ATTRIBUTE lcp_entropy NUMERIC
@ATTRIBUTE class {BASLANGIC,NORMAL,TUMORLU}

@DATA
0.135142,0.061525,0.993077,0.984572,0.616637,0.972223,0.065756,0.368832,0.128580,0.001165,BASLANGIC
0.155579,0.705689,0.240040,0.043685,0.823996,0.009858,0.709445,0.320787,0.216254,0.780405,BASLANGIC
0.242438,0.114067,0.986256,0.954374,0.772278,0.918975,0.123662,0.500913,0.238900,0.003389,BASLANGIC
0.106189,0.593108,0.311031,0.046097,0.845320,0.010459,0.593978,0.235413,0.135917,0.728069,BASLANGIC
0.280512,0.127098,0.985452,0.941059,0.797868,0.895968,0.141785,0.539557,0.277745,0.002438,BASLANGIC
0.226849,0.886175,0.106772,0.020688,0.699077,0.004316,0.885576,0.348511,0.300504,0.907106,BASLANGIC
0.149841,0.072247,0.990576,0.979405,0.679973,0.963008,0.077835,0.396874,0.149125,0.002587,BASLANGIC
0.103867,0.569394,0.337112,0.044240,0.867458,0.009951,0.577094,0.242768,0.134510,0.709318,BASLANGIC
0.130377,0.059002,0.993338,0.984896,0.622283,0.972804,0.064426,0.364939,0.125860,0.001377,BASLANGIC
0.173857,0.754618,0.207666,0.035701,0.784628,0.007802,0.759001,0.339843,0.245375,0.806547,BASLANGIC
0.189333,0.085977,0.990289,0.970406,0.727795,0.947060,0.096578,0.446487,0.189134,0.001641,BASLANGIC
0.164511,0.694206,0.243310,0.072022,0.579376,0.017930,0.686043,0.287315,0.189398,0.787654,BASLANGIC
0.154797,0.070457,0.991623,0.979189,0.677061,0.962624,0.073878,0.390144,0.144016,0.001578,BASLANGIC
0.099341,0.562963,0.335616,0.039896,0.883267,0.008832,0.569777,0.238903,0.130768,0.706489,BASLANGIC
0.123934,0.058105,0.992885,0.985506,0.615835,0.973895,0.063145,0.359177,0.121909,0.001695,BASLANGIC
0.097282,0.483214,0.450961,0.154018,0.882780,0.048077,0.492095,0.270491,0.126226,0.600834,BASLANGIC
0.068994,0.031244,0.996597,0.995304,0.300535,0.991504,0.034933,0.269664,0.068473,0.000535,BASLANGIC
0.138626,0.622406,0.308073,0.087531,0.731721,0.022772,0.618984,0.273685,0.161404,0.732104,BASLANGIC
0.266536,0.117395,0.987518,0.948086,0.784357,0.908074,0.123276,0.505750,0.243443,0.001355,BASLANGIC
0.103620,0.562348,0.340603,0.042006,0.877838,0.009353,0.565240,0.249102,0.134209,0.699280,BASLANGIC
0.214041,0.099769,0.987671,0.961628,0.760211,0.931631,0.110962,0.476235,0.215581,0.002646,BASLANGIC
0.163123,0.724141,0.242748,0.053723,0.808562,0.012448,0.714731,0.303836,0.208119,0.786860,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.176136,0.720985,0.268146,0.101009,0.876207,0.027194,0.726615,0.354117,0.243213,0.761400,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.160563,0.753512,0.181045,0.026788,0.863776,0.005654,0.765385,0.309905,0.229452,0.832089,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.152452,0.772874,0.136899,0.002483,0.881114,0.000497,0.784632,0.263097,0.211403,0.876341,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.215547,0.900718,0.088014,0.008331,0.777753,0.001656,0.908315,0.330023,0.298449,0.926844,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.215293,0.871287,0.124490,0.018276,0.848385,0.003731,0.876068,0.343775,0.293444,0.893393,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.157856,0.668645,0.307553,0.151778,0.862981,0.047069,0.692160,0.341983,0.223661,0.730523,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.121530,0.489833,0.499962,0.383568,0.906067,0.191322,0.500469,0.336766,0.165939,0.524190,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.124921,0.500780,0.497114,0.399923,0.898670,0.204798,0.513040,0.337280,0.169295,0.531691,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.160646,0.749596,0.191826,0.021818,0.876398,0.004468,0.765053,0.300483,0.223939,0.833959,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.170754,0.788210,0.144482,0.011950,0.828205,0.002390,0.799869,0.295153,0.233927,0.871899,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.143578,0.760214,0.140880,0.002465,0.888489,0.000490,0.773750,0.257552,0.204660,0.870274,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.157898,0.791436,0.132050,0.000000,0.910344,0.000000,0.810725,0.274888,0.227256,0.885221,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.176655,0.746469,0.228361,0.051298,0.911632,0.011741,0.748056,0.336762,0.239495,0.794653,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.222432,0.850150,0.152632,0.015885,0.862159,0.003181,0.855723,0.358402,0.294689,0.872521,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.123106,0.572026,0.376840,0.089040,0.924170,0.023079,0.571713,0.287837,0.155461,0.668595,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.111927,0.538005,0.418167,0.232498,0.926451,0.087398,0.557343,0.296387,0.156284,0.634345,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.176682,0.729316,0.244316,0.057366,0.675787,0.013616,0.722765,0.325233,0.223487,0.784179,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.244698,0.917170,0.111303,0.049745,0.426453,0.011587,0.907960,0.351826,0.312234,0.913765,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.136497,0.603122,0.370019,0.190972,0.928947,0.065326,0.619202,0.321861,0.188370,0.670007,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.138067,0.671452,0.267690,0.044120,0.894582,0.009845,0.677258,0.285854,0.185764,0.764204,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.185602,0.834677,0.126321,0.007283,0.868193,0.001432,0.844651,0.311599,0.260808,0.888554,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.152118,0.702698,0.246905,0.058856,0.896345,0.013928,0.710184,0.302760,0.205965,0.786690,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.167456,0.774642,0.160152,0.015110,0.835243,0.003034,0.785549,0.294875,0.228371,0.858954,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.130753,0.666476,0.252861,0.079904,0.742550,0.020247,0.680489,0.276539,0.181895,0.778499,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.078537,0.486658,0.410225,0.096884,0.826690,0.025936,0.485082,0.211218,0.097824,0.632426,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.156061,0.681151,0.278382,0.078812,0.889141,0.019809,0.691314,0.316357,0.207564,0.759116,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.126580,0.570322,0.392993,0.139845,0.704188,0.042109,0.573770,0.305334,0.165753,0.653048,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.163554,0.656463,0.324924,0.117699,0.913781,0.033249,0.656677,0.325522,0.201969,0.712682,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.168739,0.629134,0.330108,0.057864,0.901779,0.013643,0.633590,0.347751,0.208913,0.710671,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.232442,0.891311,0.098066,0.020468,0.674705,0.004268,0.889739,0.343613,0.299084,0.914402,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.187886,0.814750,0.143773,0.011516,0.835385,0.002336,0.819055,0.317767,0.254314,0.871081,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.121841,0.640912,0.271477,0.016949,0.936248,0.003389,0.650378,0.269171,0.168589,0.758868,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.132767,0.624140,0.323494,0.106344,0.659947,0.029269,0.612417,0.274173,0.159731,0.716691,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.098426,0.578531,0.316774,0.092016,0.750102,0.024427,0.573723,0.225190,0.125875,0.714451,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.102320,0.529895,0.390670,0.133856,0.834130,0.039701,0.526469,0.254575,0.126722,0.648728,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.095698,0.504427,0.423370,0.222519,0.922185,0.081856,0.523794,0.261662,0.129483,0.632318,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.320999,0.851668,0.199909,0.027323,0.718002,0.005713,0.856998,0.453784,0.367845,0.826426,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.153742,0.644673,0.319044,0.098917,0.884221,0.026432,0.652100,0.317430,0.195666,0.724122,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.169938,0.702101,0.260443,0.049013,0.883965,0.011103,0.704646,0.313098,0.210070,0.777885,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.202227,0.868437,0.106001,0.011873,0.790293,0.002392,0.872492,0.314716,0.274015,0.911233,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.100885,0.531042,0.390952,0.180186,0.921524,0.060077,0.548813,0.266797,0.138414,0.657392,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.160146,0.693179,0.263565,0.053088,0.893400,0.012221,0.693707,0.300917,0.199417,0.774919,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.205435,0.876384,0.098048,0.012910,0.782594,0.002607,0.880673,0.319478,0.280259,0.914452,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.148005,0.625467,0.336979,0.104269,0.890418,0.028314,0.633097,0.313178,0.187340,0.707531,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.161205,0.684285,0.276522,0.056211,0.891272,0.013067,0.685389,0.308357,0.200937,0.762506,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.162331,0.733604,0.226366,0.031614,0.850541,0.006703,0.757275,0.329983,0.238560,0.806218,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.199653,0.858629,0.114507,0.012014,0.795685,0.002432,0.861418,0.315755,0.270060,0.902404,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.096830,0.504293,0.423338,0.213108,0.922048,0.076758,0.524594,0.263245,0.130462,0.632033,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.159227,0.676293,0.295783,0.115998,0.868021,0.032625,0.671146,0.323393,0.205246,0.733467,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.150119,0.657954,0.307597,0.117957,0.877488,0.033377,0.658478,0.314519,0.195930,0.727798,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.095584,0.492075,0.438263,0.249724,0.924535,0.097387,0.509269,0.265436,0.127778,0.611802,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.160880,0.671624,0.306128,0.117797,0.866457,0.033313,0.667866,0.326184,0.205901,0.728230,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.060450,0.406341,0.495997,0.213091,0.927206,0.076763,0.413952,0.207062,0.080976,0.551154,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.170987,0.763741,0.199705,0.027194,0.842969,0.005660,0.785869,0.332701,0.250749,0.828358,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.066800,0.417782,0.489660,0.207694,0.921034,0.073910,0.425787,0.218207,0.087786,0.558748,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.197946,0.742191,0.262095,0.052038,0.770233,0.011965,0.740806,0.354924,0.248705,0.777359,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.150571,0.626272,0.338336,0.122436,0.887732,0.035069,0.630752,0.317598,0.189249,0.701349,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.186290,0.733223,0.262832,0.051259,0.783299,0.011755,0.729359,0.343800,0.237413,0.774095,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.169452,0.709488,0.252131,0.046077,0.885559,0.010330,0.711256,0.312646,0.212032,0.784917,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.210596,0.876882,0.105549,0.014004,0.773446,0.002834,0.880635,0.322205,0.281884,0.912534,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.138728,0.610328,0.363446,0.187583,0.927669,0.063649,0.622554,0.323984,0.190645,0.671849,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.137676,0.611275,0.364203,0.187391,0.928561,0.063557,0.625955,0.320520,0.189563,0.675721,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.079432,0.480654,0.425631,0.152206,0.725772,0.047490,0.491007,0.225668,0.105119,0.624799,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.190471,0.808065,0.158247,0.015460,0.799062,0.003200,0.805111,0.309928,0.244312,0.865369,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.066607,0.412399,0.498228,0.213040,0.921254,0.076741,0.422979,0.219973,0.087944,0.554537,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.060272,0.408747,0.491025,0.207417,0.927557,0.073767,0.419145,0.209148,0.082820,0.556030,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.191849,0.736893,0.267802,0.053035,0.777137,0.012234,0.734276,0.347808,0.241724,0.774662,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.132120,0.651402,0.278498,0.045192,0.825260,0.010168,0.656582,0.277960,0.175028,0.757954,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.135067,0.633806,0.309614,0.087888,0.816382,0.022762,0.632480,0.290017,0.174055,0.724276,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.130227,0.659518,0.263080,0.082826,0.569808,0.021316,0.663369,0.268718,0.172422,0.769468,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.087187,0.481668,0.436771,0.138942,0.942078,0.041677,0.492744,0.243288,0.113273,0.615056,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.212760,0.777083,0.223538,0.055578,0.647025,0.013019,0.777706,0.366109,0.269600,0.812980,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.159595,0.747406,0.196886,0.034276,0.775952,0.007478,0.746412,0.291743,0.212381,0.826207,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.263019,0.938532,0.110924,0.024514,0.678102,0.005208,0.935951,0.378326,0.342658,0.915991,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.234942,0.884304,0.137946,0.016388,0.840746,0.003348,0.886499,0.369660,0.315134,0.884925,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.195926,0.659445,0.313737,0.087000,0.530133,0.022530,0.659979,0.350259,0.218678,0.724187,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.111315,0.605088,0.303153,0.091298,0.770121,0.023876,0.623572,0.271745,0.161768,0.729877,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.190512,0.769893,0.222145,0.030462,0.873262,0.006475,0.773853,0.350723,0.257836,0.808253,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.189832,0.840195,0.123685,0.006064,0.867691,0.001190,0.847924,0.312187,0.262470,0.891736,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.158181,0.686870,0.279069,0.054433,0.890122,0.012625,0.698072,0.325596,0.215360,0.760051,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.240455,1.000000,0.000000,0.012584,0.625677,0.002626,1.000000,0.312738,0.329666,1.000000,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.156558,0.746149,0.194756,0.026631,0.805012,0.005694,0.744381,0.278236,0.204442,0.832779,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.195437,0.811373,0.171004,0.047719,0.643103,0.010884,0.822454,0.334537,0.265899,0.858617,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.265493,0.967581,0.081176,0.023663,0.573184,0.005059,0.951689,0.356079,0.334408,0.939439,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.129369,0.593789,0.358920,0.075589,0.826185,0.018823,0.591925,0.294273,0.164571,0.685058,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.115599,0.562547,0.382634,0.176939,0.853586,0.058522,0.575317,0.290584,0.157935,0.656434,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.151359,0.692149,0.260545,0.048859,0.875399,0.011116,0.699799,0.307295,0.205074,0.772827,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.198673,0.808247,0.177581,0.039001,0.741269,0.008617,0.798309,0.341115,0.260754,0.834694,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.119905,0.583536,0.349168,0.088844,0.813806,0.023062,0.582239,0.281421,0.154927,0.686392,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.207625,0.766148,0.246695,0.063085,0.706662,0.015109,0.751199,0.367035,0.260593,0.779463,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.208165,0.885127,0.091776,0.016156,0.732117,0.003279,0.902868,0.325878,0.293552,0.927229,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.183650,0.807652,0.148976,0.019875,0.821080,0.004094,0.815756,0.314299,0.250975,0.869275,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.164367,0.800958,0.129069,0.017284,0.817672,0.003560,0.801893,0.281390,0.227259,0.877846,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.220842,0.918572,0.069499,0.004604,0.793573,0.000969,0.913216,0.319056,0.293899,0.937623,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.124311,0.588937,0.355567,0.100805,0.888961,0.027102,0.589683,0.294794,0.164228,0.680427,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.122781,0.589970,0.350345,0.093157,0.888926,0.024474,0.584610,0.291820,0.161175,0.677872,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.146153,0.683656,0.266426,0.049999,0.847916,0.011435,0.685332,0.292759,0.192128,0.768576,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.131590,0.634724,0.302653,0.077609,0.692277,0.019520,0.639497,0.285457,0.173719,0.735700,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.149568,0.667222,0.285513,0.093512,0.749117,0.024750,0.667705,0.306389,0.194109,0.751254,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.196011,0.798752,0.194067,0.016986,0.891069,0.003430,0.794582,0.342882,0.260474,0.828571,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.143736,0.708644,0.220031,0.015806,0.901244,0.003214,0.707255,0.271456,0.188123,0.805335,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.157672,0.707850,0.252098,0.082855,0.808593,0.021110,0.711923,0.314788,0.213517,0.777037,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.094031,0.519874,0.390406,0.091529,0.921280,0.023933,0.515407,0.244968,0.119480,0.643133,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.111980,0.600832,0.308147,0.039686,0.883351,0.008785,0.596724,0.241676,0.139497,0.725810,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.156122,0.706838,0.253228,0.080885,0.806499,0.020494,0.710097,0.309317,0.209698,0.778449,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.177276,0.775400,0.187651,0.004676,0.883243,0.000908,0.782576,0.305161,0.233048,0.846975,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.114750,0.568303,0.364304,0.115220,0.899853,0.032372,0.565061,0.275999,0.147403,0.670954,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.153532,0.683349,0.278910,0.079244,0.781298,0.019995,0.688894,0.319572,0.208686,0.755408,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.151441,0.701622,0.228569,0.056306,0.711058,0.013243,0.705661,0.288632,0.196607,0.801081,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.122976,0.655662,0.252760,0.071416,0.755021,0.017634,0.658855,0.252550,0.163100,0.776220,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.269814,0.754545,0.251906,0.073822,0.338882,0.018374,0.750909,0.395119,0.280559,0.788294,NORMAL
