@RELATION GLCM_FFT

@ATTRIBUTE glcm_contrast NUMERIC
@ATTRIBUTE glcm_dissimilarity NUMERIC
@ATTRIBUTE glcm_homogeneity NUMERIC
@ATTRIBUTE glcm_energy NUMERIC
@ATTRIBUTE glcm_correlation NUMERIC
@ATTRIBUTE glcm_ASM NUMERIC
@ATTRIBUTE fft_mean NUMERIC
@ATTRIBUTE fft_std NUMERIC
@ATTRIBUTE fft_max NUMERIC
@ATTRIBUTE class {BASLANGIC,NORMAL,TUMORLU}

@DATA
0.176136,0.720985,0.268146,0.101009,0.876207,0.027194,0.950458,0.959888,0.972901,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.160563,0.753512,0.181045,0.026788,0.863776,0.005654,0.944118,0.961619,0.985505,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.152452,0.772874,0.136899,0.002483,0.881114,0.000497,0.947302,0.947988,0.987250,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.215547,0.900718,0.088014,0.008331,0.777753,0.001656,0.956395,0.901016,0.985174,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.215293,0.871287,0.124490,0.018276,0.848385,0.003731,0.953994,0.927707,0.985073,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.157856,0.668645,0.307553,0.151778,0.862981,0.047069,0.950997,0.912333,0.967329,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.121530,0.489833,0.499962,0.383568,0.906067,0.191322,0.939742,0.935181,0.958011,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.124921,0.500780,0.497114,0.399923,0.898670,0.204798,0.941249,0.953208,0.957656,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.160646,0.749596,0.191826,0.021818,0.876398,0.004468,0.949108,0.950527,0.979967,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.170754,0.788210,0.144482,0.011950,0.828205,0.002390,0.949327,0.934132,0.984782,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.143578,0.760214,0.140880,0.002465,0.888489,0.000490,0.947270,0.941633,0.987423,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.157898,0.791436,0.132050,0.000000,0.910344,0.000000,0.949023,0.941408,0.984729,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.176655,0.746469,0.228361,0.051298,0.911632,0.011741,0.951660,0.911582,0.983532,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.222432,0.850150,0.152632,0.015885,0.862159,0.003181,0.954370,0.928204,0.986284,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.123106,0.572026,0.376840,0.089040,0.924170,0.023079,0.936650,0.977019,0.974369,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.111927,0.538005,0.418167,0.232498,0.926451,0.087398,0.941063,0.915131,0.965972,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.176682,0.729316,0.244316,0.057366,0.675787,0.013616,0.940529,0.961021,0.966738,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.244698,0.917170,0.111303,0.049745,0.426453,0.011587,0.949892,0.952755,0.978846,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.136497,0.603122,0.370019,0.190972,0.928947,0.065326,0.944208,0.926469,0.972048,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.138067,0.671452,0.267690,0.044120,0.894582,0.009845,0.942348,0.947533,0.979785,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.185602,0.834677,0.126321,0.007283,0.868193,0.001432,0.949832,0.935824,0.984364,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.152118,0.702698,0.246905,0.058856,0.896345,0.013928,0.944690,0.953419,0.973121,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.167456,0.774642,0.160152,0.015110,0.835243,0.003034,0.950447,0.910367,0.982991,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.130753,0.666476,0.252861,0.079904,0.742550,0.020247,0.942827,0.905813,0.971365,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.078537,0.486658,0.410225,0.096884,0.826690,0.025936,0.931143,0.916236,0.964556,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.156061,0.681151,0.278382,0.078812,0.889141,0.019809,0.944607,0.945545,0.969837,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.126580,0.570322,0.392993,0.139845,0.704188,0.042109,0.938669,0.928786,0.956633,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.163554,0.656463,0.324924,0.117699,0.913781,0.033249,0.939667,0.973996,0.973505,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.168739,0.629134,0.330108,0.057864,0.901779,0.013643,0.953596,0.825819,0.979037,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.232442,0.891311,0.098066,0.020468,0.674705,0.004268,0.951937,0.936113,0.983814,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.187886,0.814750,0.143773,0.011516,0.835385,0.002336,0.951456,0.938872,0.984336,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.121841,0.640912,0.271477,0.016949,0.936248,0.003389,0.941023,0.921084,0.986873,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.132767,0.624140,0.323494,0.106344,0.659947,0.029269,0.936968,0.950670,0.966295,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.098426,0.578531,0.316774,0.092016,0.750102,0.024427,0.933226,0.915919,0.964758,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.102320,0.529895,0.390670,0.133856,0.834130,0.039701,0.936137,0.909069,0.959919,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.095698,0.504427,0.423370,0.222519,0.922185,0.081856,0.935056,0.930473,0.962183,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.320999,0.851668,0.199909,0.027323,0.718002,0.005713,0.952328,0.931934,0.974908,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.153742,0.644673,0.319044,0.098917,0.884221,0.026432,0.941777,0.954678,0.969807,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.169938,0.702101,0.260443,0.049013,0.883965,0.011103,0.944217,0.955389,0.977643,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.202227,0.868437,0.106001,0.011873,0.790293,0.002392,0.952502,0.941684,0.982320,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.100885,0.531042,0.390952,0.180186,0.921524,0.060077,0.936251,0.916895,0.964451,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.160146,0.693179,0.263565,0.053088,0.893400,0.012221,0.943841,0.954381,0.977458,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.205435,0.876384,0.098048,0.012910,0.782594,0.002607,0.952575,0.945308,0.982169,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.148005,0.625467,0.336979,0.104269,0.890418,0.028314,0.938584,0.968745,0.970061,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.161205,0.684285,0.276522,0.056211,0.891272,0.013067,0.940755,0.962955,0.977544,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.162331,0.733604,0.226366,0.031614,0.850541,0.006703,0.949371,0.951674,0.974764,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.199653,0.858629,0.114507,0.012014,0.795685,0.002432,0.951386,0.954133,0.981572,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.096830,0.504293,0.423338,0.213108,0.922048,0.076758,0.933216,0.951981,0.963125,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.159227,0.676293,0.295783,0.115998,0.868021,0.032625,0.945116,0.942811,0.969628,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.150119,0.657954,0.307597,0.117957,0.877488,0.033377,0.945024,0.934091,0.969947,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.095584,0.492075,0.438263,0.249724,0.924535,0.097387,0.933422,0.931827,0.961572,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.160880,0.671624,0.306128,0.117797,0.866457,0.033313,0.945140,0.947685,0.969497,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.060450,0.406341,0.495997,0.213091,0.927206,0.076763,0.929780,0.900840,0.955976,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.170987,0.763741,0.199705,0.027194,0.842969,0.005660,0.952175,0.937213,0.975508,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.066800,0.417782,0.489660,0.207694,0.921034,0.073910,0.929701,0.901659,0.956568,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.197946,0.742191,0.262095,0.052038,0.770233,0.011965,0.948344,0.950307,0.975862,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.150571,0.626272,0.338336,0.122436,0.887732,0.035069,0.941062,0.952827,0.968580,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.186290,0.733223,0.262832,0.051259,0.783299,0.011755,0.947354,0.943599,0.976103,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.169452,0.709488,0.252131,0.046077,0.885559,0.010330,0.943541,0.960632,0.978221,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.210596,0.876882,0.105549,0.014004,0.773446,0.002834,0.952880,0.944688,0.982105,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.138728,0.610328,0.363446,0.187583,0.927669,0.063649,0.944356,0.935428,0.971938,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.137676,0.611275,0.364203,0.187391,0.928561,0.063557,0.944491,0.923857,0.972080,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.079432,0.480654,0.425631,0.152206,0.725772,0.047490,0.929876,0.938784,0.947332,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.190471,0.808065,0.158247,0.015460,0.799062,0.003200,0.948765,0.952056,0.988086,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.066607,0.412399,0.498228,0.213040,0.921254,0.076741,0.929948,0.903984,0.956393,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.060272,0.408747,0.491025,0.207417,0.927557,0.073767,0.930229,0.899331,0.956187,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.191849,0.736893,0.267802,0.053035,0.777137,0.012234,0.948528,0.948917,0.975754,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.132120,0.651402,0.278498,0.045192,0.825260,0.010168,0.944851,0.923199,0.978513,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.135067,0.633806,0.309614,0.087888,0.816382,0.022762,0.942775,0.907926,0.965832,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.130227,0.659518,0.263080,0.082826,0.569808,0.021316,0.939658,0.955638,0.968802,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.087187,0.481668,0.436771,0.138942,0.942078,0.041677,0.934938,0.945461,0.970044,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.212760,0.777083,0.223538,0.055578,0.647025,0.013019,0.952587,0.921846,0.986772,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.159595,0.747406,0.196886,0.034276,0.775952,0.007478,0.947527,0.924183,0.973702,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.263019,0.938532,0.110924,0.024514,0.678102,0.005208,0.956607,0.930866,0.988612,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.234942,0.884304,0.137946,0.016388,0.840746,0.003348,0.956718,0.925908,0.985298,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.195926,0.659445,0.313737,0.087000,0.530133,0.022530,0.938013,0.950148,0.967452,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.111315,0.605088,0.303153,0.091298,0.770121,0.023876,0.942399,0.910458,0.964455,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.190512,0.769893,0.222145,0.030462,0.873262,0.006475,0.950770,0.938792,0.981793,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.189832,0.840195,0.123685,0.006064,0.867691,0.001190,0.950476,0.946805,0.984573,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.158181,0.686870,0.279069,0.054433,0.890122,0.012625,0.946645,0.924473,0.978017,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.240455,1.000000,0.000000,0.012584,0.625677,0.002626,0.955304,0.931602,1.000000,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.156558,0.746149,0.194756,0.026631,0.805012,0.005694,0.946250,0.938629,0.980343,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.195437,0.811373,0.171004,0.047719,0.643103,0.010884,0.952584,0.911263,0.968011,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.265493,0.967581,0.081176,0.023663,0.573184,0.005059,0.952534,0.950611,0.982353,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.129369,0.593789,0.358920,0.075589,0.826185,0.018823,0.938580,0.945251,0.964887,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.115599,0.562547,0.382634,0.176939,0.853586,0.058522,0.940177,0.917394,0.958867,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.151359,0.692149,0.260545,0.048859,0.875399,0.011116,0.945952,0.916920,0.978810,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.198673,0.808247,0.177581,0.039001,0.741269,0.008617,0.950172,0.945972,0.973671,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.119905,0.583536,0.349168,0.088844,0.813806,0.023062,0.943473,0.954272,0.966912,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.207625,0.766148,0.246695,0.063085,0.706662,0.015109,0.950787,0.949365,0.971819,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.208165,0.885127,0.091776,0.016156,0.732117,0.003279,0.955608,0.919352,0.986480,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.183650,0.807652,0.148976,0.019875,0.821080,0.004094,0.950933,0.922165,0.981035,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.164367,0.800958,0.129069,0.017284,0.817672,0.003560,0.950386,0.921530,0.990641,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.220842,0.918572,0.069499,0.004604,0.793573,0.000969,0.952914,0.936001,0.984667,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.124311,0.588937,0.355567,0.100805,0.888961,0.027102,0.944761,0.920888,0.974602,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.122781,0.589970,0.350345,0.093157,0.888926,0.024474,0.943874,0.932030,0.974421,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.146153,0.683656,0.266426,0.049999,0.847916,0.011435,0.943245,0.934856,0.977777,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.131590,0.634724,0.302653,0.077609,0.692277,0.019520,0.944065,0.910743,0.966034,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.149568,0.667222,0.285513,0.093512,0.749117,0.024750,0.945170,0.911384,0.968873,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.196011,0.798752,0.194067,0.016986,0.891069,0.003430,0.948525,0.956433,0.986022,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.143736,0.708644,0.220031,0.015806,0.901244,0.003214,0.941139,0.962763,0.984434,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.157672,0.707850,0.252098,0.082855,0.808593,0.021110,0.949173,0.928813,0.971372,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.094031,0.519874,0.390406,0.091529,0.921280,0.023933,0.937396,0.924471,0.974448,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.111980,0.600832,0.308147,0.039686,0.883351,0.008785,0.940808,0.940630,0.981757,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.156122,0.706838,0.253228,0.080885,0.806499,0.020494,0.947055,0.938837,0.971245,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.177276,0.775400,0.187651,0.004676,0.883243,0.000908,0.947945,0.943188,0.989329,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.114750,0.568303,0.364304,0.115220,0.899853,0.032372,0.938000,0.945344,0.971500,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.153532,0.683349,0.278910,0.079244,0.781298,0.019995,0.945530,0.937306,0.970537,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.151441,0.701622,0.228569,0.056306,0.711058,0.013243,0.944446,0.914779,0.978273,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.122976,0.655662,0.252760,0.071416,0.755021,0.017634,0.942330,0.906269,0.976170,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.269814,0.754545,0.251906,0.073822,0.338882,0.018374,0.946601,0.925427,0.969134,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.183487,0.806134,0.157444,0.068547,0.479279,0.016887,0.949497,0.897223,0.975495,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.154529,0.640950,0.347620,0.172093,0.827360,0.056284,0.945222,0.945196,0.955837,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.193490,0.818625,0.150833,0.022095,0.738055,0.004613,0.950733,0.946766,0.990755,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.135868,0.702662,0.211012,0.032550,0.805472,0.007018,0.945604,0.924608,0.993121,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.214548,0.786997,0.219269,0.078886,0.453040,0.020054,0.947846,0.955133,0.964966,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.156659,0.653076,0.323947,0.115924,0.917598,0.032582,0.939132,0.977924,0.973926,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.181417,0.800619,0.153336,0.012869,0.839079,0.002607,0.950998,0.931973,0.984000,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.171745,0.638945,0.325983,0.054348,0.899978,0.012656,0.952555,0.850452,0.979418,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.171748,0.784396,0.157173,0.013380,0.835153,0.002674,0.947483,0.954627,0.983595,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.125790,0.577350,0.380139,0.135018,0.704979,0.040126,0.939749,0.919662,0.957014,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.078765,0.501197,0.391049,0.094349,0.827268,0.025079,0.932389,0.904997,0.964642,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.139613,0.679778,0.259907,0.040492,0.893290,0.008910,0.944146,0.934573,0.980064,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.158829,0.686474,0.277816,0.074727,0.880463,0.018523,0.944068,0.955098,0.969661,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.243658,0.901633,0.101806,0.020520,0.664816,0.004278,0.949887,0.967550,0.984067,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,NORMAL
0.814185,0.400152,0.948275,0.694149,0.874033,0.521561,0.992656,0.783021,0.978443,TUMORLU
0.130280,0.696160,0.197648,0.019111,0.892250,0.003892,0.950124,0.898948,0.983891,TUMORLU
0.803619,0.382274,0.951282,0.694416,0.876141,0.521906,0.995937,0.766855,0.978616,TUMORLU
0.053543,0.377877,0.517061,0.110736,0.968679,0.030681,0.925750,0.902625,0.981035,TUMORLU
0.330837,0.162819,0.977588,0.928188,0.797980,0.874003,0.975181,0.781164,0.922645,TUMORLU
0.085175,0.469004,0.443088,0.118441,0.954296,0.033555,0.929811,0.938943,0.982765,TUMORLU
0.381735,0.184905,0.976258,0.919107,0.794303,0.858667,0.975401,0.808482,0.926951,TUMORLU
0.088197,0.475338,0.439152,0.120764,0.952944,0.034441,0.934692,0.913672,0.982644,TUMORLU
0.350887,0.165691,0.979542,0.931596,0.776440,0.879791,0.977284,0.781599,0.921113,TUMORLU
0.090999,0.491541,0.418515,0.105247,0.951078,0.028683,0.936030,0.904277,0.981595,TUMORLU
0.384654,0.178100,0.978785,0.928741,0.766628,0.874941,0.979897,0.766895,0.922742,TUMORLU
0.086216,0.484105,0.425873,0.109129,0.954519,0.030089,0.933450,0.921739,0.982137,TUMORLU
0.294912,0.142385,0.980868,0.940221,0.785576,0.894531,0.972479,0.781066,0.916622,TUMORLU
0.075328,0.479510,0.412155,0.098892,0.960214,0.026448,0.931439,0.928123,0.981690,TUMORLU
0.331914,0.157215,0.980173,0.934695,0.779433,0.885074,0.977314,0.763385,0.919662,TUMORLU
0.090356,0.493573,0.415893,0.107736,0.952732,0.029586,0.932074,0.915419,0.981468,TUMORLU
0.274385,0.136774,0.981687,0.937886,0.809365,0.890528,0.972622,0.774890,0.918194,TUMORLU
0.254146,0.904836,0.131096,0.021753,0.709850,0.004527,0.958638,0.909568,0.978270,TUMORLU
