@RELATION HOG

@ATTRIBUTE hog_mean NUMERIC
@ATTRIBUTE hog_std NUMERIC
@ATTRIBUTE hog_skew NUMERIC
@ATTRIBUTE hog_kurtosis NUMERIC
@ATTRIBUTE class {BASLANGIC,NORMAL,TUMORLU}

@DATA
0.208931,0.740826,0.399287,0.166251,TUMORLU
0.930926,0.661880,0.041025,0.002602,TUMORLU
0.210252,0.700974,0.363739,0.131858,TUMORLU
0.932008,0.660200,0.034387,0.002476,TUMORLU
0.187825,0.687586,0.444297,0.218088,TUMORLU
0.954206,0.624290,0.022586,0.000723,TUMORLU
0.215579,0.738725,0.399561,0.172546,TUMORLU
0.955775,0.621641,0.032321,0.001794,TUMORLU
0.149923,0.610885,0.479188,0.248799,TUMORLU
0.955665,0.621827,0.025741,0.001177,TUMORLU
0.201461,0.743102,0.460486,0.230700,TUMORLU
0.948891,0.633152,0.031008,0.001196,TUMORLU
0.173483,0.691725,0.446856,0.196842,TUMORLU
0.929015,0.664832,0.040750,0.001620,TUMORLU
0.124932,0.543575,0.459244,0.184914,TUMORLU
0.960465,0.613626,0.030611,0.001826,TUMORLU
0.233558,0.751826,0.372685,0.154082,TUMORLU
0.926053,0.669368,0.050687,0.002807,TUMORLU
0.155896,0.609235,0.464882,0.241081,TUMORLU
0.943553,0.641880,0.033887,0.000617,TUMORLU
0.223619,0.755148,0.355535,0.124297,TUMORLU
0.890417,0.720671,0.054604,0.001739,TUMORLU
0.314630,0.878693,0.288787,0.080238,TUMORLU
0.921758,0.675868,0.054393,0.003057,TUMORLU
0.385853,0.971872,0.258286,0.065887,TUMORLU
0.970973,0.595129,0.036333,0.003098,TUMORLU
0.390821,0.893400,0.216446,0.040024,TUMORLU
0.949895,0.631492,0.030891,0.000874,TUMORLU
0.192485,0.706574,0.369322,0.127680,TUMORLU
0.949686,0.631838,0.018103,0.000716,TUMORLU
0.181155,0.624671,0.378405,0.150300,TUMORLU
0.940944,0.646085,0.039054,0.001994,TUMORLU
0.329866,0.920086,0.284074,0.077078,TUMORLU
0.959509,0.615271,0.019225,0.000408,TUMORLU
0.325645,0.874261,0.253001,0.053528,TUMORLU
0.895204,0.714107,0.044490,0.002124,TUMORLU
0.267459,0.758259,0.266829,0.057762,TUMORLU
0.963593,0.608199,0.023448,0.001875,TUMORLU
0.383525,0.864603,0.215950,0.042360,TUMORLU
0.944569,0.640232,0.033213,0.003202,TUMORLU
0.454598,0.997288,0.244587,0.069300,TUMORLU
0.962615,0.609903,0.015684,0.000847,TUMORLU
0.427044,0.952706,0.224408,0.049376,TUMORLU
0.938083,0.650652,0.026290,0.001487,TUMORLU
0.484783,0.966914,0.194966,0.039527,TUMORLU
0.954173,0.624346,0.022608,0.001062,TUMORLU
0.134049,0.541177,0.401652,0.135263,TUMORLU
0.934821,0.655804,0.040976,0.002600,TUMORLU
0.130245,0.592308,0.537283,0.301289,TUMORLU
0.957011,0.619543,0.028971,0.003257,TUMORLU
0.121639,0.569906,0.515795,0.265029,TUMORLU
0.956061,0.621156,0.024177,0.001002,TUMORLU
0.339435,0.868464,0.257131,0.062549,TUMORLU
0.928450,0.665700,0.036323,0.003701,TUMORLU
0.402239,0.949677,0.233284,0.052147,TUMORLU
0.948775,0.633344,0.031395,0.002128,TUMORLU
0.442129,0.989180,0.222846,0.046596,TUMORLU
0.932300,0.659746,0.020318,0.000639,TUMORLU
0.364154,0.889898,0.273076,0.083303,TUMORLU
0.935445,0.654824,0.044893,0.002665,TUMORLU
0.449566,0.956202,0.214349,0.048279,TUMORLU
0.885964,0.726690,0.053437,0.001675,TUMORLU
0.167277,0.605901,0.360570,0.110246,TUMORLU
0.963120,0.609025,0.020153,0.001108,TUMORLU
0.246998,0.727807,0.289940,0.072029,TUMORLU
0.918522,0.680704,0.038693,0.003045,TUMORLU
0.229680,0.771781,0.379585,0.151306,TUMORLU
0.936587,0.653023,0.025579,0.001223,TUMORLU
0.286670,0.805296,0.277432,0.072522,TUMORLU
0.954412,0.623944,0.036501,0.002155,TUMORLU
0.143808,0.612502,0.499331,0.267936,TUMORLU
0.964844,0.606010,0.023786,0.001328,TUMORLU
0.263790,0.848072,0.358667,0.131572,TUMORLU
0.948571,0.633681,0.036532,0.001576,TUMORLU
0.285275,0.805841,0.289047,0.081155,TUMORLU
0.967173,0.601906,0.021326,0.001844,TUMORLU
0.212678,0.679566,0.310435,0.081238,TUMORLU
0.966668,0.602800,0.026548,0.001920,TUMORLU
0.299649,0.834845,0.321647,0.117338,TUMORLU
0.918851,0.680214,0.035356,0.001984,TUMORLU
0.326295,0.857579,0.276990,0.077730,TUMORLU
0.930263,0.662906,0.035442,0.001895,TUMORLU
0.132073,0.615407,0.547501,0.305227,TUMORLU
0.982732,0.573471,0.015722,0.001241,TUMORLU
0.291282,0.785583,0.264790,0.059355,TUMORLU
0.978130,0.582074,0.021643,0.001174,TUMORLU
0.206310,0.660549,0.348816,0.126441,TUMORLU
0.934244,0.656710,0.043045,0.003316,TUMORLU
0.343015,0.883155,0.267880,0.073152,TUMORLU
0.891014,0.719857,0.061566,0.005069,TUMORLU
0.148815,0.611183,0.440369,0.182225,TUMORLU
0.977936,0.582432,0.019915,0.001788,TUMORLU
0.194141,0.642860,0.357450,0.115295,TUMORLU
0.964941,0.605841,0.016464,0.001475,TUMORLU
0.243054,0.709512,0.312111,0.101120,TUMORLU
0.973404,0.590738,0.018844,0.000839,TUMORLU
0.216313,0.678301,0.349071,0.130057,TUMORLU
0.966280,0.603485,0.022225,0.001043,TUMORLU
0.267489,0.758247,0.305827,0.093364,TUMORLU
0.937060,0.652275,0.033974,0.000922,TUMORLU
0.053193,0.409181,0.864823,0.741833,TUMORLU
0.212940,0.758541,0.398572,0.162373,TUMORLU
0.957350,0.618964,0.027762,0.001210,TUMORLU
0.214979,0.678768,0.341629,0.119206,TUMORLU
0.921317,0.676529,0.037702,0.001485,TUMORLU
0.132329,0.567276,0.492828,0.254785,TUMORLU
0.969469,0.597823,0.020642,0.001470,TUMORLU
0.246884,0.765907,0.349772,0.134661,TUMORLU
0.971869,0.593516,0.015907,0.000894,TUMORLU
0.213930,0.699747,0.329206,0.095954,TUMORLU
0.929022,0.664820,0.031300,0.001063,TUMORLU
0.318588,0.860765,0.287139,0.088988,TUMORLU
0.959069,0.616027,0.022138,0.002304,TUMORLU
0.399087,0.936079,0.238810,0.058529,TUMORLU
0.943463,0.642025,0.034966,0.004009,TUMORLU
0.336145,0.819393,0.229717,0.045317,TUMORLU
0.914162,0.687140,0.056682,0.005911,TUMORLU
0.169986,0.671850,0.471017,0.237079,TUMORLU
0.998662,0.542308,0.005157,0.001802,TUMORLU
0.339485,0.868442,0.295717,0.101007,TUMORLU
0.954840,0.623221,0.022703,0.000994,TUMORLU
0.338127,0.885229,0.263957,0.065680,TUMORLU
0.943221,0.642417,0.028845,0.002330,TUMORLU
0.226400,0.754235,0.404742,0.175582,TUMORLU
0.967341,0.601609,0.019650,0.001656,TUMORLU
0.169514,0.628260,0.445890,0.225838,TUMORLU
0.940704,0.646470,0.045185,0.003512,TUMORLU
0.194873,0.642616,0.351398,0.128739,TUMORLU
0.964651,0.606348,0.026881,0.002773,TUMORLU
0.194036,0.685684,0.417088,0.189903,TUMORLU
0.970739,0.595549,0.025174,0.001708,TUMORLU
0.353861,0.955907,0.270896,0.068421,TUMORLU
0.942446,0.643670,0.019528,0.001552,TUMORLU
0.270657,0.775554,0.292006,0.074772,TUMORLU
0.922552,0.674673,0.024813,0.001288,TUMORLU
0.216669,0.718868,0.371813,0.147019,TUMORLU
0.923826,0.672750,0.040158,0.001770,TUMORLU
0.444076,0.944089,0.215398,0.048276,TUMORLU
0.931231,0.661407,0.031226,0.001147,TUMORLU
0.430058,0.966037,0.203691,0.033185,TUMORLU
0.924490,0.671744,0.047156,0.003351,TUMORLU
0.148469,0.562858,0.379306,0.124829,TUMORLU
0.918132,0.681284,0.054264,0.003397,TUMORLU
0.143016,0.564411,0.394556,0.132357,TUMORLU
0.965199,0.605387,0.015221,0.001792,TUMORLU
0.217531,0.757105,0.361297,0.122343,TUMORLU
0.932781,0.658996,0.027202,0.001456,TUMORLU
0.304724,0.779945,0.236424,0.044055,TUMORLU
0.972344,0.592657,0.018659,0.001166,TUMORLU
0.196978,0.705209,0.363418,0.114938,TUMORLU
0.975775,0.586413,0.030522,0.001740,TUMORLU
0.211560,0.720542,0.358798,0.123050,TUMORLU
0.981107,0.576527,0.022982,0.001461,TUMORLU
0.294080,0.819869,0.269393,0.061485,TUMORLU
0.937084,0.652236,0.027450,0.000294,TUMORLU
0.208762,0.701464,0.400099,0.182354,TUMORLU
0.957986,0.617880,0.028753,0.000815,TUMORLU
0.196744,0.705281,0.345710,0.099015,TUMORLU
0.866105,0.752603,0.054929,0.005903,TUMORLU
0.322865,0.825255,0.263875,0.069066,TUMORLU
0.945961,0.637964,0.019964,0.000000,TUMORLU
0.180700,0.709994,0.423604,0.169778,TUMORLU
0.924576,0.671613,0.044264,0.001817,TUMORLU
0.236194,0.769612,0.350729,0.118364,TUMORLU
0.951888,0.628176,0.032399,0.002033,TUMORLU
0.330088,0.904418,0.280472,0.076395,TUMORLU
0.953194,0.625991,0.037602,0.002726,TUMORLU
0.390043,0.984571,0.253252,0.059952,TUMORLU
0.879291,0.735565,0.044534,0.002618,TUMORLU
0.167877,0.650956,0.411354,0.166163,TUMORLU
0.950696,0.630162,0.030820,0.000932,TUMORLU
0.193793,0.706180,0.379927,0.134898,TUMORLU
0.942804,0.643091,0.028358,0.002007,TUMORLU
0.391194,0.924495,0.259870,0.073864,TUMORLU
0.920409,0.677890,0.038511,0.001379,TUMORLU
0.279575,0.825441,0.318596,0.102043,TUMORLU
0.925380,0.670392,0.043497,0.001835,TUMORLU
0.333426,0.871025,0.277320,0.080619,TUMORLU
0.889050,0.722526,0.055556,0.002081,TUMORLU
0.200309,0.704174,0.411669,0.178572,TUMORLU
0.943246,0.642377,0.031902,0.001155,TUMORLU
0.263574,0.831220,0.310449,0.082302,TUMORLU
0.945599,0.638555,0.027028,0.000661,TUMORLU
0.378718,0.914794,0.228269,0.047223,TUMORLU
0.929967,0.663364,0.033128,0.001807,TUMORLU
0.252274,0.817877,0.349678,0.119465,TUMORLU
0.945190,0.639222,0.030017,0.001738,TUMORLU
0.290284,0.821358,0.287142,0.077164,TUMORLU
0.940592,0.646651,0.034813,0.002634,TUMORLU
0.281932,0.824557,0.312549,0.099540,TUMORLU
0.961823,0.611278,0.017725,0.001419,TUMORLU
0.172075,0.627492,0.398717,0.162236,TUMORLU
0.939394,0.648566,0.032367,0.001566,TUMORLU
0.195689,0.664099,0.347537,0.106191,TUMORLU
0.918824,0.680254,0.057838,0.005592,TUMORLU
0.216425,0.698901,0.345249,0.120320,TUMORLU
0.947918,0.634756,0.032147,0.002684,TUMORLU
0.366810,0.804772,0.194118,0.029136,TUMORLU
0.929647,0.663857,0.028129,0.000592,TUMORLU
0.326500,0.905852,0.311549,0.103538,TUMORLU
0.915772,0.684774,0.045477,0.002956,TUMORLU
0.384706,0.927489,0.247662,0.064955,TUMORLU
0.944243,0.640762,0.023623,0.000742,TUMORLU
0.398988,0.936125,0.246066,0.061355,TUMORLU
0.965549,0.604772,0.034602,0.002512,TUMORLU
0.073402,0.405723,0.577797,0.301360,TUMORLU
0.962829,0.609530,0.030502,0.001481,TUMORLU
0.251176,0.706389,0.294797,0.090850,TUMORLU
0.957383,0.618908,0.036385,0.002397,TUMORLU
0.328323,0.822879,0.242709,0.050475,TUMORLU
0.964551,0.606523,0.029737,0.001761,TUMORLU
0.301746,0.850883,0.296438,0.092109,TUMORLU
0.942365,0.643800,0.028541,0.000766,TUMORLU
0.224391,0.716253,0.312361,0.082003,TUMORLU
0.920155,0.678269,0.055843,0.003264,TUMORLU
0.161712,0.652673,0.442921,0.190936,TUMORLU
0.919163,0.679750,0.055001,0.003387,TUMORLU
0.378440,0.945478,0.251167,0.060083,TUMORLU
0.932220,0.659871,0.044855,0.002104,TUMORLU
0.087650,0.467902,0.550153,0.263023,TUMORLU
0.969002,0.598658,0.022984,0.001883,TUMORLU
0.219582,0.697816,0.316102,0.085601,TUMORLU
0.916854,0.683176,0.046287,0.001817,TUMORLU
0.330775,0.904142,0.287591,0.078606,TUMORLU
0.950547,0.630410,0.021143,0.000591,TUMORLU
0.269283,0.776081,0.343260,0.134190,TUMORLU
0.957077,0.619430,0.019481,0.000900,TUMORLU
0.097300,0.465796,0.514433,0.252445,TUMORLU
0.948936,0.633078,0.022474,0.000630,TUMORLU
0.194727,0.620156,0.315020,0.085199,TUMORLU
0.956537,0.620348,0.027051,0.000776,TUMORLU
0.249636,0.835947,0.357845,0.124733,TUMORLU
0.964437,0.606723,0.024677,0.001437,TUMORLU
0.257050,0.833467,0.375449,0.146523,TUMORLU
0.924328,0.671990,0.046502,0.002511,TUMORLU
0.283805,0.823849,0.276760,0.063371,TUMORLU
0.946431,0.637195,0.035467,0.002950,TUMORLU
0.109643,0.572581,0.621396,0.398913,TUMORLU
0.935608,0.654566,0.046478,0.003487,TUMORLU
0.315400,0.940886,0.327697,0.107836,TUMORLU
0.903567,0.702407,0.060559,0.003792,TUMORLU
0.312392,0.895585,0.280635,0.069998,TUMORLU
0.823582,0.803471,0.080009,0.008013,TUMORLU
0.301938,0.867352,0.272167,0.061878,TUMORLU
0.931696,0.660686,0.040642,0.001304,TUMORLU
0.156451,0.631982,0.404697,0.139863,TUMORLU
0.897973,0.710267,0.065425,0.004830,TUMORLU
0.216029,0.757578,0.365316,0.123997,TUMORLU
