@RELATION GLCM_STAT

@ATTRIBUTE glcm_contrast NUMERIC
@ATTRIBUTE glcm_dissimilarity NUMERIC
@ATTRIBUTE glcm_homogeneity NUMERIC
@ATTRIBUTE glcm_energy NUMERIC
@ATTRIBUTE glcm_correlation NUMERIC
@ATTRIBUTE glcm_ASM NUMERIC
@ATTRIBUTE stat_skew NUMERIC
@ATTRIBUTE stat_kurtosis NUMERIC
@ATTRIBUTE stat_mean NUMERIC
@ATTRIBUTE stat_std NUMERIC
@ATTRIBUTE class {BASLANGIC,NORMAL,TUMORLU}

@DATA
0.135142,0.061525,0.993077,0.984572,0.616637,0.972223,0.384808,0.139717,0.018640,0.221221,BASLANGIC
0.155579,0.705689,0.240040,0.043685,0.823996,0.009858,0.048101,0.003983,0.459395,0.341878,BASLANGIC
0.242438,0.114067,0.986256,0.954374,0.772278,0.918975,0.217047,0.041478,0.057813,0.384560,BASLANGIC
0.106189,0.593108,0.311031,0.046097,0.845320,0.010459,0.011251,0.002609,0.594740,0.306771,BASLANGIC
0.280512,0.127098,0.985452,0.941059,0.797868,0.895968,0.187793,0.030243,0.076097,0.439130,BASLANGIC
0.226849,0.886175,0.106772,0.020688,0.699077,0.004316,0.028570,0.002755,0.646808,0.315190,BASLANGIC
0.149841,0.072247,0.990576,0.979405,0.679973,0.963008,0.332404,0.102887,0.024966,0.254863,BASLANGIC
0.103867,0.569394,0.337112,0.044240,0.867458,0.009951,0.018530,0.002628,0.574209,0.327646,BASLANGIC
0.130377,0.059002,0.993338,0.984896,0.622283,0.972804,0.389334,0.143137,0.018257,0.218930,BASLANGIC
0.173857,0.754618,0.207666,0.035701,0.784628,0.007802,0.027568,0.002620,0.479461,0.327541,BASLANGIC
0.189333,0.085977,0.990289,0.970406,0.727795,0.947060,0.272145,0.067328,0.037180,0.310848,BASLANGIC
0.164511,0.694206,0.243310,0.072022,0.579376,0.017930,0.049465,0.005036,0.421254,0.232472,BASLANGIC
0.154797,0.070457,0.991623,0.979189,0.677061,0.962624,0.329499,0.100893,0.025442,0.257930,BASLANGIC
0.099341,0.562963,0.335616,0.039896,0.883267,0.008832,0.023830,0.002519,0.554721,0.341669,BASLANGIC
0.123934,0.058105,0.992885,0.985506,0.615835,0.973895,0.401447,0.152715,0.017119,0.211628,BASLANGIC
0.097282,0.483214,0.450961,0.154018,0.882780,0.048077,0.049518,0.003262,0.332615,0.331533,BASLANGIC
0.068994,0.031244,0.996597,0.995304,0.300535,0.991504,0.725381,0.517744,0.005197,0.117019,BASLANGIC
0.138626,0.622406,0.308073,0.087531,0.731721,0.022772,0.062693,0.005686,0.347469,0.266354,BASLANGIC
0.266536,0.117395,0.987518,0.948086,0.784357,0.908074,0.200467,0.034867,0.067246,0.414376,BASLANGIC
0.103620,0.562348,0.340603,0.042006,0.877838,0.009353,0.024548,0.002161,0.516290,0.339379,BASLANGIC
0.214041,0.099769,0.987671,0.961628,0.760211,0.931631,0.238700,0.050886,0.048119,0.352126,BASLANGIC
0.163123,0.724141,0.242748,0.053723,0.808562,0.012448,0.030241,0.001819,0.475841,0.337168,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.176136,0.720985,0.268146,0.101009,0.876207,0.027194,0.048080,0.002707,0.432287,0.435460,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.160563,0.753512,0.181045,0.026788,0.863776,0.005654,0.051508,0.003931,0.638519,0.400709,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.152452,0.772874,0.136899,0.002483,0.881114,0.000497,0.011523,0.002160,0.673956,0.414313,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.215547,0.900718,0.088014,0.008331,0.777753,0.001656,0.027504,0.002316,0.632024,0.361227,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.215293,0.871287,0.124490,0.018276,0.848385,0.003731,0.012223,0.001608,0.630044,0.437132,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.157856,0.668645,0.307553,0.151778,0.862981,0.047069,0.036740,0.002409,0.363816,0.398003,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.121530,0.489833,0.499962,0.383568,0.906067,0.191322,0.053435,0.002673,0.272667,0.422735,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.124921,0.500780,0.497114,0.399923,0.898670,0.204798,0.053574,0.002837,0.269688,0.414295,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.160646,0.749596,0.191826,0.021818,0.876398,0.004468,0.013820,0.001767,0.537955,0.418167,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.170754,0.788210,0.144482,0.011950,0.828205,0.002390,0.027622,0.002346,0.624395,0.366191,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.143578,0.760214,0.140880,0.002465,0.888489,0.000490,0.011112,0.002086,0.677567,0.415485,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.157898,0.791436,0.132050,0.000000,0.910344,0.000000,0.016910,0.001280,0.623365,0.485152,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.176655,0.746469,0.228361,0.051298,0.911632,0.011741,0.021240,0.001083,0.600693,0.515616,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.222432,0.850150,0.152632,0.015885,0.862159,0.003181,0.024710,0.001925,0.654110,0.464487,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.123106,0.572026,0.376840,0.089040,0.924170,0.023079,0.028799,0.001219,0.452373,0.466079,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.111927,0.538005,0.418167,0.232498,0.926451,0.087398,0.041677,0.001592,0.348851,0.453570,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.176682,0.729316,0.244316,0.057366,0.675787,0.013616,0.037307,0.002793,0.357216,0.268517,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.244698,0.917170,0.111303,0.049745,0.426453,0.011587,0.040989,0.003163,0.519601,0.237823,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.136497,0.603122,0.370019,0.190972,0.928947,0.065326,0.032467,0.001308,0.421028,0.508880,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.138067,0.671452,0.267690,0.044120,0.894582,0.009845,0.018742,0.001551,0.534934,0.418132,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.185602,0.834677,0.126321,0.007283,0.868193,0.001432,0.017980,0.001807,0.616365,0.433993,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.152118,0.702698,0.246905,0.058856,0.896345,0.013928,0.046878,0.002112,0.435239,0.443871,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.167456,0.774642,0.160152,0.015110,0.835243,0.003034,0.015776,0.002047,0.590724,0.369405,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.130753,0.666476,0.252861,0.079904,0.742550,0.020247,0.049606,0.003397,0.412216,0.258674,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.078537,0.486658,0.410225,0.096884,0.826690,0.025936,0.049153,0.004127,0.333893,0.245056,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.156061,0.681151,0.278382,0.078812,0.889141,0.019809,0.041723,0.002080,0.393173,0.437141,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.126580,0.570322,0.392993,0.139845,0.704188,0.042109,0.055131,0.004425,0.261287,0.238631,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.163554,0.656463,0.324924,0.117699,0.913781,0.033249,0.038863,0.001915,0.440435,0.505510,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.168739,0.629134,0.330108,0.057864,0.901779,0.013643,0.035634,0.001492,0.522694,0.478542,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.232442,0.891311,0.098066,0.020468,0.674705,0.004268,0.024441,0.002925,0.605971,0.310252,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.187886,0.814750,0.143773,0.011516,0.835385,0.002336,0.030734,0.002093,0.615839,0.390913,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.121841,0.640912,0.271477,0.016949,0.936248,0.003389,0.011890,0.001182,0.666132,0.505727,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.132767,0.624140,0.323494,0.106344,0.659947,0.029269,0.048306,0.003657,0.352354,0.226895,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.098426,0.578531,0.316774,0.092016,0.750102,0.024427,0.054953,0.005033,0.335988,0.227781,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.102320,0.529895,0.390670,0.133856,0.834130,0.039701,0.053419,0.003222,0.289260,0.285252,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.095698,0.504427,0.423370,0.222519,0.922185,0.081856,0.046809,0.002307,0.310247,0.410071,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.320999,0.851668,0.199909,0.027323,0.718002,0.005713,0.031921,0.002215,0.459980,0.390717,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.153742,0.644673,0.319044,0.098917,0.884221,0.026432,0.035434,0.001834,0.392809,0.424152,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.169938,0.702101,0.260443,0.049013,0.883965,0.011103,0.021493,0.001645,0.500610,0.443729,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.202227,0.868437,0.106001,0.011873,0.790293,0.002392,0.025392,0.002131,0.578591,0.360477,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.100885,0.531042,0.390952,0.180186,0.921524,0.060077,0.044781,0.002273,0.332812,0.418536,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.160146,0.693179,0.263565,0.053088,0.893400,0.012221,0.021955,0.001587,0.497759,0.450266,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.205435,0.876384,0.098048,0.012910,0.782594,0.002607,0.026180,0.002220,0.575891,0.357431,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.148005,0.625467,0.336979,0.104269,0.890418,0.028314,0.034616,0.001744,0.395914,0.427163,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.161205,0.684285,0.276522,0.056211,0.891272,0.013067,0.021521,0.001600,0.499080,0.446054,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.162331,0.733604,0.226366,0.031614,0.850541,0.006703,0.031579,0.002230,0.457945,0.382596,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.199653,0.858629,0.114507,0.012014,0.795685,0.002432,0.025021,0.002159,0.565353,0.363486,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.096830,0.504293,0.423338,0.213108,0.922048,0.076758,0.045453,0.002255,0.319428,0.411194,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.159227,0.676293,0.295783,0.115998,0.868021,0.032625,0.040001,0.002088,0.390644,0.404394,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.150119,0.657954,0.307597,0.117957,0.877488,0.033377,0.039240,0.001988,0.394522,0.406258,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.095584,0.492075,0.438263,0.249724,0.924535,0.097387,0.048999,0.002482,0.304440,0.416310,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.160880,0.671624,0.306128,0.117797,0.866457,0.033313,0.040326,0.002105,0.389063,0.403782,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.060450,0.406341,0.495997,0.213091,0.927206,0.076763,0.049255,0.002200,0.256029,0.333003,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.170987,0.763741,0.199705,0.027194,0.842969,0.005660,0.031063,0.002238,0.468614,0.383359,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.066800,0.417782,0.489660,0.207694,0.921034,0.073910,0.049040,0.002239,0.260759,0.337269,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.197946,0.742191,0.262095,0.052038,0.770233,0.011965,0.037834,0.002789,0.473765,0.340464,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.150571,0.626272,0.338336,0.122436,0.887732,0.035069,0.037060,0.001845,0.378174,0.427076,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.186290,0.733223,0.262832,0.051259,0.783299,0.011755,0.037821,0.002769,0.477315,0.340226,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.169452,0.709488,0.252131,0.046077,0.885559,0.010330,0.020718,0.001636,0.509650,0.446503,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.210596,0.876882,0.105549,0.014004,0.773446,0.002834,0.026398,0.002254,0.574757,0.354669,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.138728,0.610328,0.363446,0.187583,0.927669,0.063649,0.032915,0.001330,0.419589,0.508594,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.137676,0.611275,0.364203,0.187391,0.928561,0.063557,0.032560,0.001265,0.421440,0.510897,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.079432,0.480654,0.425631,0.152206,0.725772,0.047490,0.059120,0.005131,0.195932,0.196162,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.190471,0.808065,0.158247,0.015460,0.799062,0.003200,0.019492,0.002255,0.691612,0.355627,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.066607,0.412399,0.498228,0.213040,0.921254,0.076741,0.049515,0.002269,0.259352,0.336935,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.060272,0.408747,0.491025,0.207417,0.927557,0.073767,0.048697,0.002156,0.257703,0.333653,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.191849,0.736893,0.267802,0.053035,0.777137,0.012234,0.038279,0.002856,0.472193,0.339720,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.132120,0.651402,0.278498,0.045192,0.825260,0.010168,0.033794,0.003106,0.514272,0.318651,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.135067,0.633806,0.309614,0.087888,0.816382,0.022762,0.038576,0.002224,0.347346,0.315204,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.130227,0.659518,0.263080,0.082826,0.569808,0.021316,0.044848,0.004552,0.380781,0.199762,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.087187,0.481668,0.436771,0.138942,0.942078,0.041677,0.034574,0.001684,0.395699,0.449843,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.212760,0.777083,0.223538,0.055578,0.647025,0.013019,0.029879,0.003886,0.664062,0.284047,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.159595,0.747406,0.196886,0.034276,0.775952,0.007478,0.033752,0.003425,0.443138,0.312275,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.263019,0.938532,0.110924,0.024514,0.678102,0.005208,0.037534,0.003846,0.702979,0.329631,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.234942,0.884304,0.137946,0.016388,0.840746,0.003348,0.018197,0.001733,0.634440,0.443402,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.195926,0.659445,0.313737,0.087000,0.530133,0.022530,0.063178,0.008368,0.365198,0.244609,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.111315,0.605088,0.303153,0.091298,0.770121,0.023876,0.048113,0.003519,0.332849,0.252459,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.190512,0.769893,0.222145,0.030462,0.873262,0.006475,0.024565,0.001800,0.569221,0.448218,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.189832,0.840195,0.123685,0.006064,0.867691,0.001190,0.017632,0.001756,0.620371,0.439205,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.158181,0.686870,0.279069,0.054433,0.890122,0.012625,0.030673,0.001905,0.506449,0.437740,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.240455,1.000000,0.000000,0.012584,0.625677,0.002626,0.006702,0.002903,1.000000,0.292894,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.156558,0.746149,0.194756,0.026631,0.805012,0.005694,0.013255,0.002441,0.544254,0.326382,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.195437,0.811373,0.171004,0.047719,0.643103,0.010884,0.038166,0.003528,0.371572,0.271617,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.265493,0.967581,0.081176,0.023663,0.573184,0.005059,0.024104,0.002720,0.579178,0.289460,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.129369,0.593789,0.358920,0.075589,0.826185,0.018823,0.037012,0.002035,0.337332,0.316122,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.115599,0.562547,0.382634,0.176939,0.853586,0.058522,0.043237,0.002497,0.279993,0.326983,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.151359,0.692149,0.260545,0.048859,0.875399,0.011116,0.021038,0.001697,0.519030,0.402304,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.198673,0.808247,0.177581,0.039001,0.741269,0.008617,0.031715,0.002965,0.442712,0.320402,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.119905,0.583536,0.349168,0.088844,0.813806,0.023062,0.039676,0.003261,0.359153,0.296746,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.207625,0.766148,0.246695,0.063085,0.706662,0.015109,0.040148,0.003692,0.418047,0.308823,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.208165,0.885127,0.091776,0.016156,0.732117,0.003279,0.023436,0.002911,0.658090,0.324806,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.183650,0.807652,0.148976,0.019875,0.821080,0.004094,0.028981,0.002300,0.556023,0.372544,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.164367,0.800958,0.129069,0.017284,0.817672,0.003560,0.002221,0.002101,0.748536,0.347716,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.220842,0.918572,0.069499,0.004604,0.793573,0.000969,0.019290,0.001762,0.622176,0.379661,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.124311,0.588937,0.355567,0.100805,0.888961,0.027102,0.029074,0.001493,0.455648,0.386874,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.122781,0.589970,0.350345,0.093157,0.888926,0.024474,0.029018,0.001483,0.453100,0.384217,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.146153,0.683656,0.266426,0.049999,0.847916,0.011435,0.029722,0.002013,0.502704,0.359484,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.131590,0.634724,0.302653,0.077609,0.692277,0.019520,0.044796,0.004331,0.349523,0.237284,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.149568,0.667222,0.285513,0.093512,0.749117,0.024750,0.055852,0.003951,0.381625,0.280509,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.196011,0.798752,0.194067,0.016986,0.891069,0.003430,0.011342,0.001344,0.648819,0.490724,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.143736,0.708644,0.220031,0.015806,0.901244,0.003214,0.014365,0.001401,0.617710,0.441994,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.157672,0.707850,0.252098,0.082855,0.808593,0.021110,0.047307,0.003208,0.412308,0.334392,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.094031,0.519874,0.390406,0.091529,0.921280,0.023933,0.031007,0.001552,0.453481,0.399900,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.111980,0.600832,0.308147,0.039686,0.883351,0.008785,0.018823,0.001599,0.568589,0.359104,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.156122,0.706838,0.253228,0.080885,0.806499,0.020494,0.046594,0.003132,0.410692,0.330393,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.177276,0.775400,0.187651,0.004676,0.883243,0.000908,0.009776,0.001962,0.718735,0.450706,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.114750,0.568303,0.364304,0.115220,0.899853,0.032372,0.045824,0.002476,0.413944,0.393145,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.153532,0.683349,0.278910,0.079244,0.781298,0.019995,0.050178,0.003473,0.401788,0.309020,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.151441,0.701622,0.228569,0.056306,0.711058,0.013243,0.050149,0.004399,0.510470,0.262386,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.122976,0.655662,0.252760,0.071416,0.755021,0.017634,0.053386,0.003927,0.478303,0.257466,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.015915,0.003492,0.000000,0.000000,NORMAL
0.269814,0.754545,0.251906,0.073822,0.338882,0.018374,0.078767,0.012287,0.384712,0.244731,NORMAL
