@RELATION GLCM_SOFTHIST

@ATTRIBUTE glcm_contrast NUMERIC
@ATTRIBUTE glcm_dissimilarity NUMERIC
@ATTRIBUTE glcm_homogeneity NUMERIC
@ATTRIBUTE glcm_energy NUMERIC
@ATTRIBUTE glcm_correlation NUMERIC
@ATTRIBUTE glcm_ASM NUMERIC
@ATTRIBUTE softhist_bin_0 NUMERIC
@ATTRIBUTE softhist_bin_1 NUMERIC
@ATTRIBUTE softhist_bin_2 NUMERIC
@ATTRIBUTE softhist_bin_3 NUMERIC
@ATTRIBUTE softhist_bin_4 NUMERIC
@ATTRIBUTE softhist_bin_5 NUMERIC
@ATTRIBUTE softhist_bin_6 NUMERIC
@ATTRIBUTE softhist_bin_7 NUMERIC
@ATTRIBUTE softhist_bin_8 NUMERIC
@ATTRIBUTE softhist_bin_9 NUMERIC
@ATTRIBUTE softhist_bin_10 NUMERIC
@ATTRIBUTE softhist_bin_11 NUMERIC
@ATTRIBUTE softhist_bin_12 NUMERIC
@ATTRIBUTE softhist_bin_13 NUMERIC
@ATTRIBUTE softhist_bin_14 NUMERIC
@ATTRIBUTE softhist_bin_15 NUMERIC
@ATTRIBUTE softhist_bin_16 NUMERIC
@ATTRIBUTE softhist_bin_17 NUMERIC
@ATTRIBUTE softhist_bin_18 NUMERIC
@ATTRIBUTE softhist_bin_19 NUMERIC
@ATTRIBUTE softhist_bin_20 NUMERIC
@ATTRIBUTE softhist_bin_21 NUMERIC
@ATTRIBUTE softhist_bin_22 NUMERIC
@ATTRIBUTE softhist_bin_23 NUMERIC
@ATTRIBUTE softhist_bin_24 NUMERIC
@ATTRIBUTE softhist_bin_25 NUMERIC
@ATTRIBUTE softhist_bin_26 NUMERIC
@ATTRIBUTE softhist_bin_27 NUMERIC
@ATTRIBUTE softhist_bin_28 NUMERIC
@ATTRIBUTE softhist_bin_29 NUMERIC
@ATTRIBUTE softhist_bin_30 NUMERIC
@ATTRIBUTE softhist_bin_31 NUMERIC
@ATTRIBUTE softhist_mean NUMERIC
@ATTRIBUTE softhist_std NUMERIC
@ATTRIBUTE softhist_energy NUMERIC
@ATTRIBUTE softhist_entropy NUMERIC
@ATTRIBUTE class {BASLANGIC,NORMAL,TUMORLU}

@DATA
0.326901,0.154089,0.980541,0.908760,0.846946,0.841355,1.000000,0.000133,0.000266,0.000066,0.000000,0.000000,0.000000,0.000000,0.000000,0.000133,0.000066,0.000199,0.000000,0.000000,0.000199,0.000000,0.000000,0.000000,0.000067,0.000000,0.000066,0.000066,0.000000,0.000000,0.000000,0.000411,0.001464,0.000142,0.000231,0.000000,0.000355,0.105078,0.004723,0.028789,0.000534,0.024385,BASLANGIC
0.135667,0.660539,0.264709,0.028407,0.908951,0.005930,1.000000,0.368114,0.241235,0.156928,0.484140,0.845576,0.575125,0.529215,0.461603,0.482471,0.471619,0.633556,0.692821,0.753756,0.749583,0.750417,0.560935,0.520033,0.442654,0.545910,0.482471,0.474124,0.379157,0.257732,0.225689,0.204275,0.115001,0.076792,0.145371,0.075230,0.026765,0.000000,0.656942,0.459716,0.493606,0.871653,BASLANGIC
0.530680,0.265888,0.963411,0.763900,0.897850,0.617280,1.000000,0.000080,0.000080,0.000080,0.001041,0.000080,0.000480,0.000561,0.000080,0.000080,0.002322,0.000160,0.000000,0.000080,0.000080,0.000160,0.000000,0.000240,0.000081,0.000080,0.000080,0.000160,0.000000,0.000000,0.000095,0.000124,0.000441,0.000685,0.000558,0.000760,0.000428,0.374501,0.016733,0.056931,0.006779,0.043802,BASLANGIC
0.151953,0.679708,0.271964,0.050119,0.899250,0.011416,0.021322,0.597015,1.000000,0.373134,0.273454,0.334222,0.252665,0.325693,0.262260,0.300107,0.246802,0.283582,0.413113,0.554904,0.598614,0.598614,0.351812,0.288380,0.227112,0.216418,0.202026,0.234009,0.254938,0.192312,0.178890,0.184940,0.114564,0.080971,0.053843,0.042984,0.000000,0.000000,0.414773,0.219176,0.208988,0.901015,BASLANGIC
0.094740,0.050129,0.993021,0.989074,0.579992,0.980289,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000246,0.000431,0.000000,0.000062,0.000000,0.000308,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000329,0.009379,0.000469,0.027931,0.000004,0.004881,BASLANGIC
0.249076,0.953297,0.067896,0.011187,0.722415,0.002288,0.244880,0.584150,0.787177,0.799644,0.801425,0.919858,0.911843,0.943900,1.000000,0.916296,0.829029,0.983081,0.835263,0.692787,0.617097,0.455031,0.446126,0.512021,0.361372,0.300089,0.230632,0.185218,0.113425,0.110372,0.042239,0.005517,0.006543,0.000000,0.000000,0.000000,0.000000,0.000000,0.728851,0.913938,0.723220,0.572131,BASLANGIC
0.230341,0.105692,0.987571,0.957380,0.769008,0.924209,1.000000,0.000127,0.000063,0.000000,0.000190,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000063,0.000063,0.000063,0.000000,0.000000,0.000317,0.000000,0.000000,0.000000,0.000000,0.000000,0.000152,0.000000,0.000000,0.000000,0.000000,0.000000,0.000441,0.000300,0.000000,0.044735,0.002018,0.027689,0.000097,0.013844,BASLANGIC
0.217965,0.839521,0.159627,0.046301,0.617384,0.010591,0.083638,0.020910,0.064820,0.194982,0.604286,0.762676,1.000000,0.793518,0.761631,0.667015,0.606900,0.545740,0.507057,0.384736,0.337167,0.324098,0.271302,0.213278,0.168229,0.130685,0.076843,0.020387,0.020101,0.009835,0.001240,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.405713,0.597599,0.299872,0.598461,BASLANGIC
0.158501,0.070676,0.992256,0.978590,0.682541,0.961559,1.000000,0.000000,0.000000,0.000000,0.000062,0.000000,0.000000,0.000062,0.000000,0.000000,0.000000,0.000000,0.000000,0.000186,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000266,0.000000,0.000000,0.000000,0.021602,0.000966,0.027790,0.000023,0.007906,BASLANGIC
0.109477,0.512483,0.447498,0.362373,0.782388,0.174541,1.000000,0.146971,0.114765,0.126910,0.136326,0.123090,0.099209,0.092249,0.087063,0.080377,0.058270,0.043395,0.040939,0.027702,0.015420,0.013783,0.016103,0.007505,0.003591,0.001365,0.000682,0.000136,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.066281,0.028352,0.009152,0.314204,BASLANGIC
0.190463,0.093642,0.987769,0.964031,0.771805,0.935843,1.000000,0.000000,0.000063,0.000000,0.000000,0.000126,0.000000,0.000063,0.000000,0.000000,0.000000,0.000000,0.000063,0.000063,0.000063,0.000063,0.000000,0.000000,0.000064,0.000189,0.000063,0.000000,0.000454,0.000070,0.000000,0.000292,0.000116,0.000000,0.000000,0.000000,0.000673,0.036500,0.001681,0.027674,0.000064,0.012552,BASLANGIC
0.219128,0.828445,0.173936,0.018476,0.833851,0.003739,0.157356,0.288749,0.719119,0.893784,0.521636,0.313139,0.301338,0.435877,0.476790,0.518489,0.365067,0.542880,0.495673,0.675846,0.854445,1.000000,0.826908,0.803304,0.461023,0.475216,0.407553,0.349331,0.294980,0.233351,0.260310,0.242506,0.213900,0.100998,0.038366,0.014928,0.012614,0.000000,0.637736,0.512869,0.486871,0.854613,BASLANGIC
0.135847,0.061850,0.992992,0.983874,0.631328,0.970975,1.000000,0.000000,0.000000,0.000062,0.000000,0.000000,0.000000,0.000000,0.000124,0.000000,0.000000,0.000000,0.000000,0.000000,0.000062,0.000000,0.000000,0.000000,0.000000,0.000000,0.000062,0.000000,0.000000,0.000205,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015727,0.000713,0.027854,0.000012,0.006358,BASLANGIC
0.099294,0.570688,0.324270,0.083283,0.754192,0.021366,0.627770,0.471196,0.915313,1.000000,0.872969,0.708026,0.756770,0.610044,0.558346,0.430330,0.339242,0.273757,0.164451,0.105367,0.100936,0.072378,0.028557,0.010832,0.013952,0.006893,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.379025,0.726030,0.321183,0.444178,BASLANGIC
0.257827,0.120579,0.985573,0.943688,0.805691,0.900488,1.000000,0.000064,0.000000,0.000000,0.000000,0.000000,0.000064,0.000064,0.000000,0.000000,0.000000,0.000064,0.000000,0.000257,0.000000,0.000064,0.000064,0.000128,0.000000,0.000128,0.000000,0.000064,0.000154,0.000000,0.000000,0.000099,0.000000,0.000000,0.000000,0.000913,0.000343,0.060998,0.002739,0.027798,0.000180,0.017070,BASLANGIC
0.162563,0.645026,0.339093,0.092655,0.927690,0.024271,0.692867,0.823262,1.000000,0.535666,0.338937,0.211722,0.167197,0.149023,0.117219,0.121763,0.099500,0.075420,0.105861,0.152658,0.222172,0.211268,0.164016,0.135847,0.120928,0.116311,0.136756,0.164471,0.164881,0.138775,0.066809,0.081631,0.076783,0.038882,0.096533,0.030172,0.000000,0.085954,0.289465,0.294959,0.145463,0.755034,BASLANGIC
0.531764,0.265122,0.964310,0.768992,0.895880,0.624579,1.000000,0.000079,0.000079,0.000238,0.000079,0.000159,0.000953,0.000079,0.000159,0.000159,0.000238,0.000079,0.000079,0.001350,0.000000,0.000079,0.000079,0.000159,0.000080,0.000079,0.000000,0.000079,0.000191,0.001230,0.000094,0.000123,0.000438,0.000340,0.000553,0.000377,0.000849,0.361692,0.016140,0.054778,0.006323,0.043305,BASLANGIC
0.174313,0.791158,0.157904,0.019605,0.860590,0.003978,0.000000,0.104150,0.675346,0.744508,0.972335,1.000000,0.800651,0.764849,0.589911,0.729862,0.568755,0.505289,0.491456,0.486574,0.606998,0.655004,0.568755,0.572010,0.433135,0.444264,0.353133,0.377543,0.312883,0.208008,0.179470,0.216766,0.110605,0.076596,0.116198,0.096489,0.013045,0.000000,0.661363,0.598897,0.538129,0.784335,BASLANGIC
0.149465,0.066355,0.992644,0.981135,0.659405,0.966088,1.000000,0.000062,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000062,0.000000,0.000000,0.000000,0.000000,0.000062,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000456,0.000000,0.000000,0.000294,0.000331,0.018659,0.000845,0.027818,0.000017,0.007240,BASLANGIC
0.106628,0.508378,0.429497,0.150042,0.884124,0.046343,1.000000,0.275049,0.252012,0.189564,0.182348,0.183181,0.150985,0.199833,0.243686,0.358313,0.371357,0.325840,0.177075,0.140716,0.110741,0.105745,0.053011,0.042465,0.047750,0.045795,0.029420,0.038857,0.021679,0.006143,0.000329,0.000000,0.000000,0.000594,0.000000,0.000000,0.000000,0.000000,0.190255,0.110451,0.060005,0.597439,BASLANGIC
0.253185,0.121257,0.984561,0.942727,0.811168,0.898835,1.000000,0.000000,0.000128,0.000000,0.000000,0.000193,0.000128,0.000000,0.000064,0.000000,0.000064,0.000000,0.000000,0.000064,0.000193,0.000064,0.000064,0.000064,0.000000,0.000193,0.000000,0.000064,0.000077,0.000000,0.000152,0.000000,0.000000,0.000000,0.001118,0.000000,0.000686,0.061526,0.002789,0.027790,0.000183,0.017614,BASLANGIC
0.192871,0.774047,0.225938,0.068230,0.890990,0.016527,0.000000,0.000000,0.000000,0.124324,1.000000,0.775676,0.409009,0.272072,0.267568,0.291441,0.286036,0.295496,0.263063,0.264414,0.258108,0.249550,0.211261,0.275225,0.263946,0.232432,0.241441,0.178829,0.234920,0.227317,0.174139,0.202330,0.236651,0.176361,0.235344,0.269221,0.291279,0.190357,0.342191,0.141405,0.143094,0.894548,BASLANGIC
0.110063,0.051723,0.993548,0.987692,0.586940,0.977810,1.000000,0.000247,0.000000,0.000000,0.000062,0.000062,0.000062,0.000000,0.000123,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000123,0.000000,0.000123,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011284,0.000536,0.027909,0.000006,0.005299,BASLANGIC
0.097247,0.047129,0.993768,0.990121,0.538565,0.982169,1.000000,0.000000,0.000062,0.000000,0.000000,0.000000,0.000123,0.000123,0.000000,0.000000,0.000062,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000185,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000073,0.000095,0.000000,0.000000,0.000214,0.000292,0.000000,0.008691,0.000422,0.027950,0.000004,0.004472,BASLANGIC
0.212830,0.722516,0.306299,0.076081,0.796374,0.018917,1.000000,0.351381,0.408230,0.856524,0.794261,0.642664,0.610720,0.479697,0.456416,0.410937,0.390363,0.391987,0.324310,0.239307,0.258798,0.226313,0.187331,0.193286,0.149584,0.110991,0.109367,0.074716,0.062458,0.056322,0.072551,0.041929,0.019891,0.006950,0.000000,0.000000,0.000000,0.000000,0.422127,0.466998,0.274854,0.745837,BASLANGIC
0.412595,0.193435,0.976546,0.881900,0.849406,0.797231,1.000000,0.000068,0.000273,0.000000,0.000068,0.000000,0.000205,0.000000,0.000068,0.000068,0.000000,0.000000,0.000068,0.000000,0.000068,0.000068,0.000000,0.000068,0.000138,0.000615,0.000068,0.000000,0.000246,0.000076,0.000081,0.000106,0.000000,0.000146,0.000000,0.000648,0.000730,0.143341,0.006397,0.030511,0.000993,0.028798,BASLANGIC
0.145236,0.703745,0.231174,0.045926,0.861957,0.010312,0.236225,1.000000,0.846105,0.825839,0.632679,0.514250,0.515516,0.506016,0.447118,0.384421,0.438252,0.485117,0.571248,0.550982,0.470551,0.452185,0.339455,0.252692,0.263421,0.217859,0.169094,0.138062,0.089802,0.030838,0.012767,0.013733,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.502877,0.505623,0.351508,0.750231,BASLANGIC
0.391134,0.182347,0.978128,0.880148,0.859803,0.794394,1.000000,0.000000,0.000068,0.000274,0.000068,0.000068,0.000068,0.000000,0.000137,0.000000,0.000068,0.000137,0.000068,0.000137,0.000000,0.000000,0.000068,0.000000,0.000139,0.000068,0.000411,0.000000,0.000000,0.000227,0.000000,0.000106,0.000126,0.000146,0.000000,0.000000,0.000366,0.146955,0.006537,0.030724,0.001044,0.028888,BASLANGIC
0.188880,0.818241,0.146404,0.015399,0.876248,0.003074,0.215768,0.914523,1.000000,0.681328,0.602490,0.631535,0.505394,0.430705,0.433195,0.570125,0.372614,0.401660,0.341909,0.521992,0.740249,0.705394,0.600000,0.721162,0.653405,0.640664,0.412448,0.416598,0.451747,0.341646,0.229298,0.217228,0.117381,0.014204,0.008672,0.000000,0.000000,0.000000,0.675603,0.482999,0.521214,0.839057,BASLANGIC
0.105182,0.047808,0.994610,0.991031,0.466394,0.983805,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000123,0.000061,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000073,0.000000,0.000226,0.000000,0.000000,0.000000,0.000000,0.008231,0.000379,0.027969,0.000003,0.003895,BASLANGIC
0.195383,0.807676,0.170426,0.024642,0.822820,0.005121,0.605809,0.585062,0.903734,1.000000,0.935270,0.746058,0.703734,0.776763,0.824896,0.780083,0.601660,0.585892,0.574274,0.497095,0.627386,0.592531,0.410788,0.529461,0.262034,0.234855,0.171784,0.169295,0.144599,0.208478,0.109236,0.073266,0.028964,0.026632,0.008672,0.007873,0.004435,0.000000,0.675603,0.706927,0.588007,0.712145,BASLANGIC
0.196529,0.093062,0.988401,0.974530,0.654892,0.954353,1.000000,0.000000,0.000312,0.000000,0.000000,0.000062,0.000000,0.000125,0.000000,0.000062,0.000000,0.000000,0.000000,0.000000,0.000125,0.000062,0.000000,0.000187,0.000063,0.000000,0.000000,0.000000,0.000075,0.000000,0.000222,0.000097,0.000000,0.000000,0.000000,0.000000,0.000000,0.024582,0.001143,0.027741,0.000029,0.009475,BASLANGIC
0.187611,0.719639,0.270010,0.094905,0.867744,0.025043,1.000000,0.649143,0.487238,0.351619,0.267810,0.288000,0.250286,0.235048,0.247238,0.240000,0.202667,0.214095,0.185905,0.210286,0.211048,0.200000,0.178286,0.168762,0.131466,0.116190,0.105905,0.083048,0.062258,0.055650,0.042917,0.044844,0.037789,0.027711,0.027865,0.048789,0.000000,0.000000,0.281121,0.164301,0.112375,0.774473,BASLANGIC
0.358654,0.159285,0.982691,0.909821,0.831961,0.843123,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000133,0.000000,0.000000,0.000000,0.000066,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000199,0.000000,0.000000,0.000133,0.000000,0.000000,0.000000,0.000000,0.000206,0.000122,0.000284,0.000231,0.000000,0.000355,0.105537,0.004661,0.028847,0.000538,0.023182,BASLANGIC
0.205600,0.823500,0.163287,0.021930,0.862918,0.004474,0.053391,0.554834,1.000000,0.796537,0.589466,0.585137,0.373016,0.478355,0.624820,0.507936,0.391775,0.404762,0.365801,0.363636,0.512987,0.608225,0.629870,0.585859,0.394294,0.250361,0.274170,0.308081,0.418763,0.322581,0.288336,0.284966,0.148440,0.044765,0.012565,0.000000,0.000000,0.000000,0.580371,0.360609,0.386448,0.894631,BASLANGIC
0.147803,0.067805,0.992003,0.980486,0.670117,0.964933,1.000000,0.000000,0.000000,0.000000,0.000062,0.000124,0.000000,0.000000,0.000124,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000062,0.000062,0.000000,0.000000,0.000000,0.000000,0.000000,0.000149,0.000000,0.000000,0.000000,0.000000,0.000000,0.000216,0.000294,0.000000,0.019203,0.000875,0.027808,0.000018,0.007524,BASLANGIC
0.144339,0.650196,0.292474,0.046034,0.939292,0.010308,0.266147,1.000000,0.851336,0.498330,0.389755,0.254454,0.185969,0.150334,0.144209,0.140869,0.170379,0.233853,0.118040,0.154788,0.236080,0.336303,0.257238,0.380290,0.389369,0.340757,0.346325,0.383074,0.389404,0.370946,0.244302,0.313052,0.326272,0.320443,0.321934,0.309009,0.139852,0.000000,0.418436,0.169342,0.201190,0.974903,BASLANGIC
0.104278,0.047007,0.994691,0.990364,0.519447,0.982606,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000148,0.000000,0.000000,0.000286,0.000113,0.000000,0.000000,0.000000,0.000000,0.008991,0.000412,0.027956,0.000004,0.004142,BASLANGIC
0.116938,0.570798,0.369481,0.094422,0.759411,0.025003,0.376227,0.844602,1.000000,0.766630,0.775900,0.899128,0.948201,0.684842,0.593784,0.509815,0.437841,0.317884,0.189749,0.158124,0.099782,0.103053,0.080698,0.041985,0.049111,0.019084,0.020720,0.009269,0.006552,0.002414,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.425500,0.803357,0.380673,0.473507,BASLANGIC
0.093663,0.044543,0.994317,0.991920,0.444599,0.985405,1.000000,0.000000,0.000000,0.000000,0.000061,0.000000,0.000000,0.000000,0.000369,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000190,0.000000,0.000000,0.000642,0.000000,0.000000,0.006866,0.000339,0.027983,0.000002,0.003711,BASLANGIC
0.169393,0.765811,0.166315,0.007310,0.896999,0.001370,1.000000,0.739884,0.791907,0.815029,0.877457,0.936416,0.855491,0.746821,0.926012,0.950289,0.627746,0.676301,0.528324,0.551445,0.825433,0.901734,0.749133,0.804624,0.650502,0.590751,0.564162,0.544509,0.673767,0.652492,0.566194,0.449442,0.394996,0.113775,0.032214,0.076772,0.049425,0.000000,0.958271,0.629152,0.953524,0.666794,BASLANGIC
0.268457,0.122081,0.986069,0.941549,0.806144,0.896809,1.000000,0.000000,0.000064,0.000000,0.000000,0.000129,0.000000,0.000000,0.000000,0.000064,0.000064,0.000000,0.000000,0.000064,0.000000,0.000064,0.000064,0.000000,0.000000,0.000000,0.000193,0.000000,0.000077,0.000071,0.000000,0.000000,0.000118,0.000138,0.000000,0.000305,0.000000,0.064207,0.002858,0.027848,0.000199,0.017281,BASLANGIC
0.136550,0.065187,0.991917,0.982709,0.646224,0.968895,1.000000,0.000124,0.000000,0.000000,0.000000,0.000124,0.000062,0.000000,0.000000,0.000000,0.000000,0.000062,0.000062,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000371,0.000000,0.000000,0.000149,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000331,0.016351,0.000767,0.027834,0.000013,0.006977,BASLANGIC
0.155261,0.681923,0.276628,0.064827,0.912888,0.015524,0.584275,0.954265,1.000000,0.309353,0.253340,0.252826,0.214800,0.217369,0.239979,0.274409,0.190647,0.250257,0.306269,0.405447,0.477903,0.343782,0.278520,0.245118,0.235064,0.211716,0.211202,0.235355,0.281583,0.174589,0.160267,0.128144,0.098172,0.076959,0.066225,0.046313,0.010985,0.000000,0.397924,0.269941,0.207986,0.890207,BASLANGIC
0.205730,0.095128,0.988292,0.967559,0.724836,0.942042,1.000000,0.000125,0.000063,0.000125,0.000063,0.000188,0.000000,0.000000,0.000063,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000063,0.000000,0.000063,0.000000,0.000125,0.000000,0.000000,0.000069,0.000000,0.000097,0.000230,0.000000,0.000000,0.000298,0.000335,0.032756,0.001497,0.027694,0.000052,0.011412,BASLANGIC
0.124921,0.056659,0.993681,0.986313,0.600226,0.975339,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000062,0.000000,0.000062,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000123,0.000000,0.000000,0.000068,0.000000,0.000096,0.000000,0.000000,0.000000,0.000000,0.000000,0.013268,0.000599,0.027891,0.000009,0.005526,BASLANGIC
0.099403,0.577467,0.315820,0.043792,0.866353,0.009863,0.000000,0.016216,0.312162,0.292568,0.362162,0.375000,0.408784,0.466892,0.633784,0.589865,0.514865,0.629054,0.695270,0.906757,1.000000,0.933108,0.720270,0.935135,0.445837,0.237838,0.133784,0.121622,0.140465,0.121884,0.061697,0.047094,0.027306,0.026021,0.011767,0.006410,0.010833,0.001660,0.540103,0.711082,0.447316,0.667839,BASLANGIC
0.180765,0.086403,0.989094,0.971805,0.721718,0.949530,1.000000,0.000000,0.000063,0.000000,0.000000,0.000000,0.000000,0.000000,0.000250,0.000000,0.000000,0.000063,0.000000,0.000063,0.000063,0.000063,0.000000,0.000000,0.000000,0.000000,0.000125,0.000000,0.000150,0.000000,0.000148,0.000097,0.000000,0.000134,0.000000,0.000593,0.000334,0.028026,0.001291,0.027718,0.000038,0.010297,BASLANGIC
0.187806,0.749547,0.234606,0.049191,0.865909,0.011161,0.313043,1.000000,0.525604,0.315942,0.335749,0.360386,0.309179,0.421256,0.370531,0.345411,0.314493,0.317874,0.323671,0.371014,0.299034,0.308696,0.273913,0.242512,0.176982,0.168599,0.199517,0.154106,0.156159,0.078590,0.067027,0.059860,0.062119,0.038242,0.023557,0.011458,0.023235,0.000000,0.365070,0.139027,0.157385,0.881499,BASLANGIC
0.137826,0.062551,0.992372,0.983290,0.631112,0.969933,1.000000,0.000062,0.000000,0.000309,0.000186,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000124,0.000000,0.000000,0.000073,0.000000,0.000000,0.000132,0.000000,0.000000,0.000000,0.015963,0.000740,0.027843,0.000012,0.006690,BASLANGIC
0.130282,0.658674,0.260512,0.040083,0.925294,0.008775,0.466227,1.000000,0.509061,0.401428,0.352554,0.259198,0.212521,0.232839,0.228446,0.224602,0.200988,0.269632,0.229544,0.338276,0.451949,0.552993,0.494783,0.578803,0.394583,0.295442,0.260846,0.241076,0.230963,0.246739,0.189502,0.165009,0.145261,0.079892,0.026778,0.002605,0.000000,0.000000,0.428920,0.180135,0.211354,0.930585,BASLANGIC
0.446415,0.202722,0.976553,0.850397,0.870824,0.746973,1.000000,0.000213,0.000000,0.000142,0.000425,0.000000,0.000071,0.000142,0.000000,0.000000,0.000000,0.000142,0.000071,0.000071,0.000000,0.000071,0.000000,0.000142,0.000000,0.000142,0.000071,0.000142,0.000000,0.000000,0.000000,0.000110,0.000000,0.000152,0.000000,0.000000,0.001515,0.195499,0.008657,0.034118,0.001847,0.032919,BASLANGIC
0.185708,0.739158,0.230317,0.034144,0.850938,0.007350,0.036870,0.012039,0.722348,1.000000,0.623777,0.655380,0.652370,0.808126,0.730624,0.613995,0.450715,0.585403,0.699774,0.736644,0.665162,0.515425,0.288187,0.198646,0.172097,0.255831,0.212190,0.334086,0.298382,0.167376,0.169535,0.114213,0.099518,0.019318,0.073383,0.000000,0.056296,0.028655,0.573987,0.599301,0.445301,0.766108,BASLANGIC
0.471383,0.232607,0.968642,0.816006,0.886347,0.693951,1.000000,0.000222,0.000000,0.000074,0.000740,0.000370,0.000592,0.000000,0.000148,0.000000,0.000074,0.000000,0.000000,0.000148,0.000074,0.000222,0.000148,0.000740,0.000225,0.000148,0.000000,0.000148,0.000000,0.000000,0.000088,0.000688,0.000272,0.000475,0.000000,0.001053,0.000791,0.254786,0.011410,0.039835,0.003137,0.038908,BASLANGIC
0.223686,0.820604,0.183791,0.019243,0.882513,0.003861,0.855940,0.843779,1.000000,0.893358,0.749298,0.471469,0.379794,0.362021,0.407858,0.404116,0.459308,0.539757,0.398503,0.482694,0.485500,0.550982,0.601497,0.752105,0.698664,0.662301,0.657624,0.571562,0.646359,0.562138,0.415992,0.344838,0.268066,0.210144,0.159655,0.084308,0.000000,0.000000,0.758745,0.450905,0.614086,0.869760,BASLANGIC
0.274444,0.125890,0.985214,0.941232,0.802091,0.896265,1.000000,0.000000,0.000000,0.000000,0.000000,0.000064,0.000000,0.000193,0.000129,0.000064,0.000064,0.000064,0.000000,0.000000,0.000000,0.000000,0.000000,0.000129,0.000065,0.000000,0.000000,0.000000,0.000000,0.000000,0.000076,0.000000,0.000236,0.000138,0.000672,0.000305,0.000000,0.064141,0.002869,0.027840,0.000199,0.017491,BASLANGIC
0.589820,0.268269,0.969329,0.744054,0.895898,0.589239,1.000000,0.000250,0.000000,0.000167,0.000000,0.000167,0.000250,0.000083,0.000083,0.000000,0.000333,0.000000,0.000083,0.000167,0.000000,0.000000,0.000083,0.000083,0.000169,0.000167,0.000000,0.000167,0.000100,0.000184,0.000000,0.000258,0.000153,0.000535,0.000290,0.000000,0.000445,0.444909,0.019594,0.070393,0.009566,0.041690,BASLANGIC
0.181758,0.754297,0.224469,0.033738,0.819908,0.007288,0.365837,0.223941,0.375925,0.447209,1.000000,0.765299,0.550773,0.512441,0.548083,0.583726,0.573638,0.537323,0.639543,0.700067,0.728312,0.589778,0.344317,0.295898,0.259301,0.209818,0.191661,0.192334,0.194756,0.110147,0.106863,0.035415,0.021001,0.000000,0.000000,0.000000,0.000000,0.000000,0.537308,0.478886,0.375432,0.801101,BASLANGIC
0.234577,0.115669,0.984949,0.949377,0.801161,0.910307,1.000000,0.000000,0.000000,0.000000,0.000128,0.000000,0.000191,0.000000,0.000000,0.000064,0.000000,0.000000,0.000064,0.000064,0.000000,0.000128,0.000128,0.000319,0.000129,0.000128,0.000000,0.000000,0.000077,0.000141,0.000076,0.000000,0.000117,0.000273,0.000222,0.000000,0.000000,0.053456,0.002433,0.027716,0.000138,0.016126,BASLANGIC
