@RELATION FFT

@ATTRIBUTE fft_mean NUMERIC
@ATTRIBUTE fft_std NUMERIC
@ATTRIBUTE fft_max NUMERIC
@ATTRIBUTE class {BASLANGIC,NORMAL,TUMORLU}

@DATA
0.936746,0.905516,0.974583,TUMORLU
0.988026,0.763772,0.949558,TUMORLU
0.938443,0.918584,0.982130,TUMORLU
0.989689,0.756297,0.954460,TUMORLU
0.948518,0.889681,0.958256,TUMORLU
0.983697,0.758316,0.927161,TUMORLU
0.945724,0.929422,0.967227,TUMORLU
0.973842,0.761708,0.906873,TUMORLU
0.942404,0.948654,0.972532,TUMORLU
0.977483,0.770676,0.919986,TUMORLU
0.947021,0.900244,0.967540,TUMORLU
0.978954,0.756760,0.911568,TUMORLU
0.947149,0.897183,0.967737,TUMORLU
0.990218,0.785278,0.971789,TUMORLU
0.943135,0.940252,0.960368,TUMORLU
0.982470,0.765990,0.924406,TUMORLU
0.943002,0.921457,0.955675,TUMORLU
0.976633,0.765126,0.918090,TUMORLU
0.933637,0.921230,0.966607,TUMORLU
0.992238,0.781311,0.966890,TUMORLU
0.928648,0.917110,0.966090,TUMORLU
0.995136,0.782440,0.982718,TUMORLU
0.951938,0.932999,0.978341,TUMORLU
0.974183,0.753151,0.907204,TUMORLU
0.951680,0.923188,0.980582,TUMORLU
0.970869,0.786172,0.911713,TUMORLU
0.926904,0.935913,0.963862,TUMORLU
0.985656,0.797500,0.963903,TUMORLU
0.932351,0.905616,0.943489,TUMORLU
0.992039,0.757440,0.955122,TUMORLU
0.950098,0.941321,0.973691,TUMORLU
0.980213,0.774247,0.942631,TUMORLU
0.956245,0.902761,0.972874,TUMORLU
0.983867,0.748136,0.944102,TUMORLU
0.942047,0.927355,0.975055,TUMORLU
0.985165,0.794678,0.954463,TUMORLU
0.957202,0.920029,0.984638,TUMORLU
0.980053,0.804867,0.938438,TUMORLU
0.960022,0.901835,0.982349,TUMORLU
0.979477,0.783622,0.935120,TUMORLU
0.936621,0.915311,0.967480,TUMORLU
0.983511,0.773240,0.944496,TUMORLU
0.940276,0.917539,0.971526,TUMORLU
0.976156,0.770226,0.917566,TUMORLU
0.934580,0.936516,0.972941,TUMORLU
0.982254,0.774713,0.938794,TUMORLU
0.936965,0.923246,0.963592,TUMORLU
0.987050,0.780519,0.960581,TUMORLU
0.934843,0.929537,0.964269,TUMORLU
0.991677,0.750780,0.966276,TUMORLU
0.940287,0.929621,0.967241,TUMORLU
0.980353,0.765825,0.941712,TUMORLU
0.943164,0.930710,0.976856,TUMORLU
0.976387,0.793116,0.929567,TUMORLU
0.943999,0.936787,0.968259,TUMORLU
0.995587,0.760569,0.966062,TUMORLU
0.949915,0.914256,0.987395,TUMORLU
0.983605,0.757498,0.940411,TUMORLU
0.938227,0.974830,0.972195,TUMORLU
0.987252,0.781822,0.952905,TUMORLU
0.943212,0.945749,0.988466,TUMORLU
0.976711,0.768797,0.923417,TUMORLU
0.936405,0.939295,0.981018,TUMORLU
0.981977,0.780182,0.950789,TUMORLU
0.942658,0.931775,0.986110,TUMORLU
0.989105,0.794788,0.961769,TUMORLU
0.958598,0.868487,0.976015,TUMORLU
0.983872,0.776887,0.951807,TUMORLU
0.941917,0.936304,0.977531,TUMORLU
0.987481,0.776448,0.963465,TUMORLU
0.948533,0.885978,0.977902,TUMORLU
0.987161,0.781977,0.958327,TUMORLU
0.956862,0.918409,0.976896,TUMORLU
0.972300,0.771283,0.905361,TUMORLU
0.950590,0.949192,0.982449,TUMORLU
0.977161,0.775978,0.921448,TUMORLU
0.944158,0.917134,0.981999,TUMORLU
0.976306,0.786122,0.922429,TUMORLU
0.936025,0.870299,0.963677,TUMORLU
0.990970,0.767138,0.949629,TUMORLU
0.935331,0.896379,0.960895,TUMORLU
0.987627,0.775068,0.946526,TUMORLU
0.940253,0.930073,0.986679,TUMORLU
0.990119,0.774249,0.960937,TUMORLU
0.942336,0.927133,0.984545,TUMORLU
0.990225,0.798644,0.956743,TUMORLU
0.949926,0.931562,0.978238,TUMORLU
0.969092,0.775455,0.897821,TUMORLU
0.953766,0.939139,0.973913,TUMORLU
0.982607,0.767407,0.928242,TUMORLU
0.949814,0.935074,0.976754,TUMORLU
0.983023,0.790868,0.945227,TUMORLU
0.956563,0.894213,0.968163,TUMORLU
0.986847,0.781594,0.953838,TUMORLU
0.955430,0.888399,0.978467,TUMORLU
0.977585,0.779497,0.930573,TUMORLU
0.960974,0.881105,0.985038,TUMORLU
0.968382,0.763642,0.904406,TUMORLU
0.951677,0.927805,0.968866,TUMORLU
0.985307,0.792760,0.963269,TUMORLU
0.957933,0.884104,0.977906,TUMORLU
0.962879,0.758583,0.886624,TUMORLU
0.960484,0.887400,0.971454,TUMORLU
0.979647,0.766417,0.918836,TUMORLU
0.946126,0.932886,0.967617,TUMORLU
0.985130,0.813314,0.959320,TUMORLU
0.931758,0.960224,0.978617,TUMORLU
0.984191,0.766081,0.932325,TUMORLU
0.933760,0.959699,0.973506,TUMORLU
0.976516,0.772099,0.919115,TUMORLU
0.939606,0.922771,0.984939,TUMORLU
0.981023,0.776550,0.933602,TUMORLU
0.942949,0.947395,0.975537,TUMORLU
0.981484,0.774825,0.943763,TUMORLU
0.947858,0.923063,0.975197,TUMORLU
0.982738,0.752432,0.941818,TUMORLU
0.942488,0.950060,0.978162,TUMORLU
0.985163,0.766033,0.956229,TUMORLU
0.947911,0.947468,0.982106,TUMORLU
0.957920,0.765554,0.872959,TUMORLU
0.948182,0.941004,0.976830,TUMORLU
0.985788,0.764516,0.960655,TUMORLU
0.945980,0.913567,0.966855,TUMORLU
0.983217,0.816595,0.960425,TUMORLU
0.947283,0.885652,0.971520,TUMORLU
0.985072,0.772562,0.955594,TUMORLU
0.950702,0.917502,0.983515,TUMORLU
0.971399,0.771891,0.916671,TUMORLU
0.950000,0.922152,0.981051,TUMORLU
0.974516,0.782098,0.927339,TUMORLU
