@RELATION FUSION_WITH_STATS

@ATTRIBUTE glcm_contrast NUMERIC
@ATTRIBUTE glcm_dissimilarity NUMERIC
@ATTRIBUTE glcm_homogeneity NUMERIC
@ATTRIBUTE glcm_energy NUMERIC
@ATTRIBUTE glcm_correlation NUMERIC
@ATTRIBUTE glcm_ASM NUMERIC
@ATTRIBUTE lbp_energy NUMERIC
@ATTRIBUTE lbp_entropy NUMERIC
@ATTRIBUTE lbp_mean NUMERIC
@ATTRIBUTE lbp_std NUMERIC
@ATTRIBUTE lcp_mean NUMERIC
@ATTRIBUTE lcp_std NUMERIC
@ATTRIBUTE lcp_energy NUMERIC
@ATTRIBUTE lcp_entropy NUMERIC
@ATTRIBUTE shape_area NUMERIC
@ATTRIBUTE shape_perimeter NUMERIC
@ATTRIBUTE shape_circularity NUMERIC
@ATTRIBUTE shape_aspect_ratio NUMERIC
@ATTRIBUTE hog_mean NUMERIC
@ATTRIBUTE hog_std NUMERIC
@ATTRIBUTE hog_skew NUMERIC
@ATTRIBUTE hog_kurtosis NUMERIC
@ATTRIBUTE phog_L0_mean NUMERIC
@ATTRIBUTE phog_L1_mean NUMERIC
@ATTRIBUTE phog_L1_std NUMERIC
@ATTRIBUTE softhist_bin_0 NUMERIC
@ATTRIBUTE softhist_bin_1 NUMERIC
@ATTRIBUTE softhist_bin_2 NUMERIC
@ATTRIBUTE softhist_bin_3 NUMERIC
@ATTRIBUTE softhist_bin_4 NUMERIC
@ATTRIBUTE softhist_bin_5 NUMERIC
@ATTRIBUTE softhist_bin_6 NUMERIC
@ATTRIBUTE softhist_bin_7 NUMERIC
@ATTRIBUTE softhist_bin_8 NUMERIC
@ATTRIBUTE softhist_bin_9 NUMERIC
@ATTRIBUTE softhist_bin_10 NUMERIC
@ATTRIBUTE softhist_bin_11 NUMERIC
@ATTRIBUTE softhist_bin_12 NUMERIC
@ATTRIBUTE softhist_bin_13 NUMERIC
@ATTRIBUTE softhist_bin_14 NUMERIC
@ATTRIBUTE softhist_bin_15 NUMERIC
@ATTRIBUTE softhist_bin_16 NUMERIC
@ATTRIBUTE softhist_bin_17 NUMERIC
@ATTRIBUTE softhist_bin_18 NUMERIC
@ATTRIBUTE softhist_bin_19 NUMERIC
@ATTRIBUTE softhist_bin_20 NUMERIC
@ATTRIBUTE softhist_bin_21 NUMERIC
@ATTRIBUTE softhist_bin_22 NUMERIC
@ATTRIBUTE softhist_bin_23 NUMERIC
@ATTRIBUTE softhist_bin_24 NUMERIC
@ATTRIBUTE softhist_bin_25 NUMERIC
@ATTRIBUTE softhist_bin_26 NUMERIC
@ATTRIBUTE softhist_bin_27 NUMERIC
@ATTRIBUTE softhist_bin_28 NUMERIC
@ATTRIBUTE softhist_bin_29 NUMERIC
@ATTRIBUTE softhist_bin_30 NUMERIC
@ATTRIBUTE softhist_bin_31 NUMERIC
@ATTRIBUTE softhist_mean NUMERIC
@ATTRIBUTE softhist_std NUMERIC
@ATTRIBUTE softhist_energy NUMERIC
@ATTRIBUTE softhist_entropy NUMERIC
@ATTRIBUTE stat_skew NUMERIC
@ATTRIBUTE stat_kurtosis NUMERIC
@ATTRIBUTE stat_mean NUMERIC
@ATTRIBUTE stat_std NUMERIC
@ATTRIBUTE fft_mean NUMERIC
@ATTRIBUTE fft_std NUMERIC
@ATTRIBUTE fft_max NUMERIC
@ATTRIBUTE class {BASLANGIC,NORMAL,TUMORLU}

@DATA
0.257827,0.120579,0.985573,0.943688,0.805691,0.900488,0.952623,0.055717,0.979409,0.157800,0.129456,0.513075,0.250812,0.003189,0.066920,0.055589,0.940936,0.322917,0.122993,0.569586,0.482157,0.206034,0.122993,0.121546,0.434313,1.000000,0.000064,0.000000,0.000000,0.000000,0.000000,0.000064,0.000064,0.000000,0.000000,0.000000,0.000064,0.000000,0.000257,0.000000,0.000064,0.000064,0.000128,0.000000,0.000128,0.000000,0.000064,0.000154,0.000000,0.000000,0.000099,0.000000,0.000000,0.000000,0.000913,0.000343,0.060998,0.002739,0.027798,0.000180,0.017070,0.192353,0.031890,0.072692,0.429352,0.971165,0.763855,0.915294,BASLANGIC
0.162563,0.645026,0.339093,0.092655,0.927690,0.024271,0.016798,0.977266,0.068333,0.877728,0.675975,0.386800,0.249016,0.701776,0.313407,0.222940,0.273981,0.756098,0.842730,0.781291,0.083345,0.008464,0.842730,0.845660,0.257092,0.692867,0.823262,1.000000,0.535666,0.338937,0.211722,0.167197,0.149023,0.117219,0.121763,0.099500,0.075420,0.105861,0.152658,0.222172,0.211268,0.164016,0.135847,0.120928,0.116311,0.136756,0.164471,0.164881,0.138775,0.066809,0.081631,0.076783,0.038882,0.096533,0.030172,0.000000,0.085954,0.289465,0.294959,0.145463,0.755034,0.048369,0.002387,0.449791,0.547938,0.942905,0.975878,0.974184,BASLANGIC
0.531764,0.265122,0.964310,0.768992,0.895880,0.624579,0.888198,0.116854,0.952029,0.233020,0.285497,0.745413,0.540374,0.011981,0.328950,0.124103,0.928018,0.225369,0.334663,0.992556,0.301292,0.084288,0.334663,0.310678,0.163574,1.000000,0.000079,0.000079,0.000238,0.000079,0.000159,0.000953,0.000079,0.000159,0.000159,0.000238,0.000079,0.000079,0.001350,0.000000,0.000079,0.000079,0.000159,0.000080,0.000079,0.000000,0.000079,0.000191,0.001230,0.000094,0.000123,0.000438,0.000340,0.000553,0.000377,0.000849,0.361692,0.016140,0.054778,0.006323,0.043305,0.069832,0.002912,0.346373,0.843675,0.985185,0.771780,0.965742,BASLANGIC
0.174313,0.791158,0.157904,0.019605,0.860590,0.003978,0.032446,0.973063,0.091015,0.944356,0.811211,0.312821,0.248347,0.865138,0.553793,0.309449,0.251281,0.392405,0.991847,0.555915,0.005832,0.001783,0.991847,0.987127,0.022359,0.000000,0.104150,0.675346,0.744508,0.972335,1.000000,0.800651,0.764849,0.589911,0.729862,0.568755,0.505289,0.491456,0.486574,0.606998,0.655004,0.568755,0.572010,0.433135,0.444264,0.353133,0.377543,0.312883,0.208008,0.179470,0.216766,0.110605,0.076596,0.116198,0.096489,0.013045,0.000000,0.661363,0.598897,0.538129,0.784335,0.033946,0.002027,0.545248,0.408166,0.950212,0.927043,0.980402,BASLANGIC
0.149465,0.066355,0.992644,0.981135,0.659405,0.966088,0.976037,0.030673,0.988835,0.120925,0.073596,0.391238,0.144807,0.000988,0.020514,0.030131,0.981796,0.302734,0.112970,0.571868,0.604340,0.379523,0.112970,0.080529,0.256235,1.000000,0.000062,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000062,0.000000,0.000000,0.000000,0.000000,0.000062,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000456,0.000000,0.000000,0.000294,0.000331,0.018659,0.000845,0.027818,0.000017,0.007240,0.344890,0.111004,0.023214,0.246805,0.961300,0.754840,0.878410,BASLANGIC
0.106628,0.508378,0.429497,0.150042,0.884124,0.046343,0.016778,0.967339,0.131682,0.887771,0.530634,0.283352,0.142284,0.626734,0.665853,0.282467,0.362604,0.281776,0.905505,0.699653,0.053391,0.003612,0.905505,0.902143,0.138583,1.000000,0.275049,0.252012,0.189564,0.182348,0.183181,0.150985,0.199833,0.243686,0.358313,0.371357,0.325840,0.177075,0.140716,0.110741,0.105745,0.053011,0.042465,0.047750,0.045795,0.029420,0.038857,0.021679,0.006143,0.000329,0.000000,0.000000,0.000594,0.000000,0.000000,0.000000,0.000000,0.190255,0.110451,0.060005,0.597439,0.034528,0.002422,0.333107,0.354712,0.945696,0.892015,0.964480,BASLANGIC
0.253185,0.121257,0.984561,0.942727,0.811168,0.898835,0.952237,0.055978,0.978827,0.160487,0.128667,0.509370,0.247212,0.004017,0.067688,0.055903,0.941089,0.220170,0.146689,0.677872,0.548655,0.308060,0.146689,0.098632,0.323984,1.000000,0.000000,0.000128,0.000000,0.000000,0.000193,0.000128,0.000000,0.000064,0.000000,0.000064,0.000000,0.000000,0.000064,0.000193,0.000064,0.000064,0.000064,0.000000,0.000193,0.000000,0.000064,0.000077,0.000000,0.000152,0.000000,0.000000,0.000000,0.001118,0.000000,0.000686,0.061526,0.002789,0.027790,0.000183,0.017614,0.191114,0.031449,0.073584,0.431575,0.969884,0.778814,0.915688,BASLANGIC
0.192871,0.774047,0.225938,0.068230,0.890990,0.016527,0.051537,0.945819,0.141730,0.967257,0.794391,0.375398,0.282300,0.803554,0.570919,0.392553,0.160978,0.430556,0.962243,0.610549,0.021882,0.000889,0.962243,0.949850,0.067636,0.000000,0.000000,0.000000,0.124324,1.000000,0.775676,0.409009,0.272072,0.267568,0.291441,0.286036,0.295496,0.263063,0.264414,0.258108,0.249550,0.211261,0.275225,0.263946,0.232432,0.241441,0.178829,0.234920,0.227317,0.174139,0.202330,0.236651,0.176361,0.235344,0.269221,0.291279,0.190357,0.342191,0.141405,0.143094,0.894548,0.039849,0.002160,0.629781,0.488432,0.952366,0.939055,0.985060,BASLANGIC
0.110063,0.051723,0.993548,0.987692,0.586940,0.977810,0.981903,0.023661,0.991063,0.110381,0.055586,0.337424,0.107488,0.001580,0.012019,0.023004,0.986913,0.260817,0.096863,0.495463,0.528574,0.245491,0.096863,0.131906,0.726911,1.000000,0.000247,0.000000,0.000000,0.000062,0.000062,0.000062,0.000000,0.000123,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000123,0.000000,0.000123,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011284,0.000536,0.027909,0.000006,0.005299,0.442433,0.186912,0.014123,0.192393,0.953434,0.776187,0.862354,BASLANGIC
0.097247,0.047129,0.993768,0.990121,0.538565,0.982169,0.984385,0.020877,0.992121,0.107067,0.052524,0.326630,0.100688,0.001731,0.009444,0.020992,0.931153,0.282552,0.100900,0.494574,0.485950,0.201274,0.100900,0.100711,0.555000,1.000000,0.000000,0.000062,0.000000,0.000000,0.000000,0.000123,0.000123,0.000000,0.000000,0.000062,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000185,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000073,0.000095,0.000000,0.000000,0.000214,0.000292,0.000000,0.008691,0.000422,0.027950,0.000004,0.004472,0.495665,0.236800,0.011211,0.171067,0.952791,0.748845,0.854892,BASLANGIC
0.212830,0.722516,0.306299,0.076081,0.796374,0.018917,0.008248,0.986203,0.072952,0.867491,0.745141,0.422780,0.299718,0.731014,0.300212,0.187133,0.372492,0.230655,0.883209,0.730376,0.050675,0.003009,0.883209,0.880632,0.252564,1.000000,0.351381,0.408230,0.856524,0.794261,0.642664,0.610720,0.479697,0.456416,0.410937,0.390363,0.391987,0.324310,0.239307,0.258798,0.226313,0.187331,0.193286,0.149584,0.110991,0.109367,0.074716,0.062458,0.056322,0.072551,0.041929,0.019891,0.006950,0.000000,0.000000,0.000000,0.000000,0.422127,0.466998,0.274854,0.745837,0.048463,0.003455,0.375582,0.373277,0.952866,0.955922,0.968358,BASLANGIC
0.412595,0.193435,0.976546,0.881900,0.849406,0.797231,0.919734,0.088569,0.966186,0.198502,0.212916,0.654638,0.412605,0.005271,0.149880,0.090706,0.791517,0.305367,0.212247,0.777260,0.374176,0.126392,0.212247,0.187860,0.600699,1.000000,0.000068,0.000273,0.000000,0.000068,0.000000,0.000205,0.000000,0.000068,0.000068,0.000000,0.000000,0.000068,0.000000,0.000068,0.000068,0.000000,0.000068,0.000138,0.000615,0.000068,0.000000,0.000246,0.000076,0.000081,0.000106,0.000000,0.000146,0.000000,0.000648,0.000730,0.143341,0.006397,0.030511,0.000993,0.028798,0.123094,0.011717,0.159710,0.617259,0.979412,0.768730,0.940727,BASLANGIC
0.145236,0.703745,0.231174,0.045926,0.861957,0.010312,0.042707,0.957741,0.116337,0.957589,0.712305,0.297416,0.203675,0.789523,0.597443,0.400177,0.162099,0.348315,0.965552,0.604767,0.026716,0.001557,0.965552,0.966208,0.094136,0.236225,1.000000,0.846105,0.825839,0.632679,0.514250,0.515516,0.506016,0.447118,0.384421,0.438252,0.485117,0.571248,0.550982,0.470551,0.452185,0.339455,0.252692,0.263421,0.217859,0.169094,0.138062,0.089802,0.030838,0.012767,0.013733,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.502877,0.505623,0.351508,0.750231,0.032467,0.001833,0.426932,0.375033,0.945388,0.944632,0.972498,BASLANGIC
0.391134,0.182347,0.978128,0.880148,0.859803,0.794394,0.928611,0.079004,0.968799,0.190155,0.189281,0.617972,0.366592,0.004856,0.152908,0.084444,0.931720,0.314844,0.129863,0.638582,0.533923,0.275287,0.129863,0.119469,0.658377,1.000000,0.000000,0.000068,0.000274,0.000068,0.000068,0.000068,0.000000,0.000137,0.000000,0.000068,0.000137,0.000068,0.000137,0.000000,0.000000,0.000068,0.000000,0.000139,0.000068,0.000411,0.000000,0.000000,0.000227,0.000000,0.000106,0.000126,0.000146,0.000000,0.000000,0.000366,0.146955,0.006537,0.030724,0.001044,0.028888,0.121612,0.011392,0.162930,0.622860,0.975105,0.817273,0.941372,BASLANGIC
0.188880,0.818241,0.146404,0.015399,0.876248,0.003074,0.051911,0.945931,0.138653,0.964781,0.826014,0.322840,0.260085,0.869598,0.755547,0.362162,0.250291,0.356322,0.967024,0.602170,0.020194,0.000711,0.967024,0.960791,0.069980,0.215768,0.914523,1.000000,0.681328,0.602490,0.631535,0.505394,0.430705,0.433195,0.570125,0.372614,0.401660,0.341909,0.521992,0.740249,0.705394,0.600000,0.721162,0.653405,0.640664,0.412448,0.416598,0.451747,0.341646,0.229298,0.217228,0.117381,0.014204,0.008672,0.000000,0.000000,0.000000,0.675603,0.482999,0.521214,0.839057,0.019039,0.001285,0.556298,0.451795,0.951057,0.936343,0.981051,BASLANGIC
0.105182,0.047808,0.994610,0.991031,0.466394,0.983805,0.985691,0.019651,0.992788,0.103313,0.051372,0.326542,0.100606,0.000876,0.008450,0.021176,0.818745,0.430556,0.057256,0.473058,1.000000,1.000000,0.057256,0.067553,0.372273,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000123,0.000061,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000073,0.000000,0.000226,0.000000,0.000000,0.000000,0.000000,0.008231,0.000379,0.027969,0.000003,0.003895,0.514285,0.255124,0.010393,0.165447,0.951863,0.773900,0.852445,BASLANGIC
0.195383,0.807676,0.170426,0.024642,0.822820,0.005121,0.029860,0.974522,0.094027,0.938912,0.831419,0.354852,0.282558,0.854079,0.717365,0.415534,0.180516,0.348315,0.948487,0.633819,0.024799,0.000505,0.948487,0.952144,0.080574,0.605809,0.585062,0.903734,1.000000,0.935270,0.746058,0.703734,0.776763,0.824896,0.780083,0.601660,0.585892,0.574274,0.497095,0.627386,0.592531,0.410788,0.529461,0.262034,0.234855,0.171784,0.169295,0.144599,0.208478,0.109236,0.073266,0.028964,0.026632,0.008672,0.007873,0.004435,0.000000,0.675603,0.706927,0.588007,0.712145,0.037408,0.002526,0.448842,0.387145,0.952033,0.955928,0.974116,BASLANGIC
0.196529,0.093062,0.988401,0.974530,0.654892,0.954353,0.966946,0.041275,0.984726,0.139751,0.094725,0.438023,0.182030,0.002914,0.026524,0.042849,0.627691,0.553571,0.124432,0.569241,0.466709,0.188584,0.124432,0.088949,0.329241,1.000000,0.000000,0.000312,0.000000,0.000000,0.000062,0.000000,0.000125,0.000000,0.000062,0.000000,0.000000,0.000000,0.000000,0.000125,0.000062,0.000000,0.000187,0.000063,0.000000,0.000000,0.000000,0.000075,0.000000,0.000222,0.000097,0.000000,0.000000,0.000000,0.000000,0.000000,0.024582,0.001143,0.027741,0.000029,0.009475,0.301155,0.083568,0.030481,0.281206,0.959215,0.827869,0.887211,BASLANGIC
0.187611,0.719639,0.270010,0.094905,0.867744,0.025043,0.013318,0.990059,0.079648,0.906938,0.751976,0.373274,0.265202,0.771971,0.422349,0.314685,0.185314,0.445198,0.937303,0.651889,0.025036,0.001223,0.937303,0.932957,0.118553,1.000000,0.649143,0.487238,0.351619,0.267810,0.288000,0.250286,0.235048,0.247238,0.240000,0.202667,0.214095,0.185905,0.210286,0.211048,0.200000,0.178286,0.168762,0.131466,0.116190,0.105905,0.083048,0.062258,0.055650,0.042917,0.044844,0.037789,0.027711,0.027865,0.048789,0.000000,0.000000,0.281121,0.164301,0.112375,0.774473,0.045492,0.002605,0.378542,0.437219,0.955720,0.943918,0.968611,BASLANGIC
0.358654,0.159285,0.982691,0.909821,0.831961,0.843123,0.940709,0.067221,0.973921,0.174374,0.162334,0.578228,0.319761,0.002115,0.112376,0.073347,0.907605,0.173743,0.135249,0.614646,0.472702,0.198909,0.135249,0.138000,0.446172,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000133,0.000000,0.000000,0.000000,0.000066,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000199,0.000000,0.000000,0.000133,0.000000,0.000000,0.000000,0.000000,0.000206,0.000122,0.000284,0.000231,0.000000,0.000355,0.105537,0.004661,0.028847,0.000538,0.023182,0.145474,0.017144,0.120598,0.544661,0.974272,0.800404,0.931651,BASLANGIC
0.205600,0.823500,0.163287,0.021930,0.862918,0.004474,0.037118,0.963991,0.103180,0.933235,0.841709,0.369088,0.296318,0.856856,0.659347,0.478564,0.125090,0.300971,0.940470,0.646845,0.034588,0.002264,0.940470,0.929113,0.188807,0.053391,0.554834,1.000000,0.796537,0.589466,0.585137,0.373016,0.478355,0.624820,0.507936,0.391775,0.404762,0.365801,0.363636,0.512987,0.608225,0.629870,0.585859,0.394294,0.250361,0.274170,0.308081,0.418763,0.322581,0.288336,0.284966,0.148440,0.044765,0.012565,0.000000,0.000000,0.000000,0.580371,0.360609,0.386448,0.894631,0.027271,0.001555,0.545408,0.448691,0.955498,0.922802,0.980412,BASLANGIC
0.147803,0.067805,0.992003,0.980486,0.670117,0.964933,0.975386,0.031511,0.988764,0.120871,0.073975,0.390578,0.144337,0.001490,0.020876,0.030758,0.958767,0.216694,0.078562,0.404657,0.516604,0.226423,0.078562,0.106983,0.589566,1.000000,0.000000,0.000000,0.000000,0.000062,0.000124,0.000000,0.000000,0.000124,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000062,0.000062,0.000000,0.000000,0.000000,0.000000,0.000000,0.000149,0.000000,0.000000,0.000000,0.000000,0.000000,0.000216,0.000294,0.000000,0.019203,0.000875,0.027808,0.000018,0.007524,0.341164,0.108562,0.023775,0.249444,0.960691,0.766369,0.879182,BASLANGIC
0.144339,0.650196,0.292474,0.046034,0.939292,0.010308,0.037631,0.965576,0.105806,0.935902,0.662304,0.314338,0.197026,0.742294,0.732728,0.321486,0.308041,0.369048,0.965001,0.605735,0.023609,0.001202,0.965001,0.955565,0.031783,0.266147,1.000000,0.851336,0.498330,0.389755,0.254454,0.185969,0.150334,0.144209,0.140869,0.170379,0.233853,0.118040,0.154788,0.236080,0.336303,0.257238,0.380290,0.389369,0.340757,0.346325,0.383074,0.389404,0.370946,0.244302,0.313052,0.326272,0.320443,0.321934,0.309009,0.139852,0.000000,0.418436,0.169342,0.201190,0.974903,0.021462,0.000993,0.595725,0.563685,0.945893,0.947373,0.983263,BASLANGIC
0.104278,0.047007,0.994691,0.990364,0.519447,0.982606,0.985038,0.020135,0.992526,0.104364,0.051372,0.326585,0.100632,0.000906,0.009670,0.020862,0.965339,0.190290,0.094217,0.496025,0.594816,0.364772,0.094217,0.074871,0.412600,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000148,0.000000,0.000000,0.000286,0.000113,0.000000,0.000000,0.000000,0.000000,0.008991,0.000412,0.027956,0.000004,0.004142,0.489778,0.230546,0.011421,0.173464,0.954400,0.739013,0.855492,BASLANGIC
0.116938,0.570798,0.369481,0.094422,0.759411,0.025003,0.047759,0.950383,0.159401,0.948352,0.565232,0.279721,0.149389,0.665329,0.452668,0.369312,0.144206,0.457465,0.972213,0.592894,0.018057,0.001056,0.972213,0.965377,0.070770,0.376227,0.844602,1.000000,0.766630,0.775900,0.899128,0.948201,0.684842,0.593784,0.509815,0.437841,0.317884,0.189749,0.158124,0.099782,0.103053,0.080698,0.041985,0.049111,0.019084,0.020720,0.009269,0.006552,0.002414,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.425500,0.803357,0.380673,0.473507,0.051336,0.004633,0.295552,0.253799,0.940246,0.935186,0.960615,BASLANGIC
0.093663,0.044543,0.994317,0.991920,0.444599,0.985405,0.986869,0.018066,0.992788,0.104883,0.047052,0.309695,0.090454,0.001460,0.007094,0.019662,0.797345,0.454102,0.081255,0.526280,0.811222,0.681782,0.081255,0.052204,0.287689,1.000000,0.000000,0.000000,0.000000,0.000061,0.000000,0.000000,0.000000,0.000369,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000190,0.000000,0.000000,0.000642,0.000000,0.000000,0.006866,0.000339,0.027983,0.000002,0.003711,0.554159,0.297957,0.008960,0.152981,0.949181,0.765034,0.847651,BASLANGIC
0.169393,0.765811,0.166315,0.007310,0.896999,0.001370,0.009369,0.993598,0.027954,0.865216,0.792399,0.338900,0.257104,0.844788,0.698071,0.271922,0.410205,0.340659,0.939948,0.647681,0.029040,0.001533,0.939948,0.950000,0.084251,1.000000,0.739884,0.791907,0.815029,0.877457,0.936416,0.855491,0.746821,0.926012,0.950289,0.627746,0.676301,0.528324,0.551445,0.825433,0.901734,0.749133,0.804624,0.650502,0.590751,0.564162,0.544509,0.673767,0.652492,0.566194,0.449442,0.394996,0.113775,0.032214,0.076772,0.049425,0.000000,0.958271,0.629152,0.953524,0.666794,0.024227,0.001580,0.563513,0.469315,0.950251,0.946996,0.981467,BASLANGIC
0.268457,0.122081,0.986069,0.941549,0.806144,0.896809,0.950820,0.058082,0.979382,0.157998,0.137676,0.531692,0.269571,0.002359,0.070128,0.057050,0.936210,0.249527,0.162302,0.673940,0.463295,0.212762,0.162302,0.134012,0.441443,1.000000,0.000000,0.000064,0.000000,0.000000,0.000129,0.000000,0.000000,0.000000,0.000064,0.000064,0.000000,0.000000,0.000064,0.000000,0.000064,0.000064,0.000000,0.000000,0.000000,0.000193,0.000000,0.000077,0.000071,0.000000,0.000000,0.000118,0.000138,0.000000,0.000305,0.000000,0.064207,0.002858,0.027848,0.000199,0.017281,0.187948,0.030299,0.075918,0.438648,0.972254,0.763834,0.916697,BASLANGIC
0.136550,0.065187,0.991917,0.982709,0.646224,0.968895,0.976817,0.030034,0.989097,0.121094,0.071138,0.380033,0.136620,0.002176,0.017984,0.029687,0.886600,0.287598,0.111705,0.572142,0.654851,0.470013,0.111705,0.135315,0.745700,1.000000,0.000124,0.000000,0.000000,0.000000,0.000124,0.000062,0.000000,0.000000,0.000000,0.000000,0.000062,0.000062,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000371,0.000000,0.000000,0.000149,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000331,0.016351,0.000767,0.027834,0.000013,0.006977,0.366585,0.126391,0.020565,0.231581,0.959136,0.741650,0.874495,BASLANGIC
0.155261,0.681923,0.276628,0.064827,0.912888,0.015524,0.047767,0.950036,0.141795,0.950026,0.694033,0.337524,0.221438,0.749598,0.725272,0.311429,0.324917,0.402597,0.979753,0.579058,0.006088,0.001237,0.979753,0.963176,0.037432,0.584275,0.954265,1.000000,0.309353,0.253340,0.252826,0.214800,0.217369,0.239979,0.274409,0.190647,0.250257,0.306269,0.405447,0.477903,0.343782,0.278520,0.245118,0.235064,0.211716,0.211202,0.235355,0.281583,0.174589,0.160267,0.128144,0.098172,0.076959,0.066225,0.046313,0.010985,0.000000,0.397924,0.269941,0.207986,0.890207,0.030742,0.001517,0.484032,0.487098,0.947571,0.925619,0.976554,BASLANGIC
0.205730,0.095128,0.988292,0.967559,0.724836,0.942042,0.960997,0.047379,0.983008,0.145943,0.106853,0.468135,0.208196,0.002385,0.036103,0.043812,0.817238,0.357515,0.078994,0.469597,0.632221,0.361551,0.078994,0.107571,0.592809,1.000000,0.000125,0.000063,0.000125,0.000063,0.000188,0.000000,0.000000,0.000063,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000063,0.000000,0.000063,0.000000,0.000125,0.000000,0.000000,0.000069,0.000000,0.000097,0.000230,0.000000,0.000000,0.000298,0.000335,0.032756,0.001497,0.027694,0.000052,0.011412,0.262105,0.062152,0.040097,0.322271,0.966119,0.761273,0.896071,BASLANGIC
0.124921,0.056659,0.993681,0.986313,0.600226,0.975339,0.980336,0.025903,0.990632,0.113066,0.061646,0.357596,0.120802,0.001029,0.014233,0.025275,0.968106,0.242188,0.099806,0.494819,0.520265,0.247244,0.099806,0.057555,0.183605,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000062,0.000000,0.000062,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000123,0.000000,0.000000,0.000068,0.000000,0.000096,0.000000,0.000000,0.000000,0.000000,0.000000,0.013268,0.000599,0.027891,0.000009,0.005526,0.408952,0.158580,0.016496,0.208285,0.958270,0.738014,0.867371,BASLANGIC
0.099403,0.577467,0.315820,0.043792,0.866353,0.009863,0.035723,0.961952,0.097496,0.934244,0.585448,0.224166,0.128677,0.726874,0.802042,0.438798,0.180992,0.326316,0.889933,0.721328,0.059289,0.003353,0.889933,0.904290,0.135993,0.000000,0.016216,0.312162,0.292568,0.362162,0.375000,0.408784,0.466892,0.633784,0.589865,0.514865,0.629054,0.695270,0.906757,1.000000,0.933108,0.720270,0.935135,0.445837,0.237838,0.133784,0.121622,0.140465,0.121884,0.061697,0.047094,0.027306,0.026021,0.011767,0.006410,0.010833,0.001660,0.540103,0.711082,0.447316,0.667839,0.012694,0.002771,0.597131,0.319506,0.935421,0.974751,0.983339,BASLANGIC
0.180765,0.086403,0.989094,0.971805,0.721718,0.949530,0.966816,0.041382,0.985118,0.138628,0.096087,0.441846,0.185246,0.002691,0.031042,0.039713,0.855221,0.390191,0.095618,0.523614,0.652468,0.448166,0.095618,0.118957,0.655553,1.000000,0.000000,0.000063,0.000000,0.000000,0.000000,0.000000,0.000000,0.000250,0.000000,0.000000,0.000063,0.000000,0.000063,0.000063,0.000063,0.000000,0.000000,0.000000,0.000000,0.000125,0.000000,0.000150,0.000000,0.000148,0.000097,0.000000,0.000134,0.000000,0.000593,0.000334,0.028026,0.001291,0.027718,0.000038,0.010297,0.281481,0.072394,0.034807,0.300368,0.962492,0.784538,0.891498,BASLANGIC
0.187806,0.749547,0.234606,0.049191,0.865909,0.011161,0.032585,0.971245,0.095405,0.927989,0.759740,0.352387,0.253784,0.797707,0.639601,0.365083,0.208504,0.387500,0.960206,0.614072,0.020519,0.000678,0.960206,0.956599,0.047715,0.313043,1.000000,0.525604,0.315942,0.335749,0.360386,0.309179,0.421256,0.370531,0.345411,0.314493,0.317874,0.323671,0.371014,0.299034,0.308696,0.273913,0.242512,0.176982,0.168599,0.199517,0.154106,0.156159,0.078590,0.067027,0.059860,0.062119,0.038242,0.023557,0.011458,0.023235,0.000000,0.365070,0.139027,0.157385,0.881499,0.035703,0.002233,0.462277,0.433821,0.951533,0.947692,0.975068,BASLANGIC
