@RELATION DOMAIN_TRANSFORM

@ATTRIBUTE glcm_contrast NUMERIC
@ATTRIBUTE glcm_dissimilarity NUMERIC
@ATTRIBUTE glcm_homogeneity NUMERIC
@ATTRIBUTE glcm_energy NUMERIC
@ATTRIBUTE glcm_correlation NUMERIC
@ATTRIBUTE glcm_ASM NUMERIC
@ATTRIBUTE class {BASLANGIC,NORMAL,TUMORLU}

@DATA
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.391193,0.569502,0.286983,0.051651,0.760990,0.008680,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.403042,0.547277,0.328345,0.134068,0.870442,0.032183,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.412095,0.587263,0.278545,0.049625,0.764545,0.008261,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.392231,0.581370,0.252918,0.055295,0.868895,0.009433,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.470113,0.689192,0.148715,0.015743,0.743535,0.002153,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.255918,0.431073,0.422551,0.204157,0.912291,0.061545,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.298281,0.470745,0.393774,0.189777,0.915699,0.054816,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.322315,0.530383,0.292253,0.079468,0.673651,0.015412,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.449814,0.662360,0.163995,0.014255,0.767704,0.001978,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.238461,0.416471,0.424704,0.154196,0.917137,0.039756,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.233145,0.425106,0.398644,0.135527,0.919750,0.032722,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.386835,0.561574,0.295770,0.054371,0.760121,0.009284,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.355481,0.575660,0.237228,0.028705,0.810375,0.004236,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.423426,0.595678,0.263930,0.061112,0.797230,0.010777,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.547029,0.724447,0.148122,0.030881,0.475916,0.004699,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.211623,0.406805,0.405949,0.131231,0.931123,0.031228,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.472696,0.624143,0.233797,0.040630,0.594325,0.006486,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.380455,0.603522,0.212155,0.029166,0.757928,0.004358,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.590174,0.753174,0.147882,0.020609,0.615707,0.002964,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.453340,0.652504,0.200834,0.026130,0.807864,0.003849,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.632251,0.713086,0.209253,0.040090,0.608420,0.006362,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.474948,0.653394,0.206247,0.046126,0.699780,0.007493,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.348415,0.544442,0.291623,0.044750,0.848768,0.007260,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.413784,0.644122,0.180370,0.017643,0.835027,0.002445,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.290332,0.489179,0.335424,0.069974,0.866931,0.012931,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.800189,0.951341,0.000000,0.000000,0.544054,0.000000,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.420290,0.645875,0.176710,0.016974,0.765903,0.002399,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.526068,0.711367,0.162505,0.029849,0.593725,0.004460,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.812709,0.905622,0.068084,0.006198,0.541374,0.000835,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.489594,0.614589,0.273606,0.047134,0.809198,0.007707,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.388533,0.544305,0.332664,0.161147,0.824213,0.042494,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.369964,0.568249,0.269962,0.058974,0.843190,0.010322,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.454258,0.645564,0.214968,0.051289,0.713492,0.008606,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.347389,0.529859,0.304075,0.065455,0.813206,0.011769,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.585009,0.681587,0.236551,0.057581,0.680690,0.009968,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.532366,0.743099,0.114071,0.011527,0.682313,0.001520,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.435425,0.655100,0.173959,0.020218,0.794802,0.002844,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.492130,0.716407,0.121321,0.008397,0.785923,0.001096,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.493966,0.721641,0.119657,0.008888,0.762131,0.001190,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.405633,0.561037,0.309743,0.080203,0.874842,0.015439,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.397003,0.556790,0.308959,0.073961,0.876078,0.013834,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.399970,0.603255,0.241247,0.039146,0.828402,0.006158,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.419441,0.603263,0.239630,0.044403,0.636501,0.007185,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.385819,0.572024,0.265250,0.063798,0.708830,0.011518,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.375491,0.587269,0.255164,0.035781,0.871458,0.005518,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.357203,0.595444,0.213811,0.019182,0.880706,0.002704,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.489129,0.651042,0.228720,0.065011,0.777234,0.011678,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.251105,0.445292,0.361613,0.082212,0.913662,0.015995,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.290162,0.527581,0.258864,0.030751,0.885174,0.004625,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.528193,0.680909,0.217676,0.060931,0.778475,0.010726,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.335252,0.573881,0.225879,0.016074,0.863401,0.002189,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.327152,0.500201,0.339699,0.091357,0.886186,0.018544,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.481959,0.642023,0.240546,0.055547,0.756197,0.009554,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.521411,0.697363,0.152684,0.026375,0.641355,0.003873,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.414927,0.637459,0.180852,0.036394,0.722911,0.005652,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.519286,0.660605,0.197403,0.042144,0.529689,0.006760,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.656593,0.811259,0.097352,0.028839,0.380181,0.004332,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.495194,0.607746,0.325732,0.136718,0.813992,0.033202,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.408960,0.639043,0.173309,0.018726,0.708413,0.002618,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.338480,0.593938,0.189126,0.019378,0.788519,0.002709,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.717724,0.782859,0.154357,0.037393,0.339415,0.005914,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.292811,0.477142,0.367539,0.136197,0.900141,0.032960,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.454699,0.674024,0.159638,0.012077,0.802784,0.001640,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.303873,0.484579,0.330856,0.060609,0.894982,0.010756,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.441458,0.660446,0.164669,0.011740,0.814259,0.001544,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.565353,0.648122,0.280204,0.083894,0.652759,0.016456,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.263627,0.485959,0.305195,0.055267,0.806461,0.009566,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.320809,0.541582,0.278693,0.051059,0.879032,0.008538,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.374769,0.559909,0.280955,0.063252,0.859444,0.011269,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.606506,0.773973,0.103592,0.011573,0.625154,0.001557,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.851969,0.315560,0.866175,0.642892,0.871772,0.441460,TUMORLU
0.294999,0.556345,0.206392,0.022083,0.868671,0.003121,TUMORLU
0.784165,0.290660,0.871417,0.647266,0.873217,0.446927,TUMORLU
0.129336,0.317396,0.471503,0.097348,0.962364,0.020238,TUMORLU
0.357059,0.129418,0.944003,0.911848,0.784185,0.841314,TUMORLU
0.200987,0.400637,0.397825,0.095580,0.949082,0.019735,TUMORLU
0.385994,0.144356,0.938327,0.901036,0.792689,0.822791,TUMORLU
0.211901,0.402780,0.400941,0.107078,0.945438,0.023175,TUMORLU
0.330576,0.129592,0.939990,0.909252,0.772129,0.836849,TUMORLU
0.208137,0.407672,0.388785,0.091875,0.948588,0.018681,TUMORLU
0.390384,0.136785,0.945424,0.912470,0.762232,0.842386,TUMORLU
0.207534,0.397367,0.409743,0.107756,0.947921,0.023388,TUMORLU
0.318996,0.110534,0.954948,0.927470,0.770149,0.868441,TUMORLU
0.182581,0.387186,0.403102,0.095252,0.952754,0.019631,TUMORLU
0.362329,0.122509,0.951313,0.919726,0.775732,0.854939,TUMORLU
0.216408,0.414709,0.390280,0.097990,0.950415,0.020418,TUMORLU
0.301045,0.108528,0.952938,0.922652,0.802899,0.860029,TUMORLU
0.601530,0.749243,0.152155,0.016776,0.679001,0.002315,TUMORLU
0.244072,0.079592,0.970575,0.952636,0.728414,0.913043,TUMORLU
0.487516,0.683719,0.166654,0.028047,0.604648,0.004147,TUMORLU
0.383830,0.146716,0.933493,0.903696,0.772669,0.827329,TUMORLU
0.472234,0.662902,0.183986,0.027720,0.682036,0.004098,TUMORLU
0.232158,0.086269,0.964386,0.952726,0.726871,0.913205,TUMORLU
0.428918,0.638450,0.194926,0.029961,0.701130,0.004482,TUMORLU
0.498793,0.174892,0.927659,0.879424,0.792443,0.786382,TUMORLU
0.244356,0.439674,0.367389,0.093168,0.840981,0.019217,TUMORLU
0.586109,0.217621,0.907984,0.795761,0.862847,0.653149,TUMORLU
0.303526,0.519209,0.275282,0.045251,0.750659,0.007491,TUMORLU
0.724943,0.262921,0.891615,0.707357,0.872384,0.525726,TUMORLU
0.171345,0.369098,0.414149,0.092449,0.899965,0.018816,TUMORLU
0.725279,0.276724,0.879091,0.740225,0.833002,0.571502,TUMORLU
0.277969,0.483284,0.319344,0.054798,0.903608,0.009365,TUMORLU
0.358953,0.134735,0.941945,0.891485,0.830129,0.806598,TUMORLU
0.214863,0.396444,0.430634,0.123928,0.915391,0.028672,TUMORLU
0.400915,0.145551,0.936157,0.891560,0.803801,0.806725,TUMORLU
0.231878,0.441730,0.359950,0.069199,0.916708,0.012668,TUMORLU
0.594046,0.221393,0.900298,0.773251,0.863987,0.619404,TUMORLU
0.265973,0.493679,0.297248,0.044917,0.887934,0.007268,TUMORLU
0.641479,0.226703,0.906622,0.769374,0.869345,0.613679,TUMORLU
0.315211,0.456313,0.422857,0.163720,0.866677,0.043548,TUMORLU
0.717672,0.253994,0.895594,0.759447,0.846208,0.599139,TUMORLU
0.220724,0.402316,0.413375,0.077480,0.908331,0.014733,TUMORLU
0.540741,0.208626,0.906403,0.802650,0.846478,0.663653,TUMORLU
0.194679,0.387572,0.415215,0.080870,0.939748,0.015621,TUMORLU
0.886396,0.329316,0.854953,0.642559,0.853454,0.441032,TUMORLU
0.198494,0.410567,0.378785,0.055705,0.938914,0.009517,TUMORLU
0.651311,0.251723,0.885275,0.742050,0.857726,0.574093,TUMORLU
0.179349,0.373250,0.435037,0.090563,0.947500,0.018252,TUMORLU
0.873275,0.321833,0.872584,0.666290,0.860765,0.471201,TUMORLU
0.314323,0.510630,0.299302,0.036945,0.858447,0.005718,TUMORLU
0.288576,0.103579,0.956156,0.928716,0.788263,0.870623,TUMORLU
0.295564,0.494937,0.328031,0.055843,0.890913,0.009570,TUMORLU
0.232025,0.082841,0.963608,0.951594,0.703812,0.911174,TUMORLU
0.296206,0.501795,0.318043,0.052180,0.882306,0.008769,TUMORLU
0.247695,0.086489,0.964182,0.945845,0.747876,0.900897,TUMORLU
0.181311,0.364481,0.445979,0.116773,0.932240,0.026268,TUMORLU
0.663989,0.226290,0.913313,0.788604,0.852831,0.642324,TUMORLU
0.167319,0.335408,0.493358,0.134724,0.928459,0.032404,TUMORLU
0.789966,0.287113,0.876670,0.699623,0.861913,0.515224,TUMORLU
0.184271,0.366806,0.456159,0.168183,0.951409,0.045383,TUMORLU
0.977129,0.355420,0.847554,0.611443,0.860993,0.402974,TUMORLU
0.226310,0.417852,0.399582,0.086941,0.911928,0.017246,TUMORLU
0.616644,0.230299,0.902532,0.797259,0.828041,0.655428,TUMORLU
0.241643,0.449379,0.352115,0.049401,0.906198,0.008164,TUMORLU
0.848685,0.312491,0.869282,0.727010,0.831582,0.552868,TUMORLU
0.325016,0.554925,0.239088,0.026191,0.839159,0.003898,TUMORLU
0.257367,0.100040,0.953653,0.936690,0.734290,0.884653,TUMORLU
0.273505,0.488979,0.306497,0.046699,0.903209,0.007615,TUMORLU
0.537083,0.192881,0.918883,0.790790,0.873190,0.645614,TUMORLU
0.165360,0.289796,0.563276,0.231726,0.880310,0.075497,TUMORLU
0.433442,0.157345,0.932743,0.865072,0.832728,0.762651,TUMORLU
0.134680,0.260361,0.585513,0.264697,0.900173,0.093901,TUMORLU
0.591231,0.215995,0.909847,0.753575,0.881348,0.590627,TUMORLU
0.414929,0.629686,0.191241,0.016246,0.800657,0.002185,TUMORLU
0.246989,0.091436,0.961244,0.944653,0.758203,0.898775,TUMORLU
0.246910,0.461068,0.342120,0.082601,0.928527,0.016138,TUMORLU
0.516070,0.182973,0.921816,0.835772,0.851580,0.715329,TUMORLU
0.237972,0.449582,0.344557,0.076932,0.933544,0.014644,TUMORLU
0.545101,0.186679,0.921774,0.850162,0.824953,0.738383,TUMORLU
0.275999,0.465887,0.355260,0.086012,0.921498,0.017067,TUMORLU
0.434677,0.153856,0.934811,0.877539,0.821390,0.783239,TUMORLU
0.252517,0.466965,0.334980,0.072858,0.921472,0.013615,TUMORLU
0.466497,0.172412,0.924746,0.843482,0.836359,0.727636,TUMORLU
0.171751,0.325935,0.516059,0.179596,0.934342,0.050317,TUMORLU
0.881206,0.312126,0.873371,0.692224,0.850462,0.505290,TUMORLU
0.265500,0.471451,0.328799,0.039047,0.922954,0.006104,TUMORLU
0.231396,0.076716,0.969582,0.954347,0.729471,0.916116,TUMORLU
0.336157,0.558559,0.243095,0.022364,0.894041,0.003135,TUMORLU
0.552829,0.219697,0.899513,0.782875,0.857744,0.633721,TUMORLU
0.350357,0.562802,0.236844,0.015744,0.865094,0.002111,TUMORLU
0.350091,0.124948,0.949904,0.917525,0.768105,0.851123,TUMORLU
0.254912,0.465194,0.339021,0.055579,0.878897,0.009515,TUMORLU
0.640905,0.250911,0.886379,0.752268,0.852626,0.588746,TUMORLU
0.189787,0.385799,0.413440,0.095970,0.937351,0.019824,TUMORLU
0.281520,0.099489,0.958869,0.932705,0.779170,0.877628,TUMORLU
0.250771,0.450849,0.355563,0.089888,0.912067,0.018080,TUMORLU
0.346312,0.131712,0.942302,0.906982,0.786183,0.832950,TUMORLU
0.167576,0.337197,0.481756,0.125569,0.936851,0.029232,TUMORLU
0.444325,0.167615,0.927484,0.880977,0.787786,0.788968,TUMORLU
0.241759,0.465211,0.331555,0.071182,0.909217,0.013156,TUMORLU
0.435233,0.161942,0.928977,0.877131,0.796308,0.782563,TUMORLU
0.443528,0.643221,0.209172,0.032668,0.839107,0.004915,TUMORLU
0.703542,0.272471,0.880744,0.741946,0.842727,0.573957,TUMORLU
0.531872,0.695981,0.186400,0.040127,0.797996,0.006303,TUMORLU
0.054179,0.018226,0.993409,0.994030,0.000000,0.988822,TUMORLU
0.375230,0.141016,0.941332,0.911217,0.752971,0.840229,TUMORLU
0.242026,0.464591,0.315424,0.033679,0.899673,0.005100,TUMORLU
0.350619,0.127492,0.946798,0.911108,0.784939,0.840039,TUMORLU
0.360852,0.594307,0.212874,0.023409,0.796154,0.003384,TUMORLU
0.290293,0.104023,0.956056,0.928880,0.761461,0.870911,TUMORLU
0.307901,0.522476,0.287766,0.068329,0.786555,0.012471,TUMORLU
0.616756,0.215014,0.911959,0.774220,0.863145,0.620831,TUMORLU
0.334216,0.548570,0.256843,0.047060,0.781536,0.007707,TUMORLU
0.469856,0.173614,0.925742,0.838159,0.861172,0.719128,TUMORLU
0.363665,0.557323,0.278531,0.055759,0.793724,0.009545,TUMORLU
0.689745,0.230330,0.910736,0.764884,0.864343,0.607083,TUMORLU
0.237611,0.441800,0.375947,0.107750,0.891348,0.023386,TUMORLU
0.704090,0.258645,0.891488,0.729874,0.855822,0.556878,TUMORLU
0.201750,0.414351,0.380543,0.104750,0.858476,0.022489,TUMORLU
0.607073,0.228225,0.900870,0.792377,0.848379,0.648020,TUMORLU
0.336200,0.565512,0.245453,0.038827,0.813918,0.006127,TUMORLU
0.207727,0.082951,0.962888,0.949125,0.763917,0.906753,TUMORLU
0.250022,0.470724,0.305681,0.049768,0.915945,0.008258,TUMORLU
0.575251,0.214773,0.906930,0.817617,0.834864,0.686768,TUMORLU
0.167792,0.374648,0.401322,0.072620,0.957267,0.013480,TUMORLU
0.550596,0.206725,0.907954,0.797215,0.850064,0.655359,TUMORLU
0.294673,0.445231,0.405329,0.174074,0.875250,0.047920,TUMORLU
0.470847,0.161793,0.933192,0.895493,0.749478,0.813373,TUMORLU
0.404674,0.594661,0.234494,0.041384,0.781549,0.006535,TUMORLU
0.275048,0.099512,0.957040,0.938087,0.711974,0.887122,TUMORLU
0.453036,0.652642,0.177886,0.017112,0.741991,0.002384,TUMORLU
0.341231,0.124079,0.947171,0.917062,0.775441,0.850320,TUMORLU
0.405011,0.579774,0.267652,0.044636,0.809354,0.007181,TUMORLU
0.383473,0.127458,0.952173,0.932219,0.697381,0.876773,TUMORLU
0.319563,0.537757,0.269131,0.080153,0.865001,0.015540,TUMORLU
0.645254,0.240425,0.899697,0.701581,0.890469,0.517873,TUMORLU
0.317442,0.470086,0.385347,0.133894,0.874869,0.032103,TUMORLU
0.400477,0.153652,0.931684,0.900914,0.748715,0.822582,TUMORLU
0.306273,0.435164,0.443571,0.210766,0.875851,0.064765,TUMORLU
0.360997,0.124526,0.951078,0.921297,0.763242,0.857671,TUMORLU
0.166784,0.375340,0.403559,0.093714,0.936802,0.019338,TUMORLU
0.789389,0.291663,0.875688,0.716287,0.839715,0.537974,TUMORLU
0.150758,0.337773,0.465584,0.114300,0.948912,0.025479,TUMORLU
0.805117,0.309531,0.864604,0.624135,0.877019,0.418295,TUMORLU
0.462749,0.631210,0.235070,0.029020,0.778935,0.004306,TUMORLU
0.310103,0.106756,0.957288,0.940136,0.724678,0.890750,TUMORLU
0.406782,0.607495,0.227561,0.028989,0.743511,0.004333,TUMORLU
0.257441,0.098843,0.955692,0.933658,0.765943,0.879305,TUMORLU
0.156302,0.362444,0.421898,0.089709,0.946431,0.018032,TUMORLU
0.589160,0.207742,0.915264,0.752192,0.890541,0.588621,TUMORLU
0.254705,0.429852,0.394982,0.205177,0.864228,0.062111,TUMORLU
0.636355,0.232348,0.901196,0.792143,0.829619,0.647666,TUMORLU
0.341570,0.552829,0.257542,0.038621,0.853109,0.006008,TUMORLU
0.445621,0.154344,0.937690,0.856859,0.857452,0.749233,TUMORLU
0.350995,0.546832,0.268976,0.042895,0.841471,0.006839,TUMORLU
0.401295,0.156919,0.928954,0.847516,0.856578,0.734117,TUMORLU
0.224771,0.405053,0.422328,0.108486,0.926312,0.023606,TUMORLU
0.552909,0.201963,0.914668,0.802741,0.861164,0.663795,TUMORLU
0.352545,0.581328,0.227895,0.025214,0.821372,0.003675,TUMORLU
0.514341,0.186938,0.919812,0.861094,0.800508,0.756139,TUMORLU
0.428740,0.608288,0.236540,0.031014,0.825438,0.004619,TUMORLU
0.407253,0.138638,0.944828,0.882872,0.839755,0.792132,TUMORLU
0.161255,0.319181,0.529041,0.282095,0.950688,0.104350,TUMORLU
0.466021,0.183421,0.915269,0.839737,0.834735,0.721645,TUMORLU
0.378685,0.568160,0.254740,0.048903,0.694941,0.008180,TUMORLU
0.361749,0.119336,0.954161,0.924725,0.763269,0.863644,TUMORLU
0.304231,0.530285,0.267556,0.041936,0.812706,0.006726,TUMORLU
0.387322,0.150586,0.933079,0.866214,0.836780,0.764525,TUMORLU
0.465844,0.599579,0.246262,0.037690,0.696189,0.005851,TUMORLU
0.619631,0.218158,0.907725,0.769335,0.866019,0.613619,TUMORLU
0.433784,0.587872,0.242155,0.034640,0.722847,0.005286,TUMORLU
0.697785,0.247916,0.898155,0.734082,0.876482,0.562794,TUMORLU
0.305337,0.462367,0.408295,0.255457,0.909952,0.088526,TUMORLU
0.456618,0.156455,0.934633,0.856960,0.850593,0.749398,TUMORLU
0.275523,0.473374,0.330809,0.058744,0.902335,0.010226,TUMORLU
0.366729,0.129973,0.947316,0.898695,0.818211,0.818807,TUMORLU
0.319691,0.483558,0.385253,0.168382,0.906622,0.045473,TUMORLU
0.899801,0.312502,0.873934,0.722394,0.839784,0.546429,TUMORLU
0.303226,0.535017,0.257054,0.033246,0.874938,0.005022,TUMORLU
0.444235,0.164446,0.928102,0.859787,0.837380,0.754002,TUMORLU
0.183165,0.369647,0.441123,0.096756,0.915222,0.020048,TUMORLU
0.621926,0.227480,0.901570,0.802328,0.837211,0.663163,TUMORLU
0.347306,0.575778,0.229962,0.023831,0.837531,0.003493,TUMORLU
0.329329,0.122870,0.947597,0.910305,0.814804,0.838657,TUMORLU
0.328410,0.542802,0.263470,0.030382,0.855748,0.004511,TUMORLU
0.516618,0.176391,0.929552,0.824267,0.867142,0.697162,TUMORLU
0.326268,0.557733,0.225898,0.025508,0.783276,0.003692,TUMORLU
0.725400,0.257978,0.892737,0.756374,0.847620,0.594688,TUMORLU
0.327639,0.500078,0.337667,0.080373,0.864749,0.015490,TUMORLU
0.537738,0.191405,0.919613,0.814568,0.865205,0.682026,TUMORLU
0.256220,0.452930,0.349486,0.052557,0.896968,0.008857,TUMORLU
0.598278,0.219701,0.906445,0.754428,0.879053,0.591863,TUMORLU
0.271083,0.470149,0.334259,0.051671,0.891717,0.008666,TUMORLU
0.599432,0.214205,0.915850,0.784772,0.871923,0.636565,TUMORLU
0.363280,0.518481,0.336151,0.112638,0.874117,0.024928,TUMORLU
0.278734,0.099398,0.960663,0.942173,0.731938,0.894363,TUMORLU
0.369173,0.555516,0.278222,0.068128,0.880958,0.012431,TUMORLU
0.356235,0.125804,0.948881,0.916405,0.776630,0.849182,TUMORLU
0.286924,0.498942,0.311080,0.039916,0.897962,0.006303,TUMORLU
0.342853,0.130255,0.944548,0.911617,0.789263,0.840917,TUMORLU
0.253779,0.480207,0.312990,0.051019,0.830926,0.008515,TUMORLU
0.593238,0.224813,0.902680,0.812091,0.813593,0.678188,TUMORLU
0.370260,0.576122,0.250571,0.046450,0.796256,0.007570,TUMORLU
0.503863,0.191006,0.921248,0.833179,0.829093,0.711216,TUMORLU
0.188473,0.420894,0.349628,0.048272,0.947916,0.007937,TUMORLU
0.688247,0.238130,0.905754,0.766478,0.851934,0.609420,TUMORLU
0.249088,0.484357,0.292158,0.033675,0.905604,0.005108,TUMORLU
0.730618,0.278867,0.881206,0.773559,0.825048,0.619862,TUMORLU
0.298812,0.520233,0.275757,0.034205,0.844629,0.005216,TUMORLU
0.215898,0.079271,0.966539,0.953742,0.729708,0.915028,TUMORLU
0.306764,0.517638,0.288227,0.044658,0.833743,0.007236,TUMORLU
0.478943,0.166536,0.931674,0.890816,0.767650,0.805469,TUMORLU
0.410575,0.608985,0.224890,0.027532,0.812470,0.004061,TUMORLU
0.576932,0.194870,0.922447,0.843342,0.827653,0.727411,TUMORLU
0.417430,0.611301,0.225311,0.036015,0.804464,0.005543,TUMORLU
0.621258,0.219213,0.909317,0.800520,0.852192,0.660402,TUMORLU
0.508645,0.686957,0.170465,0.022677,0.677656,0.003243,TUMORLU
0.480588,0.159127,0.939196,0.892046,0.783738,0.807545,TUMORLU
0.466826,0.656636,0.188372,0.029257,0.678571,0.004371,TUMORLU
0.265286,0.090611,0.963725,0.947877,0.745409,0.904523,TUMORLU
0.328291,0.542125,0.259788,0.044112,0.738970,0.007277,TUMORLU
0.645012,0.237465,0.897149,0.749258,0.868639,0.584410,TUMORLU
0.508878,0.680378,0.184673,0.023736,0.675196,0.003428,TUMORLU
0.187298,0.068280,0.970040,0.963229,0.684047,0.932149,TUMORLU
0.411094,0.617502,0.215563,0.040824,0.652623,0.006439,TUMORLU
0.346733,0.129571,0.943741,0.917027,0.764383,0.850261,TUMORLU
0.356148,0.537341,0.291191,0.056206,0.815467,0.009760,TUMORLU
0.664643,0.237258,0.902103,0.772802,0.860753,0.618740,TUMORLU
0.188727,0.389891,0.410405,0.085303,0.936074,0.016833,TUMORLU
0.488558,0.178073,0.924015,0.879213,0.769996,0.786026,TUMORLU
0.232003,0.408031,0.426534,0.120621,0.913053,0.027534,TUMORLU
0.320727,0.114416,0.950886,0.919815,0.789475,0.855095,TUMORLU
0.159499,0.353740,0.435040,0.074211,0.938209,0.013926,TUMORLU
0.431985,0.163052,0.929342,0.879744,0.807759,0.786910,TUMORLU
0.250189,0.449085,0.364133,0.078494,0.906324,0.015039,TUMORLU
