@RELATION LBP

@ATTRIBUTE lbp_energy NUMERIC
@ATTRIBUTE lbp_entropy NUMERIC
@ATTRIBUTE lbp_mean NUMERIC
@ATTRIBUTE lbp_std NUMERIC
@ATTRIBUTE class {BASLANGIC,NORMAL,TUMORLU}

@DATA
0.931760,0.079006,0.970707,0.190650,TUMORLU
0.042820,0.953723,0.119459,0.926625,TUMORLU
0.926166,0.085305,0.969054,0.196834,TUMORLU
0.035870,0.965703,0.105388,0.925068,TUMORLU
0.935197,0.075787,0.972647,0.184437,TUMORLU
0.039279,0.960703,0.113443,0.922742,TUMORLU
0.927188,0.083287,0.969982,0.191275,TUMORLU
0.037486,0.963374,0.113443,0.921317,TUMORLU
0.941581,0.069244,0.975345,0.177073,TUMORLU
0.042089,0.957622,0.125084,0.924470,TUMORLU
0.938382,0.073212,0.974803,0.180996,TUMORLU
0.043418,0.953880,0.123444,0.929512,TUMORLU
0.943506,0.066440,0.975476,0.174813,TUMORLU
0.048125,0.948602,0.135047,0.959884,TUMORLU
0.961250,0.048253,0.982107,0.154445,TUMORLU
0.045051,0.953156,0.132224,0.957163,TUMORLU
0.922495,0.088582,0.966656,0.204697,TUMORLU
0.051025,0.943846,0.139097,0.972516,TUMORLU
0.956475,0.053431,0.981257,0.155814,TUMORLU
0.054256,0.940145,0.147270,0.968151,TUMORLU
0.908641,0.100276,0.961110,0.214192,TUMORLU
0.064934,0.918786,0.181652,0.978477,TUMORLU
0.878738,0.128926,0.947731,0.247100,TUMORLU
0.051031,0.944395,0.142579,0.963708,TUMORLU
0.852640,0.151163,0.936370,0.268086,TUMORLU
0.035785,0.965942,0.101866,0.924313,TUMORLU
0.849799,0.156579,0.938781,0.266230,TUMORLU
0.052711,0.943723,0.138196,0.965707,TUMORLU
0.934320,0.074952,0.971687,0.182947,TUMORLU
0.036403,0.963765,0.115468,0.924657,TUMORLU
0.922118,0.088233,0.967140,0.199200,TUMORLU
0.031160,0.967206,0.088409,0.911889,TUMORLU
0.881086,0.126237,0.950096,0.240300,TUMORLU
0.029113,0.969658,0.116591,0.933914,TUMORLU
0.882814,0.125009,0.950102,0.240111,TUMORLU
0.032116,0.950161,0.191124,0.929826,TUMORLU
0.864945,0.142671,0.942178,0.259769,TUMORLU
0.027856,0.976561,0.081739,0.914903,TUMORLU
0.889377,0.120270,0.953356,0.235733,TUMORLU
0.025335,0.978968,0.072423,0.903352,TUMORLU
0.819931,0.182583,0.922998,0.294180,TUMORLU
0.032152,0.969462,0.090819,0.917690,TUMORLU
0.858945,0.147035,0.940577,0.260915,TUMORLU
0.021215,0.978115,0.089696,0.896321,TUMORLU
0.824586,0.178946,0.925179,0.290494,TUMORLU
0.017656,0.990091,0.051694,0.891706,TUMORLU
0.948760,0.061144,0.977775,0.166698,TUMORLU
0.033089,0.970501,0.096516,0.927381,TUMORLU
0.960475,0.049138,0.982603,0.151983,TUMORLU
0.034524,0.969055,0.103356,0.932907,TUMORLU
0.955574,0.054075,0.981225,0.153646,TUMORLU
0.027195,0.973990,0.084567,0.901286,TUMORLU
0.877617,0.130066,0.948227,0.244446,TUMORLU
0.028069,0.966642,0.132420,0.908018,TUMORLU
0.848955,0.156451,0.936906,0.267754,TUMORLU
0.050227,0.939913,0.156853,0.951893,TUMORLU
0.808757,0.191541,0.920881,0.294483,TUMORLU
0.022670,0.977737,0.088984,0.898917,TUMORLU
0.869578,0.139320,0.945131,0.254932,TUMORLU
0.019707,0.984304,0.089271,0.910438,TUMORLU
0.838966,0.168592,0.934835,0.279631,TUMORLU
0.034825,0.962717,0.088030,0.938626,TUMORLU
0.947855,0.063067,0.977632,0.171219,TUMORLU
0.029000,0.974110,0.081771,0.920669,TUMORLU
0.893610,0.115815,0.954917,0.230628,TUMORLU
0.052152,0.940544,0.186055,0.919985,TUMORLU
0.918579,0.091910,0.965428,0.204377,TUMORLU
0.029613,0.969465,0.121073,0.893315,TUMORLU
0.880333,0.127848,0.948979,0.243701,TUMORLU
0.037323,0.965115,0.108824,0.947804,TUMORLU
0.957120,0.052407,0.981826,0.151293,TUMORLU
0.052428,0.944578,0.144572,0.960794,TUMORLU
0.901482,0.108000,0.958608,0.222872,TUMORLU
0.040441,0.958318,0.120531,0.936399,TUMORLU
0.905247,0.103693,0.959183,0.218918,TUMORLU
0.040330,0.960968,0.123327,0.943511,TUMORLU
0.916421,0.095421,0.963971,0.214676,TUMORLU
0.044535,0.956732,0.130957,0.952319,TUMORLU
0.904478,0.106005,0.960548,0.218177,TUMORLU
0.047514,0.929450,0.211677,0.948673,TUMORLU
0.832664,0.169483,0.928629,0.282227,TUMORLU
0.033395,0.965877,0.091649,0.917322,TUMORLU
0.960347,0.048661,0.982891,0.147142,TUMORLU
0.024121,0.982054,0.072299,0.924077,TUMORLU
0.885774,0.123514,0.952487,0.235553,TUMORLU
0.043545,0.958794,0.120818,0.954171,TUMORLU
0.936849,0.075259,0.974653,0.186189,TUMORLU
0.044824,0.953712,0.128239,0.937572,TUMORLU
0.867510,0.140070,0.944177,0.253975,TUMORLU
0.040457,0.951075,0.112208,0.912678,TUMORLU
0.950042,0.060102,0.978265,0.165477,TUMORLU
0.062446,0.933250,0.171487,0.960530,TUMORLU
0.927177,0.084690,0.970707,0.192408,TUMORLU
0.033007,0.963721,0.130794,0.934990,TUMORLU
0.912260,0.099387,0.962874,0.214823,TUMORLU
0.044658,0.955712,0.118982,0.952322,TUMORLU
0.913903,0.097260,0.963390,0.212106,TUMORLU
0.045296,0.956058,0.125705,0.960890,TUMORLU
0.861054,0.144743,0.939297,0.263176,TUMORLU
0.051839,0.943039,0.156344,0.959625,TUMORLU
0.995263,0.006719,0.996897,0.081375,TUMORLU
0.930491,0.080353,0.971550,0.190933,TUMORLU
0.039991,0.959482,0.109562,0.934922,TUMORLU
0.935194,0.076077,0.972745,0.186263,TUMORLU
0.047725,0.947033,0.128148,0.959525,TUMORLU
0.942858,0.068059,0.976704,0.173514,TUMORLU
0.024375,0.983114,0.083222,0.924950,TUMORLU
0.881339,0.125946,0.949168,0.241751,TUMORLU
0.020887,0.987535,0.072318,0.905797,TUMORLU
0.908506,0.101122,0.961071,0.214505,TUMORLU
0.020085,0.978487,0.102278,0.910929,TUMORLU
0.883193,0.124407,0.949880,0.240010,TUMORLU
0.041969,0.955327,0.140430,0.936527,TUMORLU
0.864569,0.143141,0.943053,0.255622,TUMORLU
0.033216,0.968960,0.107707,0.925044,TUMORLU
0.882910,0.127013,0.950873,0.241805,TUMORLU
0.032106,0.969149,0.090414,0.935461,TUMORLU
0.956988,0.053257,0.981558,0.157279,TUMORLU
0.046474,0.951366,0.127684,0.948989,TUMORLU
0.884900,0.124499,0.952069,0.238654,TUMORLU
0.037990,0.958658,0.128063,0.939139,TUMORLU
0.890872,0.118358,0.955949,0.226255,TUMORLU
0.029131,0.947515,0.189962,0.907047,TUMORLU
0.914782,0.096502,0.964213,0.209575,TUMORLU
0.033285,0.962318,0.152378,0.931919,TUMORLU
0.951065,0.059907,0.979964,0.163387,TUMORLU
0.053996,0.942040,0.152659,0.959137,TUMORLU
0.937743,0.073998,0.974130,0.183400,TUMORLU
0.023589,0.978360,0.132630,0.919833,TUMORLU
0.937240,0.073234,0.973960,0.178188,TUMORLU
0.057555,0.923342,0.200382,0.990409,TUMORLU
0.866935,0.138041,0.943419,0.252473,TUMORLU
0.034498,0.942562,0.201218,0.927080,TUMORLU
0.920842,0.091268,0.968669,0.201711,TUMORLU
0.038284,0.933830,0.221104,0.919117,TUMORLU
0.939020,0.072794,0.974796,0.182176,TUMORLU
0.040280,0.952209,0.136739,0.937608,TUMORLU
0.844205,0.162198,0.933123,0.278539,TUMORLU
0.035411,0.952710,0.145682,0.926873,TUMORLU
0.838321,0.164730,0.931373,0.276043,TUMORLU
0.059528,0.933408,0.157853,0.962683,TUMORLU
0.952739,0.057903,0.979722,0.163759,TUMORLU
0.041430,0.957216,0.115304,0.950577,TUMORLU
0.946061,0.064765,0.977958,0.168441,TUMORLU
0.024067,0.970403,0.120962,0.915958,TUMORLU
0.877530,0.128158,0.946921,0.245718,TUMORLU
0.025637,0.948475,0.180117,0.886320,TUMORLU
0.875263,0.132734,0.947613,0.245993,TUMORLU
0.020988,0.987709,0.060115,0.914057,TUMORLU
0.922636,0.086669,0.967173,0.196919,TUMORLU
0.019831,0.987737,0.062565,0.905784,TUMORLU
0.920860,0.088963,0.966728,0.198527,TUMORLU
0.038019,0.965256,0.119165,0.937334,TUMORLU
0.895237,0.113906,0.955231,0.229339,TUMORLU
0.049832,0.943491,0.149439,0.968723,TUMORLU
0.904861,0.105351,0.959568,0.219911,TUMORLU
0.041347,0.952885,0.168469,0.954274,TUMORLU
0.930878,0.078893,0.970700,0.187364,TUMORLU
0.046276,0.918932,0.243871,0.915849,TUMORLU
0.896846,0.113250,0.957118,0.227693,TUMORLU
0.043450,0.953243,0.121471,0.936431,TUMORLU
0.941843,0.068242,0.975110,0.174947,TUMORLU
0.056785,0.935820,0.152496,0.958942,TUMORLU
0.912023,0.098152,0.963338,0.209905,TUMORLU
0.048958,0.946157,0.147041,0.955144,TUMORLU
0.882436,0.125895,0.950259,0.241049,TUMORLU
0.044779,0.953919,0.133002,0.952639,TUMORLU
0.870101,0.137132,0.946575,0.247462,TUMORLU
0.028218,0.943010,0.191922,0.892643,TUMORLU
0.922506,0.087049,0.967323,0.197052,TUMORLU
0.051486,0.944868,0.137686,0.964919,TUMORLU
0.937763,0.071438,0.973261,0.177461,TUMORLU
0.032172,0.954993,0.160982,0.945385,TUMORLU
0.839981,0.165078,0.932999,0.275693,TUMORLU
0.024175,0.978843,0.084195,0.928747,TUMORLU
0.916054,0.094224,0.965363,0.203165,TUMORLU
0.017352,0.982874,0.060951,0.876666,TUMORLU
0.883426,0.125523,0.949691,0.244074,TUMORLU
0.036083,0.959105,0.094491,0.937864,TUMORLU
0.934686,0.076469,0.972889,0.184145,TUMORLU
0.022029,0.982086,0.062970,0.899229,TUMORLU
0.908276,0.099257,0.960908,0.212486,TUMORLU
0.011934,0.996955,0.028196,0.888193,TUMORLU
0.867664,0.138222,0.943204,0.253385,TUMORLU
0.022620,0.972867,0.134949,0.906487,TUMORLU
0.899742,0.108426,0.958190,0.220373,TUMORLU
0.033445,0.964959,0.126992,0.934908,TUMORLU
0.877611,0.130735,0.948574,0.244852,TUMORLU
0.030062,0.970598,0.114377,0.933606,TUMORLU
0.884548,0.123879,0.950618,0.240747,TUMORLU
0.025428,0.974126,0.122713,0.922144,TUMORLU
0.951451,0.059458,0.979493,0.164455,TUMORLU
0.039503,0.959630,0.113946,0.955439,TUMORLU
0.933793,0.077579,0.972536,0.185819,TUMORLU
0.037233,0.963387,0.105296,0.938321,TUMORLU
0.932266,0.079072,0.971576,0.189453,TUMORLU
0.009554,0.990981,0.056966,0.871047,TUMORLU
0.876588,0.134258,0.950840,0.245806,TUMORLU
0.004577,0.998120,0.047683,0.854773,TUMORLU
0.901591,0.110009,0.960594,0.223708,TUMORLU
0.027849,0.967940,0.078531,0.891595,TUMORLU
0.876500,0.132293,0.946699,0.250697,TUMORLU
0.020221,0.985944,0.055914,0.903893,TUMORLU
0.857610,0.149097,0.938983,0.266520,TUMORLU
0.047115,0.952401,0.129317,0.959395,TUMORLU
0.960085,0.049805,0.982688,0.151222,TUMORLU
0.030053,0.972548,0.113312,0.941189,TUMORLU
0.920211,0.091382,0.966944,0.203394,TUMORLU
0.031589,0.971889,0.094550,0.944780,TUMORLU
0.894847,0.115465,0.956504,0.228711,TUMORLU
0.046528,0.949505,0.148844,0.968330,TUMORLU
0.892373,0.116776,0.954375,0.231517,TUMORLU
0.056416,0.936026,0.149118,0.969187,TUMORLU
0.918326,0.092393,0.965481,0.205424,TUMORLU
0.052169,0.941210,0.140691,0.972241,TUMORLU
0.956609,0.052507,0.980173,0.159078,TUMORLU
0.051078,0.941537,0.147760,0.963292,TUMORLU
0.871092,0.135840,0.944425,0.253486,TUMORLU
0.044780,0.953494,0.126351,0.954634,TUMORLU
0.969668,0.038267,0.985902,0.136440,TUMORLU
0.032268,0.966462,0.127142,0.935631,TUMORLU
0.932398,0.078220,0.971843,0.185474,TUMORLU
0.058110,0.930938,0.171598,0.973098,TUMORLU
0.874438,0.131901,0.946509,0.247737,TUMORLU
0.028957,0.973149,0.087906,0.910246,TUMORLU
0.903594,0.107276,0.959843,0.222313,TUMORLU
0.034655,0.966734,0.108896,0.923547,TUMORLU
0.938519,0.071681,0.973914,0.178581,TUMORLU
0.026128,0.975128,0.075454,0.898692,TUMORLU
0.909883,0.100057,0.961580,0.215326,TUMORLU
0.040292,0.960363,0.122798,0.943685,TUMORLU
0.921622,0.088043,0.966526,0.198926,TUMORLU
0.043048,0.955561,0.126319,0.948365,TUMORLU
0.911142,0.098752,0.963155,0.209629,TUMORLU
0.039013,0.961648,0.121700,0.941870,TUMORLU
0.894745,0.113632,0.956276,0.226357,TUMORLU
0.048809,0.949130,0.135471,0.954887,TUMORLU
0.977468,0.029479,0.989417,0.121234,TUMORLU
0.040821,0.957494,0.111045,0.945527,TUMORLU
0.889899,0.117763,0.953924,0.230859,TUMORLU
0.076085,0.902834,0.205536,0.983962,TUMORLU
0.870975,0.135783,0.944745,0.253121,TUMORLU
0.030735,0.933704,0.175818,0.877743,TUMORLU
0.899745,0.108403,0.957804,0.222074,TUMORLU
0.048860,0.945758,0.134165,0.949347,TUMORLU
0.949277,0.060112,0.977710,0.166566,TUMORLU
0.058393,0.932331,0.157082,0.962010,TUMORLU
0.932785,0.077316,0.972235,0.183348,TUMORLU
