@RELATION GLCM_LBP

@ATTRIBUTE glcm_contrast NUMERIC
@ATTRIBUTE glcm_dissimilarity NUMERIC
@ATTRIBUTE glcm_homogeneity NUMERIC
@ATTRIBUTE glcm_energy NUMERIC
@ATTRIBUTE glcm_correlation NUMERIC
@ATTRIBUTE glcm_ASM NUMERIC
@ATTRIBUTE lbp_energy NUMERIC
@ATTRIBUTE lbp_entropy NUMERIC
@ATTRIBUTE lbp_mean NUMERIC
@ATTRIBUTE lbp_std NUMERIC
@ATTRIBUTE class {BASLANGIC,NORMAL,TUMORLU}

@DATA
0.135142,0.061525,0.993077,0.984572,0.616637,0.972223,0.979032,0.027411,0.990096,0.115021,BASLANGIC
0.155579,0.705689,0.240040,0.043685,0.823996,0.009858,0.022603,0.974423,0.054595,0.900074,BASLANGIC
0.242438,0.114067,0.986256,0.954374,0.772278,0.918975,0.955450,0.053302,0.980558,0.155286,BASLANGIC
0.106189,0.593108,0.311031,0.046097,0.845320,0.010459,0.040113,0.957095,0.111104,0.930001,BASLANGIC
0.280512,0.127098,0.985452,0.941059,0.797868,0.895968,0.948765,0.060206,0.978363,0.161626,BASLANGIC
0.226849,0.886175,0.106772,0.020688,0.699077,0.004316,0.065332,0.927137,0.166999,0.985117,BASLANGIC
0.149841,0.072247,0.990576,0.979405,0.679973,0.963008,0.973826,0.033208,0.987529,0.129108,BASLANGIC
0.103867,0.569394,0.337112,0.044240,0.867458,0.009951,0.028932,0.972521,0.075892,0.923897,BASLANGIC
0.130377,0.059002,0.993338,0.984896,0.622283,0.972804,0.978382,0.027919,0.989554,0.118734,BASLANGIC
0.173857,0.754618,0.207666,0.035701,0.784628,0.007802,0.022433,0.975975,0.063689,0.899842,BASLANGIC
0.189333,0.085977,0.990289,0.970406,0.727795,0.947060,0.966688,0.041176,0.985576,0.135076,BASLANGIC
0.164511,0.694206,0.243310,0.072022,0.579376,0.017930,0.051355,0.945893,0.136856,0.960442,BASLANGIC
0.154797,0.070457,0.991623,0.979189,0.677061,0.962624,0.974997,0.031563,0.987973,0.124712,BASLANGIC
0.099341,0.562963,0.335616,0.039896,0.883267,0.008832,0.028332,0.972213,0.082085,0.917149,BASLANGIC
0.123934,0.058105,0.992885,0.985506,0.615835,0.973895,0.979685,0.026505,0.990175,0.114494,BASLANGIC
0.097282,0.483214,0.450961,0.154018,0.882780,0.048077,0.038461,0.961520,0.126221,0.928859,BASLANGIC
0.068994,0.031244,0.996597,0.995304,0.300535,0.991504,0.992374,0.010470,0.995558,0.086420,BASLANGIC
0.138626,0.622406,0.308073,0.087531,0.731721,0.022772,0.065080,0.927636,0.170239,0.981195,BASLANGIC
0.266536,0.117395,0.987518,0.948086,0.784357,0.908074,0.956875,0.050745,0.980826,0.151652,BASLANGIC
0.103620,0.562348,0.340603,0.042006,0.877838,0.009353,0.028671,0.972653,0.084698,0.912745,BASLANGIC
0.214041,0.099769,0.987671,0.961628,0.760211,0.931631,0.960737,0.048064,0.982962,0.146690,BASLANGIC
0.163123,0.724141,0.242748,0.053723,0.808562,0.012448,0.071326,0.918155,0.179927,0.991927,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.176136,0.720985,0.268146,0.101009,0.876207,0.027194,0.063551,0.930788,0.175870,0.976276,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.160563,0.753512,0.181045,0.026788,0.863776,0.005654,0.030947,0.973556,0.088056,0.938800,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.152452,0.772874,0.136899,0.002483,0.881114,0.000497,0.035978,0.966171,0.096189,0.949498,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.215547,0.900718,0.088014,0.008331,0.777753,0.001656,0.050936,0.945905,0.135929,0.974524,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.215293,0.871287,0.124490,0.018276,0.848385,0.003731,0.049803,0.943728,0.133113,0.968916,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.157856,0.668645,0.307553,0.151778,0.862981,0.047069,0.046599,0.933077,0.205556,0.975254,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.121530,0.489833,0.499962,0.383568,0.906067,0.191322,0.110624,0.828295,0.378310,0.891369,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.124921,0.500780,0.497114,0.399923,0.898670,0.204798,0.121610,0.816705,0.395726,0.896361,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.160646,0.749596,0.191826,0.021818,0.876398,0.004468,0.050313,0.947108,0.139077,0.968920,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.170754,0.788210,0.144482,0.011950,0.828205,0.002390,0.027670,0.975468,0.072965,0.928543,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.143578,0.760214,0.140880,0.002465,0.888489,0.000490,0.030847,0.973683,0.081386,0.944481,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.157898,0.791436,0.132050,0.000000,0.910344,0.000000,0.039294,0.962318,0.108282,0.958179,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.176655,0.746469,0.228361,0.051298,0.911632,0.011741,0.073081,0.914965,0.183377,0.984783,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.222432,0.850150,0.152632,0.015885,0.862159,0.003181,0.065649,0.927085,0.171598,0.985476,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.123106,0.572026,0.376840,0.089040,0.924170,0.023079,0.049005,0.945610,0.150843,0.954970,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.111927,0.538005,0.418167,0.232498,0.926451,0.087398,0.046953,0.931391,0.206934,0.954872,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.176682,0.729316,0.244316,0.057366,0.675787,0.013616,0.038131,0.959646,0.118055,0.946323,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.244698,0.917170,0.111303,0.049745,0.426453,0.011587,0.061630,0.928522,0.160897,0.985544,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.136497,0.603122,0.370019,0.190972,0.928947,0.065326,0.052400,0.914934,0.243949,0.962763,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.138067,0.671452,0.267690,0.044120,0.894582,0.009845,0.051279,0.944934,0.143735,0.964717,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.185602,0.834677,0.126321,0.007283,0.868193,0.001432,0.022321,0.984989,0.067144,0.931146,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.152118,0.702698,0.246905,0.058856,0.896345,0.013928,0.043758,0.953488,0.122562,0.958664,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.167456,0.774642,0.160152,0.015110,0.835243,0.003034,0.036085,0.963676,0.097280,0.939396,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.130753,0.666476,0.252861,0.079904,0.742550,0.020247,0.039246,0.961729,0.107341,0.951347,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.078537,0.486658,0.410225,0.096884,0.826690,0.025936,0.042982,0.955029,0.131519,0.939683,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.156061,0.681151,0.278382,0.078812,0.889141,0.019809,0.022607,0.973708,0.102696,0.926441,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.126580,0.570322,0.392993,0.139845,0.704188,0.042109,0.035175,0.964685,0.124477,0.930865,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.163554,0.656463,0.324924,0.117699,0.913781,0.033249,0.027430,0.961459,0.148315,0.930038,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.168739,0.629134,0.330108,0.057864,0.901779,0.013643,0.033211,0.964015,0.090369,0.925146,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.232442,0.891311,0.098066,0.020468,0.674705,0.004268,0.042394,0.957900,0.115971,0.962399,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.187886,0.814750,0.143773,0.011516,0.835385,0.002336,0.039003,0.958703,0.103108,0.943191,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.121841,0.640912,0.271477,0.016949,0.936248,0.003389,0.033582,0.968031,0.091518,0.923004,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.132767,0.624140,0.323494,0.106344,0.659947,0.029269,0.062720,0.928412,0.162269,0.982637,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.098426,0.578531,0.316774,0.092016,0.750102,0.024427,0.044758,0.948035,0.122425,0.952202,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.102320,0.529895,0.390670,0.133856,0.834130,0.039701,0.031843,0.969513,0.098816,0.924702,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.095698,0.504427,0.423370,0.222519,0.922185,0.081856,0.051094,0.937591,0.191745,0.948354,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.320999,0.851668,0.199909,0.027323,0.718002,0.005713,0.033775,0.970124,0.097019,0.944713,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.153742,0.644673,0.319044,0.098917,0.884221,0.026432,0.036095,0.960873,0.140658,0.938757,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.169938,0.702101,0.260443,0.049013,0.883965,0.011103,0.048375,0.946323,0.148236,0.960063,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.202227,0.868437,0.106001,0.011873,0.790293,0.002392,0.039479,0.959973,0.106374,0.953130,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.100885,0.531042,0.390952,0.180186,0.921524,0.060077,0.044581,0.950138,0.160348,0.954865,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.160146,0.693179,0.263565,0.053088,0.893400,0.012221,0.046177,0.948938,0.140097,0.958320,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.205435,0.876384,0.098048,0.012910,0.782594,0.002607,0.042050,0.958018,0.116807,0.954547,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.148005,0.625467,0.336979,0.104269,0.890418,0.028314,0.034282,0.963777,0.123686,0.939585,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.161205,0.684285,0.276522,0.056211,0.891272,0.013067,0.044725,0.953385,0.132649,0.956805,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.162331,0.733604,0.226366,0.031614,0.850541,0.006703,0.031526,0.974466,0.094504,0.941985,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.199653,0.858629,0.114507,0.012014,0.795685,0.002432,0.032172,0.968640,0.090976,0.939368,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.096830,0.504293,0.423338,0.213108,0.922048,0.076758,0.047585,0.946349,0.171578,0.949925,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.159227,0.676293,0.295783,0.115998,0.868021,0.032625,0.074600,0.913272,0.195907,0.980943,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.150119,0.657954,0.307597,0.117957,0.877488,0.033377,0.073082,0.915345,0.192268,0.978221,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.095584,0.492075,0.438263,0.249724,0.924535,0.097387,0.042764,0.942153,0.197069,0.944742,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.160880,0.671624,0.306128,0.117797,0.866457,0.033313,0.068688,0.921551,0.181469,0.981597,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.060450,0.406341,0.495997,0.213091,0.927206,0.076763,0.082048,0.902974,0.239206,0.967860,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.170987,0.763741,0.199705,0.027194,0.842969,0.005660,0.035994,0.968045,0.104767,0.945699,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.066800,0.417782,0.489660,0.207694,0.921034,0.073910,0.088842,0.894157,0.241414,0.977057,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.197946,0.742191,0.262095,0.052038,0.770233,0.011965,0.045427,0.950226,0.124744,0.946992,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.150571,0.626272,0.338336,0.122436,0.887732,0.035069,0.034545,0.958207,0.148890,0.931777,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.186290,0.733223,0.262832,0.051259,0.783299,0.011755,0.045008,0.950642,0.119734,0.944374,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.169452,0.709488,0.252131,0.046077,0.885559,0.010330,0.052955,0.940692,0.151980,0.969652,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.210596,0.876882,0.105549,0.014004,0.773446,0.002834,0.043176,0.956319,0.118584,0.955409,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.138728,0.610328,0.363446,0.187583,0.927669,0.063649,0.057581,0.907660,0.252912,0.964958,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.137676,0.611275,0.364203,0.187391,0.928561,0.063557,0.060198,0.904619,0.262822,0.968290,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.079432,0.480654,0.425631,0.152206,0.725772,0.047490,0.033913,0.964978,0.129219,0.943852,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.190471,0.808065,0.158247,0.015460,0.799062,0.003200,0.048860,0.945730,0.125979,0.969858,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.066607,0.412399,0.498228,0.213040,0.921254,0.076741,0.081538,0.903891,0.231380,0.973336,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.060272,0.408747,0.491025,0.207417,0.927557,0.073767,0.081214,0.904449,0.231602,0.972389,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.191849,0.736893,0.267802,0.053035,0.777137,0.012234,0.040427,0.957359,0.115703,0.942514,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.132120,0.651402,0.278498,0.045192,0.825260,0.010168,0.041599,0.959214,0.117441,0.948804,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.135067,0.633806,0.309614,0.087888,0.816382,0.022762,0.057800,0.937632,0.157605,0.959233,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.130227,0.659518,0.263080,0.082826,0.569808,0.021316,0.030710,0.971225,0.080426,0.941390,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.087187,0.481668,0.436771,0.138942,0.942078,0.041677,0.020540,0.969236,0.123601,0.911768,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.212760,0.777083,0.223538,0.055578,0.647025,0.013019,0.051674,0.943364,0.145225,0.965164,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.159595,0.747406,0.196886,0.034276,0.775952,0.007478,0.054037,0.940785,0.151313,0.965663,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.263019,0.938532,0.110924,0.024514,0.678102,0.005208,0.051736,0.937059,0.139175,0.974909,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.234942,0.884304,0.137946,0.016388,0.840746,0.003348,0.045335,0.951236,0.127318,0.970389,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.195926,0.659445,0.313737,0.087000,0.530133,0.022530,0.046005,0.953424,0.128991,0.953212,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.111315,0.605088,0.303153,0.091298,0.770121,0.023876,0.032169,0.972088,0.098829,0.939304,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.190512,0.769893,0.222145,0.030462,0.873262,0.006475,0.037651,0.963301,0.104251,0.940940,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.189832,0.840195,0.123685,0.006064,0.867691,0.001190,0.032572,0.970869,0.090140,0.942568,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.158181,0.686870,0.279069,0.054433,0.890122,0.012625,0.042222,0.956421,0.120531,0.941980,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.240455,1.000000,0.000000,0.012584,0.625677,0.002626,0.062838,0.927820,0.167704,0.989760,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.156558,0.746149,0.194756,0.026631,0.805012,0.005694,0.051403,0.945010,0.142298,0.973202,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.195437,0.811373,0.171004,0.047719,0.643103,0.010884,0.059269,0.932082,0.155501,0.986957,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.265493,0.967581,0.081176,0.023663,0.573184,0.005059,0.053221,0.939562,0.139770,0.975648,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.129369,0.593789,0.358920,0.075589,0.826185,0.018823,0.054431,0.937831,0.168599,0.959331,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.115599,0.562547,0.382634,0.176939,0.853586,0.058522,0.030860,0.950075,0.186225,0.932773,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.151359,0.692149,0.260545,0.048859,0.875399,0.011116,0.041122,0.956705,0.112874,0.945139,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.198673,0.808247,0.177581,0.039001,0.741269,0.008617,0.056494,0.935966,0.153711,0.968825,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.119905,0.583536,0.349168,0.088844,0.813806,0.023062,0.055937,0.939068,0.167129,0.959432,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.207625,0.766148,0.246695,0.063085,0.706662,0.015109,0.057466,0.936615,0.156997,0.957149,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.208165,0.885127,0.091776,0.016156,0.732117,0.003279,0.047133,0.952870,0.137732,0.968131,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.183650,0.807652,0.148976,0.019875,0.821080,0.004094,0.039998,0.960302,0.108360,0.954523,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.164367,0.800958,0.129069,0.017284,0.817672,0.003560,0.055253,0.940213,0.143827,0.976817,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.220842,0.918572,0.069499,0.004604,0.793573,0.000969,0.055469,0.938027,0.140436,0.982774,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.124311,0.588937,0.355567,0.100805,0.888961,0.027102,0.068461,0.923121,0.182011,0.974352,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.122781,0.589970,0.350345,0.093157,0.888926,0.024474,0.065152,0.927532,0.176994,0.971971,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.146153,0.683656,0.266426,0.049999,0.847916,0.011435,0.045307,0.952235,0.122830,0.948232,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.131590,0.634724,0.302653,0.077609,0.692277,0.019520,0.046614,0.952346,0.130487,0.965849,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.149568,0.667222,0.285513,0.093512,0.749117,0.024750,0.055888,0.934455,0.152404,0.967332,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.196011,0.798752,0.194067,0.016986,0.891069,0.003430,0.034785,0.967506,0.103474,0.934922,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.143736,0.708644,0.220031,0.015806,0.901244,0.003214,0.028959,0.974193,0.077715,0.928716,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.157672,0.707850,0.252098,0.082855,0.808593,0.021110,0.051157,0.946709,0.145382,0.960077,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.094031,0.519874,0.390406,0.091529,0.921280,0.023933,0.070085,0.920530,0.178830,0.976245,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.111980,0.600832,0.308147,0.039686,0.883351,0.008785,0.039687,0.954144,0.108732,0.924632,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.156122,0.706838,0.253228,0.080885,0.806499,0.020494,0.048954,0.948827,0.137666,0.961990,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.177276,0.775400,0.187651,0.004676,0.883243,0.000908,0.020646,0.981008,0.052726,0.902432,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.114750,0.568303,0.364304,0.115220,0.899853,0.032372,0.064884,0.926419,0.176125,0.966577,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.153532,0.683349,0.278910,0.079244,0.781298,0.019995,0.044768,0.953633,0.126887,0.949688,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.151441,0.701622,0.228569,0.056306,0.711058,0.013243,0.026744,0.977355,0.073377,0.920588,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.122976,0.655662,0.252760,0.071416,0.755021,0.017634,0.037120,0.964150,0.101625,0.933866,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,NORMAL
0.269814,0.754545,0.251906,0.073822,0.338882,0.018374,0.037049,0.967693,0.107948,0.947536,NORMAL
