@RELATION WAVELET_BAND_HL

@ATTRIBUTE HL_glcm_contrast NUMERIC
@ATTRIBUTE HL_glcm_dissimilarity NUMERIC
@ATTRIBUTE HL_glcm_homogeneity NUMERIC
@ATTRIBUTE HL_glcm_energy NUMERIC
@ATTRIBUTE HL_glcm_correlation NUMERIC
@ATTRIBUTE HL_glcm_ASM NUMERIC
@ATTRIBUTE class {BASLANGIC,NORMAL,TUMORLU}

@DATA
0.636581,0.716647,0.201757,0.117672,0.266170,0.037945,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.667838,0.757880,0.143149,0.074854,0.189807,0.021657,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.531767,0.662925,0.220331,0.122531,0.255626,0.039928,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.420599,0.603533,0.223412,0.115467,0.190904,0.036991,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.487412,0.667174,0.174111,0.088480,0.196158,0.026523,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.796376,0.897455,0.031447,0.016472,0.214813,0.004022,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.297319,0.447755,0.402613,0.289214,0.185154,0.131272,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.139124,0.319138,0.475075,0.292379,0.198336,0.133445,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.286963,0.466100,0.349827,0.217204,0.262282,0.086603,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.559828,0.735302,0.106304,0.052867,0.207956,0.014391,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.538350,0.649012,0.234035,0.137009,0.268047,0.046154,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.545926,0.646310,0.245499,0.151028,0.259693,0.052549,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.494879,0.658297,0.195660,0.107417,0.213174,0.033781,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.185398,0.368561,0.410827,0.244665,0.149724,0.102679,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.079663,0.228191,0.564920,0.351992,0.118827,0.176764,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.462388,0.660585,0.164787,0.074001,0.299377,0.021365,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.163386,0.341737,0.458831,0.299909,0.264003,0.138601,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.637562,0.749154,0.128127,0.058046,0.180184,0.016036,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.235642,0.457260,0.304893,0.159561,0.164026,0.056509,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.391569,0.583445,0.230927,0.127218,0.168221,0.041909,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.343463,0.544038,0.262066,0.139773,0.222257,0.047411,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.602062,0.728184,0.160799,0.089785,0.247850,0.027003,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.464888,0.640831,0.195030,0.095539,0.268270,0.029180,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.506940,0.655259,0.205189,0.107592,0.230826,0.033835,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.225709,0.446749,0.325412,0.179283,0.267104,0.066258,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.563073,0.683669,0.189856,0.098631,0.224130,0.030338,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.307636,0.563160,0.191331,0.085378,0.213439,0.025367,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.360841,0.560495,0.236046,0.124701,0.213245,0.040821,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.556619,0.717861,0.142982,0.072488,0.184165,0.020822,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.993617,0.989471,0.017405,0.010085,0.179048,0.002418,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.418728,0.588715,0.243005,0.129015,0.179308,0.042691,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.597341,0.679225,0.225642,0.119044,0.248855,0.038481,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.642397,0.739853,0.161525,0.088215,0.219470,0.026410,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.666536,0.790590,0.108187,0.056226,0.190896,0.015462,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.356113,0.521057,0.292885,0.153251,0.172384,0.053549,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.664114,0.751167,0.165191,0.095013,0.158387,0.028944,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.451217,0.659321,0.156681,0.076434,0.234933,0.022193,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.138384,0.333838,0.427855,0.233690,0.186993,0.096092,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.199660,0.410162,0.347703,0.184276,0.178137,0.068784,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.158493,0.349165,0.415567,0.247280,0.148066,0.104278,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.570938,0.686252,0.192166,0.106715,0.179581,0.033471,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.247642,0.408320,0.413361,0.276947,0.139615,0.123117,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.772993,0.825046,0.110958,0.051306,0.215280,0.013913,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.439222,0.612311,0.212319,0.098321,0.195632,0.030207,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.402663,0.577691,0.237687,0.123189,0.160788,0.040190,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.130998,0.334987,0.423003,0.229914,0.241773,0.093875,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.526765,0.723915,0.112414,0.048881,0.279232,0.013180,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.703896,0.782198,0.138160,0.076548,0.221174,0.022251,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.326679,0.525670,0.273172,0.151457,0.189358,0.052704,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.411007,0.617046,0.190241,0.092778,0.185839,0.028104,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.209695,0.407862,0.384285,0.243632,0.195277,0.102053,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.227766,0.450821,0.311002,0.137067,0.269673,0.046219,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.487140,0.648633,0.200178,0.106945,0.206398,0.033555,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.331601,0.521367,0.293574,0.177725,0.210351,0.065443,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.504926,0.710484,0.109652,0.043485,0.234090,0.011536,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.516702,0.699823,0.141689,0.064780,0.244774,0.018250,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.616255,0.753214,0.119894,0.049500,0.215242,0.013354,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.662314,0.817681,0.067943,0.032821,0.180794,0.008429,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.511242,0.622681,0.261286,0.156326,0.192451,0.055007,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.157703,0.364298,0.390390,0.222188,0.198371,0.089427,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.534173,0.738207,0.091647,0.040776,0.206251,0.010725,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.594351,0.728862,0.134564,0.065373,0.183770,0.018420,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.502142,0.655693,0.207366,0.102478,0.301525,0.031827,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.356588,0.572519,0.211540,0.095401,0.227754,0.029091,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.096351,0.203568,0.637985,0.464608,0.146884,0.273489,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.465392,0.681906,0.138585,0.062022,0.253567,0.017351,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.384098,0.529498,0.317657,0.173787,0.212323,0.063505,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.287869,0.494375,0.296142,0.158549,0.208985,0.056047,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.112833,0.302886,0.465745,0.269881,0.188777,0.118473,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.356375,0.545163,0.268332,0.136537,0.297627,0.045967,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.591915,0.768455,0.087045,0.038046,0.188354,0.009930,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.128765,0.088575,0.936445,0.935128,0.228973,0.888533,TUMORLU
0.114323,0.295554,0.479543,0.281073,0.258698,0.125843,TUMORLU
0.169820,0.110126,0.921878,0.919678,0.144456,0.862930,TUMORLU
0.197927,0.389181,0.382391,0.201815,0.287435,0.078074,TUMORLU
0.068838,0.046302,0.966164,0.965080,0.226436,0.939188,TUMORLU
0.178144,0.376773,0.392983,0.209842,0.298791,0.082460,TUMORLU
0.056878,0.044443,0.964961,0.963732,0.212349,0.936881,TUMORLU
0.119752,0.311144,0.454292,0.246731,0.284774,0.103955,TUMORLU
0.089307,0.054059,0.966176,0.965146,0.181278,0.939303,TUMORLU
0.152443,0.342529,0.434253,0.257240,0.319688,0.110454,TUMORLU
0.078753,0.050513,0.967153,0.965906,0.215608,0.940602,TUMORLU
0.281888,0.487755,0.293493,0.147272,0.303452,0.050801,TUMORLU
0.069156,0.043735,0.971931,0.971556,0.222447,0.950325,TUMORLU
0.242859,0.457487,0.315902,0.161294,0.297123,0.057367,TUMORLU
0.050144,0.041767,0.965928,0.964609,0.183247,0.938381,TUMORLU
0.227077,0.444369,0.318158,0.162072,0.306085,0.057725,TUMORLU
0.049857,0.038377,0.970448,0.970414,0.219494,0.948353,TUMORLU
0.234573,0.413386,0.366418,0.194583,0.195652,0.074157,TUMORLU
0.077267,0.037989,0.979149,0.979727,0.234368,0.964468,TUMORLU
0.219187,0.419377,0.354622,0.191328,0.172303,0.072436,TUMORLU
0.087810,0.059488,0.955975,0.955894,0.226600,0.923507,TUMORLU
0.155683,0.326649,0.444008,0.251179,0.133462,0.106659,TUMORLU
0.064246,0.037523,0.976281,0.975284,0.211099,0.956761,TUMORLU
0.321235,0.530538,0.258072,0.132316,0.179134,0.044095,TUMORLU
0.099800,0.066841,0.950654,0.950431,0.216725,0.914240,TUMORLU
0.063310,0.167875,0.684277,0.500037,0.196810,0.307931,TUMORLU
0.072801,0.060403,0.947911,0.944985,0.230551,0.905041,TUMORLU
0.071866,0.181986,0.665976,0.515700,0.180317,0.323802,TUMORLU
0.088858,0.075181,0.937099,0.934277,0.243263,0.887099,TUMORLU
0.146499,0.331806,0.435070,0.234330,0.247730,0.096502,TUMORLU
0.125611,0.096656,0.923321,0.921516,0.224002,0.865965,TUMORLU
0.224157,0.433888,0.338801,0.181495,0.240679,0.067355,TUMORLU
0.079323,0.048138,0.968290,0.967172,0.223846,0.942780,TUMORLU
0.348210,0.517761,0.306190,0.161987,0.360238,0.057711,TUMORLU
0.062170,0.051078,0.959020,0.958871,0.220153,0.928571,TUMORLU
0.648046,0.738793,0.164191,0.080545,0.295949,0.023663,TUMORLU
0.119942,0.087118,0.935622,0.935069,0.247410,0.888433,TUMORLU
0.361696,0.554498,0.249253,0.121441,0.227292,0.039484,TUMORLU
0.125713,0.080079,0.947091,0.946460,0.217479,0.907536,TUMORLU
0.402007,0.524845,0.344988,0.203978,0.254157,0.079277,TUMORLU
0.205357,0.116437,0.933640,0.934039,0.162557,0.886720,TUMORLU
0.134357,0.297730,0.510834,0.328457,0.310667,0.159021,TUMORLU
0.132396,0.085849,0.940857,0.939649,0.214672,0.896093,TUMORLU
0.107213,0.266727,0.527916,0.305336,0.274674,0.142419,TUMORLU
0.176975,0.116852,0.918820,0.916344,0.203335,0.857477,TUMORLU
0.335006,0.530878,0.268153,0.132430,0.261536,0.044183,TUMORLU
0.146770,0.101913,0.929908,0.930170,0.202924,0.880269,TUMORLU
0.349746,0.527030,0.295186,0.149263,0.381560,0.051731,TUMORLU
0.221194,0.137306,0.913072,0.913816,0.206061,0.853359,TUMORLU
0.318785,0.506530,0.294526,0.146286,0.306172,0.050363,TUMORLU
0.072551,0.043876,0.971798,0.972234,0.217080,0.951494,TUMORLU
0.518909,0.669349,0.193746,0.099741,0.241316,0.030759,TUMORLU
0.054689,0.035065,0.976400,0.975680,0.214519,0.957448,TUMORLU
0.355700,0.552889,0.259021,0.145530,0.234321,0.049985,TUMORLU
0.035818,0.028994,0.976852,0.975479,0.219269,0.957099,TUMORLU
0.225103,0.384677,0.410512,0.213903,0.286137,0.084747,TUMORLU
0.134985,0.089227,0.940253,0.939911,0.222189,0.896529,TUMORLU
0.231132,0.388295,0.430236,0.250461,0.353290,0.106247,TUMORLU
0.179920,0.114085,0.925657,0.925833,0.216146,0.873095,TUMORLU
0.196831,0.386517,0.398303,0.215305,0.330589,0.085555,TUMORLU
0.353633,0.176098,0.895678,0.890704,0.105000,0.815934,TUMORLU
0.392663,0.573428,0.248516,0.112544,0.314076,0.035813,TUMORLU
0.160194,0.104961,0.930689,0.931084,0.222672,0.881803,TUMORLU
0.286788,0.473203,0.332124,0.169359,0.299339,0.061308,TUMORLU
0.201129,0.131219,0.911121,0.910537,0.228153,0.847985,TUMORLU
0.366501,0.576678,0.212443,0.107170,0.230769,0.033642,TUMORLU
0.072438,0.044989,0.970640,0.971027,0.219600,0.949411,TUMORLU
0.559296,0.723968,0.141595,0.065966,0.277312,0.018640,TUMORLU
0.205284,0.099938,0.942840,0.943747,0.067542,0.902962,TUMORLU
0.241272,0.390284,0.439505,0.289464,0.318797,0.131465,TUMORLU
0.066135,0.054884,0.954704,0.953007,0.196542,0.918606,TUMORLU
0.275061,0.413820,0.423184,0.263858,0.366981,0.114624,TUMORLU
0.133385,0.083469,0.944987,0.945166,0.201445,0.905362,TUMORLU
0.261995,0.486803,0.279332,0.133413,0.286666,0.044608,TUMORLU
0.080419,0.044509,0.974825,0.975540,0.240935,0.957208,TUMORLU
0.339499,0.517491,0.291205,0.155054,0.225923,0.054390,TUMORLU
0.106007,0.077028,0.943803,0.941743,0.236916,0.899592,TUMORLU
0.058638,0.174475,0.649480,0.415595,0.137034,0.229040,TUMORLU
0.094296,0.065367,0.955292,0.955525,0.218791,0.922874,TUMORLU
0.082312,0.192824,0.643848,0.459128,0.153481,0.268393,TUMORLU
0.072051,0.055874,0.956845,0.956783,0.205571,0.925013,TUMORLU
0.376040,0.569392,0.251270,0.130743,0.278706,0.043426,TUMORLU
0.125534,0.079339,0.947332,0.945382,0.210393,0.905711,TUMORLU
0.074053,0.215983,0.593219,0.374228,0.274212,0.194371,TUMORLU
0.180424,0.108194,0.928538,0.926233,0.209123,0.873758,TUMORLU
0.095930,0.269477,0.510437,0.306002,0.237359,0.142841,TUMORLU
0.040866,0.028594,0.979245,0.978586,0.192259,0.962485,TUMORLU
0.142682,0.327140,0.453920,0.270893,0.321476,0.119226,TUMORLU
0.163010,0.099491,0.939770,0.940120,0.236346,0.896889,TUMORLU
0.235889,0.448163,0.315660,0.151748,0.272047,0.052870,TUMORLU
0.074001,0.049180,0.966148,0.965220,0.171616,0.939429,TUMORLU
0.293732,0.502124,0.283708,0.148104,0.289888,0.051166,TUMORLU
0.110477,0.079638,0.941123,0.938713,0.219558,0.894512,TUMORLU
0.356149,0.557044,0.246944,0.130733,0.281313,0.043409,TUMORLU
0.059826,0.036927,0.976465,0.976087,0.181620,0.958152,TUMORLU
0.432123,0.609033,0.217854,0.119883,0.216987,0.038832,TUMORLU
0.094621,0.061074,0.959545,0.959740,0.217009,0.930053,TUMORLU
0.304011,0.466876,0.355197,0.198319,0.307663,0.076207,TUMORLU
0.108707,0.068283,0.957933,0.959883,0.210740,0.930305,TUMORLU
0.554292,0.701333,0.165738,0.085771,0.282447,0.025534,TUMORLU
0.100607,0.065770,0.954602,0.952667,0.186834,0.918027,TUMORLU
0.537774,0.697016,0.164839,0.078991,0.232969,0.023108,TUMORLU
0.128537,0.073327,0.952812,0.953064,0.160438,0.918700,TUMORLU
0.372980,0.530399,0.288627,0.160411,0.147667,0.056918,TUMORLU
0.032742,0.014566,0.992407,0.993041,0.266781,0.987730,TUMORLU
0.107272,0.065643,0.957075,0.956910,0.198092,0.925231,TUMORLU
0.158909,0.361214,0.402330,0.223849,0.260055,0.090366,TUMORLU
0.062888,0.041099,0.971882,0.971696,0.135302,0.950566,TUMORLU
0.112647,0.296554,0.465421,0.262306,0.215602,0.113606,TUMORLU
0.053305,0.038951,0.972473,0.971915,0.209554,0.950941,TUMORLU
0.618100,0.739390,0.146925,0.070807,0.294309,0.020292,TUMORLU
0.201701,0.094663,0.941986,0.939426,0.000000,0.895703,TUMORLU
0.329305,0.523943,0.276609,0.137205,0.285844,0.046306,TUMORLU
0.095721,0.062862,0.955719,0.953892,0.204803,0.920105,TUMORLU
0.353082,0.540576,0.277199,0.147167,0.315060,0.050777,TUMORLU
0.125956,0.081716,0.945663,0.945844,0.231700,0.906506,TUMORLU
0.447016,0.567026,0.299610,0.182046,0.277476,0.067684,TUMORLU
0.139037,0.088453,0.942060,0.940806,0.205106,0.898039,TUMORLU
0.675978,0.750011,0.152727,0.068583,0.236234,0.019502,TUMORLU
0.110586,0.078024,0.944179,0.942946,0.204716,0.901618,TUMORLU
0.211513,0.410551,0.372651,0.223198,0.193503,0.089995,TUMORLU
0.061860,0.041341,0.970523,0.970004,0.229211,0.947647,TUMORLU
0.171758,0.368947,0.396901,0.207392,0.278966,0.081104,TUMORLU
0.122501,0.084268,0.941584,0.940903,0.242133,0.898184,TUMORLU
0.319732,0.534066,0.248838,0.115852,0.316879,0.037174,TUMORLU
0.105916,0.077253,0.943261,0.940537,0.229731,0.897574,TUMORLU
0.133829,0.256702,0.580257,0.367426,0.261296,0.188912,TUMORLU
0.089897,0.065730,0.950840,0.948754,0.208304,0.911404,TUMORLU
0.192936,0.358986,0.435587,0.266082,0.246056,0.116140,TUMORLU
0.066874,0.042260,0.973303,0.972980,0.201345,0.952781,TUMORLU
0.426725,0.640625,0.159061,0.074139,0.225878,0.021392,TUMORLU
0.062188,0.047243,0.965500,0.965619,0.226999,0.940112,TUMORLU
0.198607,0.356854,0.457751,0.282410,0.269801,0.126750,TUMORLU
0.084864,0.053942,0.966118,0.966090,0.210598,0.940927,TUMORLU
0.361654,0.545862,0.269488,0.163218,0.146887,0.058312,TUMORLU
0.102147,0.076221,0.940114,0.937047,0.195742,0.891727,TUMORLU
0.277312,0.424133,0.400973,0.219381,0.281780,0.087859,TUMORLU
0.081778,0.058356,0.959009,0.959086,0.226455,0.928938,TUMORLU
0.131847,0.268481,0.555691,0.345801,0.258529,0.172072,TUMORLU
0.087528,0.052226,0.968193,0.968522,0.174409,0.945099,TUMORLU
0.070195,0.220429,0.572833,0.360961,0.265275,0.183714,TUMORLU
0.111709,0.083485,0.936785,0.935674,0.181284,0.889446,TUMORLU
0.126792,0.287564,0.493280,0.298202,0.150494,0.137413,TUMORLU
0.212260,0.121786,0.927706,0.929229,0.241845,0.878726,TUMORLU
0.178823,0.381987,0.385263,0.220210,0.193954,0.088263,TUMORLU
0.084778,0.045068,0.973441,0.972841,0.222822,0.952542,TUMORLU
0.326410,0.541789,0.249855,0.125518,0.175333,0.041180,TUMORLU
0.046388,0.037453,0.970199,0.968393,0.216680,0.944874,TUMORLU
0.436645,0.600604,0.232780,0.121749,0.311868,0.039596,TUMORLU
0.125157,0.079189,0.944658,0.943032,0.137278,0.901760,TUMORLU
0.066807,0.169994,0.691086,0.522932,0.326062,0.331308,TUMORLU
0.161563,0.096260,0.940758,0.939860,0.218050,0.896451,TUMORLU
0.445674,0.623994,0.198794,0.090717,0.290731,0.027359,TUMORLU
0.101915,0.058320,0.965374,0.965216,0.243645,0.939423,TUMORLU
0.125333,0.273465,0.538222,0.361037,0.252683,0.183845,TUMORLU
0.131175,0.072669,0.958341,0.958057,0.225373,0.927185,TUMORLU
0.427449,0.571929,0.266263,0.140300,0.270809,0.047630,TUMORLU
0.116502,0.074772,0.950564,0.950326,0.258430,0.914060,TUMORLU
0.296725,0.496973,0.303356,0.179859,0.233378,0.066513,TUMORLU
0.171082,0.093772,0.949118,0.950892,0.248688,0.915030,TUMORLU
0.207572,0.343046,0.480743,0.325831,0.227831,0.157059,TUMORLU
0.100180,0.057902,0.966298,0.966911,0.218256,0.942329,TUMORLU
0.205299,0.373636,0.449643,0.273604,0.287012,0.120934,TUMORLU
0.102459,0.073234,0.945852,0.945311,0.218058,0.905593,TUMORLU
0.137666,0.318514,0.460594,0.274669,0.221964,0.121618,TUMORLU
0.090320,0.050257,0.970730,0.969737,0.240546,0.947191,TUMORLU
0.587758,0.749164,0.106839,0.047973,0.231602,0.012879,TUMORLU
0.138025,0.080017,0.950288,0.947821,0.212562,0.909829,TUMORLU
0.629296,0.763770,0.113620,0.047794,0.220931,0.012836,TUMORLU
0.094434,0.072756,0.943026,0.940967,0.237290,0.898296,TUMORLU
0.560705,0.731796,0.123399,0.056252,0.239746,0.015471,TUMORLU
0.145626,0.100374,0.928580,0.925442,0.229598,0.872441,TUMORLU
0.329253,0.462321,0.406778,0.281955,0.249981,0.126407,TUMORLU
0.079536,0.057512,0.958171,0.956174,0.225787,0.923979,TUMORLU
0.584699,0.709779,0.153731,0.077111,0.243182,0.022437,TUMORLU
0.070636,0.042936,0.972904,0.972032,0.206168,0.951146,TUMORLU
0.213077,0.391480,0.408650,0.230788,0.289788,0.094419,TUMORLU
0.142289,0.100863,0.926518,0.923738,0.226192,0.869630,TUMORLU
0.547705,0.711698,0.140606,0.063049,0.280211,0.017660,TUMORLU
0.086954,0.060938,0.956132,0.954423,0.227645,0.921002,TUMORLU
0.305967,0.474455,0.342871,0.188393,0.311121,0.070957,TUMORLU
0.110701,0.080027,0.940865,0.939979,0.240669,0.896639,TUMORLU
0.228678,0.447497,0.309287,0.155231,0.231968,0.054470,TUMORLU
0.080770,0.053477,0.964496,0.964474,0.210587,0.938150,TUMORLU
0.374804,0.596605,0.199266,0.076456,0.343024,0.022222,TUMORLU
0.096790,0.063383,0.954798,0.952940,0.217678,0.918487,TUMORLU
0.149621,0.347989,0.410004,0.198480,0.268177,0.076308,TUMORLU
0.153600,0.095054,0.936794,0.934757,0.216548,0.887927,TUMORLU
0.174960,0.296833,0.534183,0.318150,0.280014,0.151570,TUMORLU
0.099831,0.074830,0.944536,0.941028,0.242813,0.898392,TUMORLU
0.260938,0.462891,0.319741,0.159012,0.232943,0.056262,TUMORLU
0.114164,0.075839,0.941862,0.938741,0.148186,0.894558,TUMORLU
0.166987,0.345032,0.436714,0.237969,0.178816,0.098626,TUMORLU
0.108057,0.073480,0.945332,0.942040,0.154640,0.900091,TUMORLU
0.160044,0.279575,0.562426,0.392662,0.263236,0.209482,TUMORLU
0.067695,0.043292,0.973056,0.973315,0.197976,0.953361,TUMORLU
0.104387,0.294770,0.468253,0.262401,0.213087,0.113686,TUMORLU
0.060541,0.046135,0.963786,0.962323,0.184686,0.934466,TUMORLU
0.074150,0.233601,0.556524,0.336611,0.204959,0.165033,TUMORLU
0.056457,0.045712,0.962541,0.960161,0.196808,0.930769,TUMORLU
0.475759,0.620723,0.241573,0.120957,0.323820,0.039361,TUMORLU
0.141799,0.094477,0.934324,0.932778,0.197021,0.884617,TUMORLU
0.374410,0.529268,0.305192,0.144446,0.345270,0.049584,TUMORLU
0.157388,0.093871,0.942914,0.943482,0.200716,0.902527,TUMORLU
0.229036,0.448075,0.315544,0.144407,0.357202,0.049496,TUMORLU
0.161515,0.094652,0.943153,0.943855,0.199092,0.903154,TUMORLU
0.469677,0.669446,0.152916,0.057156,0.282003,0.015759,TUMORLU
0.169036,0.103188,0.934519,0.935042,0.249812,0.888391,TUMORLU
0.142091,0.320114,0.459375,0.277349,0.178640,0.123385,TUMORLU
0.083126,0.038564,0.977940,0.976837,0.062081,0.959450,TUMORLU
0.146976,0.294759,0.513919,0.335709,0.278698,0.164429,TUMORLU
0.096503,0.063855,0.956436,0.957044,0.219793,0.925465,TUMORLU
0.538396,0.691452,0.157430,0.072019,0.246105,0.020684,TUMORLU
0.081299,0.064523,0.948317,0.946997,0.221474,0.908434,TUMORLU
0.132193,0.284560,0.526569,0.365405,0.201338,0.187249,TUMORLU
0.085853,0.062897,0.951607,0.949384,0.218704,0.912468,TUMORLU
0.342856,0.543397,0.254297,0.137350,0.157252,0.046305,TUMORLU
0.078642,0.054922,0.959754,0.959878,0.191310,0.930291,TUMORLU
0.187525,0.371189,0.407562,0.239619,0.150098,0.099643,TUMORLU
0.038959,0.028134,0.979759,0.979394,0.171781,0.963887,TUMORLU
0.074029,0.187358,0.657241,0.501239,0.156521,0.309165,TUMORLU
0.087162,0.070478,0.940790,0.937155,0.225840,0.891906,TUMORLU
0.203189,0.401777,0.368860,0.195680,0.168756,0.074746,TUMORLU
0.032167,0.023311,0.982459,0.981895,0.221906,0.968234,TUMORLU
0.161413,0.320760,0.489531,0.328269,0.189088,0.158863,TUMORLU
0.086209,0.054309,0.965119,0.964069,0.219755,0.937458,TUMORLU
0.215318,0.413791,0.357539,0.188188,0.228504,0.070788,TUMORLU
0.076388,0.066067,0.943285,0.940812,0.258553,0.898032,TUMORLU
0.299040,0.489847,0.314744,0.166660,0.357632,0.059964,TUMORLU
0.103831,0.071831,0.948995,0.948475,0.195028,0.910937,TUMORLU
0.352694,0.516994,0.322401,0.190423,0.368533,0.071996,TUMORLU
0.091070,0.052205,0.969065,0.970753,0.066744,0.948936,TUMORLU
0.088535,0.210217,0.624722,0.444177,0.270790,0.254486,TUMORLU
0.107464,0.065057,0.957488,0.956850,0.230755,0.925133,TUMORLU
