@RELATION WAVELET_ALL_BANDS_COMBINED

@ATTRIBUTE LL_glcm_contrast NUMERIC
@ATTRIBUTE LL_glcm_dissimilarity NUMERIC
@ATTRIBUTE LL_glcm_homogeneity NUMERIC
@ATTRIBUTE LL_glcm_energy NUMERIC
@ATTRIBUTE LL_glcm_correlation NUMERIC
@ATTRIBUTE LL_glcm_ASM NUMERIC
@ATTRIBUTE LH_glcm_contrast NUMERIC
@ATTRIBUTE LH_glcm_dissimilarity NUMERIC
@ATTRIBUTE LH_glcm_homogeneity NUMERIC
@ATTRIBUTE LH_glcm_energy NUMERIC
@ATTRIBUTE LH_glcm_correlation NUMERIC
@ATTRIBUTE LH_glcm_ASM NUMERIC
@ATTRIBUTE HL_glcm_contrast NUMERIC
@ATTRIBUTE HL_glcm_dissimilarity NUMERIC
@ATTRIBUTE HL_glcm_homogeneity NUMERIC
@ATTRIBUTE HL_glcm_energy NUMERIC
@ATTRIBUTE HL_glcm_correlation NUMERIC
@ATTRIBUTE HL_glcm_ASM NUMERIC
@ATTRIBUTE HH_glcm_contrast NUMERIC
@ATTRIBUTE HH_glcm_dissimilarity NUMERIC
@ATTRIBUTE HH_glcm_homogeneity NUMERIC
@ATTRIBUTE HH_glcm_energy NUMERIC
@ATTRIBUTE HH_glcm_correlation NUMERIC
@ATTRIBUTE HH_glcm_ASM NUMERIC
@ATTRIBUTE class {BASLANGIC,NORMAL,TUMORLU}

@DATA
0.378182,0.494876,0.376487,0.090349,0.884854,0.018192,0.356433,0.496243,0.369793,0.253075,0.403189,0.117947,0.183813,0.334270,0.476096,0.259137,0.375105,0.111702,0.420066,0.540380,0.311119,0.193302,0.073173,0.082959,BASLANGIC
0.781019,0.258685,0.898245,0.674607,0.895547,0.481995,0.173635,0.113163,0.930163,0.934017,0.318113,0.889994,0.109249,0.074784,0.945117,0.942879,0.213970,0.901506,0.211799,0.094430,0.960986,0.967281,0.108223,0.944887,BASLANGIC
0.543894,0.721041,0.160010,0.018559,0.765838,0.002548,0.549935,0.708066,0.165598,0.091190,0.275439,0.032120,0.482693,0.643732,0.194202,0.088597,0.277174,0.026560,0.270139,0.468662,0.297394,0.155592,0.044659,0.062621,BASLANGIC
0.237243,0.073260,0.974855,0.958198,0.741740,0.923051,0.046889,0.029213,0.983045,0.983511,0.303495,0.971920,0.029808,0.019561,0.986057,0.984931,0.181654,0.973527,0.053563,0.022761,0.991668,0.993131,0.154070,0.988305,BASLANGIC
0.252256,0.445544,0.367953,0.093877,0.918374,0.019317,0.432197,0.538458,0.320669,0.204340,0.252970,0.088349,0.320284,0.511385,0.300050,0.175555,0.250926,0.064370,0.358796,0.523477,0.288676,0.157678,0.053224,0.063697,BASLANGIC
0.127374,0.042594,0.982891,0.980091,0.562631,0.962968,0.040368,0.025032,0.986094,0.986751,0.303880,0.977406,0.025804,0.015518,0.990709,0.991010,0.243065,0.984165,0.043439,0.018694,0.993026,0.993977,0.163982,0.989742,BASLANGIC
0.429421,0.553550,0.331291,0.077811,0.847417,0.014863,0.317504,0.450995,0.421748,0.316484,0.273265,0.162148,0.130027,0.195188,0.692337,0.567058,0.101383,0.378413,0.096496,0.155916,0.747881,0.654811,0.073360,0.494905,BASLANGIC
0.127931,0.049576,0.978709,0.977388,0.577752,0.957995,0.063493,0.033758,0.984373,0.986466,0.345040,0.976925,0.020451,0.012993,0.990879,0.990743,0.171551,0.983695,0.023051,0.012549,0.993525,0.994261,0.157241,0.990224,BASLANGIC
0.348025,0.514485,0.339521,0.107267,0.863208,0.023218,0.464427,0.513181,0.405620,0.317438,0.183142,0.162721,0.290747,0.483118,0.333843,0.189437,0.277081,0.071450,0.424225,0.543414,0.328891,0.235869,0.060967,0.108339,BASLANGIC
0.174687,0.058590,0.978568,0.969826,0.699753,0.944148,0.041803,0.025039,0.985446,0.986116,0.315567,0.976330,0.045479,0.023280,0.986908,0.986823,0.231224,0.976832,0.056767,0.022396,0.991968,0.993271,0.170029,0.988542,BASLANGIC
0.379515,0.517721,0.347047,0.065419,0.846088,0.011757,0.440567,0.539804,0.351507,0.243628,0.285256,0.111991,0.200980,0.332043,0.508771,0.366906,0.270755,0.188454,0.184401,0.346303,0.439453,0.262717,0.052238,0.125655,BASLANGIC
0.331030,0.126905,0.946697,0.904813,0.839868,0.829239,0.152913,0.078272,0.964829,0.968159,0.355587,0.946133,0.065734,0.037821,0.975997,0.975072,0.262950,0.956395,0.082543,0.037479,0.983770,0.986330,0.092887,0.976791,BASLANGIC
0.097524,0.032972,0.987267,0.986621,0.452761,0.975038,0.025094,0.015834,0.991222,0.991964,0.276352,0.986267,0.045175,0.020058,0.989514,0.989593,0.243714,0.981679,0.038587,0.015486,0.994811,0.995749,0.089882,0.992754,BASLANGIC
0.389512,0.610487,0.216402,0.032925,0.861411,0.004973,0.579884,0.719140,0.169754,0.100261,0.274457,0.036043,0.512175,0.701935,0.145091,0.060670,0.238834,0.016891,0.772765,0.839817,0.082669,0.029183,0.065961,0.009124,BASLANGIC
0.185429,0.060804,0.977682,0.968508,0.700678,0.941744,0.054231,0.030648,0.983854,0.984919,0.339611,0.974302,0.048783,0.024487,0.986435,0.987226,0.211411,0.977536,0.063013,0.024058,0.991689,0.992844,0.030889,0.987818,BASLANGIC
0.447427,0.614386,0.243015,0.040938,0.688429,0.006541,0.458917,0.624719,0.241701,0.146350,0.301912,0.057275,0.396708,0.588093,0.232705,0.118844,0.270722,0.038408,0.415968,0.570833,0.268276,0.167260,0.083290,0.068723,BASLANGIC
0.350893,0.114159,0.958519,0.919267,0.814565,0.854145,0.077546,0.048817,0.971395,0.972592,0.284401,0.953541,0.059281,0.037836,0.973709,0.971769,0.228490,0.950689,0.113167,0.045443,0.983141,0.985979,0.089497,0.976198,BASLANGIC
0.426686,0.577180,0.294854,0.085459,0.807947,0.016879,0.655930,0.718733,0.217708,0.131967,0.263448,0.050125,0.489064,0.614921,0.252470,0.145265,0.261872,0.049870,0.404142,0.548638,0.279337,0.153534,0.066288,0.061577,BASLANGIC
0.147822,0.050446,0.980846,0.975706,0.641912,0.954906,0.039881,0.024028,0.986653,0.987102,0.307031,0.978002,0.044783,0.023023,0.985775,0.985471,0.196181,0.974469,0.042810,0.019307,0.991473,0.992776,0.133382,0.987701,BASLANGIC
0.362475,0.554206,0.273178,0.046994,0.869122,0.007684,0.436877,0.582496,0.254841,0.131283,0.246863,0.049781,0.330180,0.508010,0.290587,0.148121,0.270634,0.051196,0.341546,0.507724,0.279767,0.140326,0.071360,0.054958,BASLANGIC
0.246045,0.080085,0.970286,0.950961,0.768484,0.910040,0.061380,0.042990,0.973202,0.974211,0.305686,0.956255,0.062856,0.036924,0.976893,0.977230,0.257414,0.960132,0.108881,0.042574,0.985870,0.988031,0.141698,0.979663,BASLANGIC
0.069164,0.024520,0.990562,0.991203,0.291508,0.983551,0.025614,0.013744,0.993205,0.994079,0.242178,0.989873,0.026952,0.009996,0.995922,0.996011,0.206341,0.992959,0.030761,0.008369,0.997883,0.998300,0.111923,0.997098,BASLANGIC
0.273095,0.443523,0.377256,0.075536,0.916818,0.014265,0.232320,0.409045,0.415040,0.266318,0.308263,0.126917,0.168227,0.343386,0.437573,0.228354,0.284144,0.092969,0.131469,0.270547,0.555720,0.421706,0.076423,0.249176,BASLANGIC
0.305200,0.102700,0.960797,0.926836,0.816172,0.867332,0.064837,0.042774,0.972410,0.972383,0.318697,0.953190,0.072029,0.041696,0.974010,0.972775,0.264662,0.952426,0.092394,0.041657,0.981249,0.983708,0.101581,0.972368,BASLANGIC
0.288011,0.422025,0.410002,0.130255,0.911122,0.030812,0.116882,0.277262,0.533086,0.370869,0.260627,0.204349,0.093564,0.219372,0.618881,0.454015,0.194409,0.263589,0.065400,0.144605,0.738277,0.624524,0.076168,0.458635,BASLANGIC
0.089022,0.031974,0.986953,0.986494,0.454171,0.974803,0.031714,0.018348,0.990257,0.991119,0.310348,0.984827,0.022455,0.013372,0.991121,0.991349,0.157585,0.984758,0.028611,0.012749,0.995082,0.995820,0.116190,0.992875,BASLANGIC
0.310156,0.546479,0.241350,0.022468,0.838282,0.003234,0.699214,0.773629,0.132635,0.061302,0.224582,0.020272,0.306100,0.549223,0.207648,0.092851,0.257105,0.028132,0.330996,0.547496,0.218252,0.105164,0.059267,0.038572,BASLANGIC
0.269497,0.091767,0.963287,0.936158,0.789711,0.883714,0.079828,0.045239,0.976779,0.978015,0.311305,0.962648,0.052166,0.030043,0.981387,0.981153,0.200854,0.966943,0.073416,0.031206,0.987839,0.989728,0.103260,0.982535,BASLANGIC
0.238069,0.461057,0.328663,0.046717,0.931876,0.007799,0.414151,0.579552,0.259952,0.124697,0.372797,0.047236,0.693915,0.831519,0.060760,0.028422,0.229663,0.007205,0.586873,0.711244,0.158722,0.093897,0.060270,0.033704,BASLANGIC
0.644724,0.226191,0.905015,0.750556,0.871210,0.586282,0.213786,0.115677,0.943298,0.947244,0.323801,0.911552,0.056647,0.043185,0.964779,0.962457,0.196942,0.934692,0.111992,0.056991,0.970924,0.974997,0.120408,0.957748,BASLANGIC
0.290937,0.501306,0.292745,0.038013,0.796557,0.006049,0.413195,0.564542,0.282815,0.169048,0.247240,0.068973,0.614995,0.755776,0.116712,0.048801,0.263173,0.013134,0.524760,0.658262,0.184169,0.103119,0.051530,0.037701,BASLANGIC
0.124378,0.045487,0.981791,0.980089,0.588750,0.962965,0.046504,0.026232,0.986404,0.987313,0.332969,0.978360,0.041627,0.020675,0.988203,0.987970,0.224712,0.978838,0.039605,0.018259,0.991952,0.993270,0.143200,0.988540,BASLANGIC
0.191047,0.387800,0.399902,0.069433,0.901265,0.012718,0.338599,0.540154,0.260081,0.133143,0.271358,0.050576,0.111916,0.243790,0.582526,0.396461,0.293747,0.212767,0.096424,0.257768,0.512922,0.320253,0.040850,0.166214,BASLANGIC
0.882860,0.306321,0.872378,0.609731,0.889952,0.400929,0.191029,0.134221,0.910937,0.916507,0.315140,0.861833,0.164151,0.109246,0.923653,0.921871,0.219691,0.866548,0.330666,0.143509,0.940530,0.949711,0.025904,0.915920,BASLANGIC
0.446699,0.623429,0.233131,0.031822,0.796158,0.004808,0.474701,0.610078,0.273701,0.188417,0.246500,0.079567,0.157321,0.317266,0.479963,0.307793,0.173333,0.144098,0.433207,0.568843,0.252597,0.124025,0.043756,0.047152,BASLANGIC
0.271333,0.091730,0.965010,0.938693,0.798649,0.888194,0.057845,0.039551,0.976360,0.978579,0.316668,0.963598,0.054720,0.034223,0.976540,0.976016,0.233677,0.958030,0.084715,0.037443,0.985138,0.987744,0.086334,0.979178,BASLANGIC
0.379003,0.558973,0.285745,0.073620,0.828084,0.013762,0.398098,0.565054,0.295474,0.201658,0.244596,0.086753,0.165760,0.349039,0.430443,0.230899,0.286595,0.094486,0.333305,0.509986,0.281023,0.149665,0.060358,0.059610,BASLANGIC
0.242088,0.077567,0.972351,0.953012,0.761516,0.913717,0.059560,0.032684,0.982988,0.984142,0.299871,0.972989,0.041158,0.026304,0.983780,0.983989,0.222744,0.971885,0.052654,0.022888,0.990744,0.991783,0.088885,0.986016,BASLANGIC
0.362580,0.559864,0.268992,0.038823,0.839116,0.006103,0.332986,0.522972,0.296503,0.155160,0.311875,0.061649,0.498745,0.674628,0.163708,0.079583,0.233373,0.023309,0.702065,0.754149,0.164794,0.102477,0.050092,0.037413,BASLANGIC
0.543550,0.202616,0.913078,0.781039,0.885319,0.630979,0.196758,0.110641,0.945487,0.950470,0.333059,0.916842,0.088361,0.056602,0.960010,0.957338,0.230282,0.925962,0.143626,0.062427,0.973339,0.976767,0.055498,0.960710,BASLANGIC
0.349437,0.527505,0.306767,0.061548,0.897596,0.010830,0.386407,0.543902,0.325092,0.221828,0.313255,0.098648,0.291866,0.484777,0.319370,0.156369,0.425769,0.055028,0.437629,0.586751,0.248572,0.142247,0.077773,0.055928,BASLANGIC
0.555045,0.198506,0.916792,0.773516,0.889653,0.619792,0.093045,0.073716,0.945347,0.945715,0.302799,0.909029,0.155668,0.090817,0.945862,0.946037,0.250577,0.906821,0.221942,0.092757,0.964810,0.971038,0.039406,0.951139,BASLANGIC
0.396700,0.574466,0.268761,0.045685,0.792697,0.007427,0.369075,0.524590,0.313351,0.206592,0.255377,0.089579,0.607564,0.730424,0.159145,0.074429,0.240840,0.021520,0.279597,0.468746,0.314607,0.162958,0.075180,0.066435,BASLANGIC
0.121967,0.045403,0.980971,0.980151,0.543197,0.963079,0.050517,0.027772,0.986746,0.988016,0.315755,0.979554,0.034023,0.016590,0.990879,0.990200,0.227266,0.982744,0.042706,0.016938,0.993854,0.994688,0.042490,0.990949,BASLANGIC
0.449765,0.591337,0.270733,0.055173,0.661217,0.009470,0.292402,0.439883,0.410508,0.288306,0.236470,0.142079,0.398655,0.563369,0.272817,0.151905,0.250653,0.052928,0.370161,0.523186,0.283263,0.154543,0.039203,0.062092,BASLANGIC
0.146495,0.046687,0.983579,0.981409,0.548164,0.965398,0.050510,0.025714,0.986830,0.987525,0.282845,0.978720,0.029928,0.017380,0.988992,0.988985,0.243331,0.980614,0.047828,0.019994,0.991749,0.993055,0.087668,0.988175,BASLANGIC
0.407286,0.568967,0.284771,0.052394,0.758378,0.008843,0.477243,0.589794,0.276682,0.174853,0.242616,0.071855,0.336915,0.522744,0.279437,0.134088,0.288732,0.044899,0.240777,0.413819,0.383490,0.252015,0.052023,0.118653,BASLANGIC
0.122978,0.043152,0.981402,0.979461,0.574509,0.961808,0.030377,0.020755,0.986280,0.987032,0.325449,0.977883,0.046992,0.024671,0.986034,0.986283,0.187897,0.975887,0.048748,0.021192,0.991254,0.992419,0.116668,0.987096,BASLANGIC
0.371800,0.572517,0.264244,0.055913,0.860371,0.009596,0.597255,0.719644,0.184998,0.106621,0.265635,0.038683,0.407007,0.594191,0.221158,0.104347,0.291677,0.032545,0.362810,0.549429,0.252761,0.133022,0.054356,0.051420,BASLANGIC
0.387405,0.122084,0.954153,0.897578,0.833122,0.816908,0.064153,0.045225,0.969288,0.970621,0.261457,0.950239,0.044388,0.032707,0.974391,0.972918,0.182546,0.952673,0.085559,0.041500,0.980281,0.982929,0.139817,0.971056,BASLANGIC
0.256714,0.467627,0.328260,0.045746,0.877596,0.007407,0.394357,0.605229,0.222485,0.126546,0.372915,0.047551,0.154004,0.357257,0.408515,0.203727,0.326879,0.079118,0.472125,0.625518,0.194918,0.081509,0.060640,0.028524,BASLANGIC
0.603421,0.217384,0.909110,0.738452,0.894166,0.568979,0.160513,0.104365,0.940080,0.944142,0.337209,0.906461,0.101568,0.067657,0.952408,0.951712,0.237391,0.916405,0.188613,0.080753,0.967567,0.972730,0.063759,0.953961,BASLANGIC
0.346412,0.529273,0.307619,0.066237,0.875457,0.011958,0.382160,0.548707,0.306716,0.208992,0.299904,0.091068,0.471793,0.628269,0.216304,0.116132,0.262442,0.037254,0.565730,0.668037,0.204423,0.112425,0.065206,0.041840,BASLANGIC
0.111997,0.040235,0.984233,0.982602,0.551821,0.967600,0.034715,0.022453,0.987585,0.988932,0.352552,0.981110,0.026198,0.014231,0.991355,0.991079,0.152793,0.984286,0.024023,0.011863,0.994729,0.995680,0.163440,0.992636,BASLANGIC
0.665810,0.814751,0.093889,0.009128,0.662180,0.001221,0.816039,0.924585,0.029894,0.026726,0.258646,0.008194,0.634625,0.797195,0.077813,0.032938,0.269644,0.008469,0.753115,0.846865,0.054716,0.017254,0.056860,0.005260,BASLANGIC
0.249315,0.086719,0.964405,0.945115,0.783061,0.899597,0.055397,0.040235,0.974013,0.975266,0.295829,0.958028,0.083431,0.043342,0.974954,0.974531,0.246180,0.955460,0.129459,0.047271,0.984870,0.987534,0.000000,0.978824,BASLANGIC
0.655837,0.763981,0.143560,0.026408,0.520763,0.003937,0.430541,0.586193,0.266013,0.154347,0.216848,0.061307,0.531691,0.703939,0.151558,0.079067,0.266994,0.023120,0.935253,0.898002,0.077528,0.027373,0.053436,0.008527,BASLANGIC
0.157672,0.060029,0.973777,0.967992,0.701070,0.940803,0.036569,0.024531,0.984725,0.985271,0.328573,0.974899,0.057517,0.030433,0.983563,0.983444,0.272661,0.970933,0.054091,0.023680,0.991376,0.992776,0.192905,0.987702,BASLANGIC
0.471460,0.582304,0.351140,0.269344,0.776125,0.096680,0.457723,0.519407,0.410068,0.338320,0.198449,0.178415,0.404121,0.519546,0.386960,0.313478,0.263125,0.148145,0.401434,0.501695,0.387321,0.288258,0.053104,0.143112,BASLANGIC
0.215260,0.077376,0.968749,0.953582,0.776167,0.914741,0.058484,0.039014,0.975625,0.976676,0.347261,0.960394,0.051941,0.032527,0.979190,0.978918,0.255873,0.963062,0.084987,0.036516,0.985574,0.987816,0.094367,0.979300,BASLANGIC
0.492165,0.650913,0.215705,0.027276,0.789715,0.003992,0.432685,0.595828,0.258821,0.168301,0.277762,0.068398,0.198378,0.397117,0.387272,0.225260,0.290324,0.091240,0.412459,0.557367,0.265543,0.155145,0.047045,0.062413,BASLANGIC
0.147188,0.047969,0.983273,0.978529,0.628698,0.960093,0.036978,0.021849,0.987930,0.988584,0.326267,0.980516,0.032248,0.016872,0.990613,0.990202,0.155771,0.982746,0.045542,0.017495,0.993702,0.994829,0.074830,0.991188,BASLANGIC
0.413812,0.634147,0.190607,0.032731,0.725826,0.004980,0.259186,0.484217,0.282644,0.148342,0.254268,0.058168,0.149156,0.364359,0.391740,0.209685,0.263437,0.082347,0.170184,0.372914,0.385077,0.224672,0.055594,0.101423,BASLANGIC
0.269688,0.098343,0.960165,0.930764,0.822860,0.874216,0.083488,0.049854,0.973002,0.975546,0.331814,0.958498,0.063653,0.037651,0.975848,0.975271,0.238377,0.956740,0.088484,0.037488,0.984558,0.986683,0.068108,0.977387,BASLANGIC
0.323374,0.462636,0.406249,0.111779,0.897324,0.024645,0.311091,0.459910,0.395664,0.263467,0.381252,0.124828,0.284620,0.449861,0.378046,0.222396,0.438301,0.089554,0.287113,0.452846,0.350275,0.204949,0.072423,0.089643,BASLANGIC
0.593035,0.218117,0.906670,0.741232,0.894039,0.572928,0.124835,0.091489,0.938647,0.941500,0.318206,0.902146,0.139171,0.086784,0.945381,0.945232,0.225629,0.905466,0.206410,0.088974,0.964564,0.970537,0.059348,0.950304,BASLANGIC
0.391233,0.618757,0.197746,0.025944,0.823043,0.003752,0.402511,0.614032,0.199574,0.111368,0.279949,0.040631,0.358464,0.565834,0.232969,0.118875,0.279547,0.038410,0.675372,0.795696,0.084848,0.023201,0.070901,0.007158,BASLANGIC
0.152156,0.055812,0.977407,0.971501,0.694495,0.947205,0.048160,0.030722,0.982405,0.982525,0.348108,0.970253,0.042199,0.025539,0.984401,0.983043,0.257287,0.970233,0.079805,0.029707,0.991288,0.992710,0.161131,0.987589,BASLANGIC
0.348658,0.505202,0.342390,0.087359,0.864743,0.017376,0.285419,0.406882,0.438775,0.260946,0.217335,0.123301,0.111362,0.249431,0.564707,0.335725,0.284189,0.164459,0.074790,0.196925,0.611135,0.405463,0.070598,0.234887,BASLANGIC
0.294649,0.096259,0.962592,0.931143,0.796435,0.874882,0.043364,0.034401,0.974361,0.975410,0.290404,0.958268,0.048918,0.032026,0.978038,0.977639,0.199102,0.960841,0.078054,0.037404,0.983302,0.985052,0.099977,0.974633,BASLANGIC
0.427593,0.599582,0.266970,0.076084,0.864153,0.014402,0.448370,0.612136,0.271170,0.203380,0.269827,0.087738,0.524590,0.654893,0.231738,0.144213,0.272553,0.049413,0.508552,0.623712,0.242344,0.139741,0.059090,0.054682,BASLANGIC
0.119230,0.041556,0.984094,0.980719,0.597290,0.964126,0.034152,0.019204,0.989335,0.989639,0.310597,0.982309,0.035363,0.018993,0.989372,0.989255,0.260324,0.981087,0.028362,0.013836,0.993764,0.994759,0.122786,0.991071,BASLANGIC
0.109433,0.039258,0.982465,0.980218,0.544272,0.963202,0.043799,0.023572,0.986173,0.987174,0.294690,0.978123,0.023072,0.014323,0.990219,0.990201,0.222168,0.982745,0.033344,0.015564,0.992765,0.993695,0.155833,0.989262,BASLANGIC
0.488697,0.589619,0.315429,0.071847,0.733654,0.013318,0.376567,0.503800,0.365358,0.200419,0.308820,0.086078,0.237631,0.360299,0.492658,0.337566,0.258262,0.165806,0.379771,0.482022,0.369768,0.224978,0.081714,0.101613,BASLANGIC
0.458729,0.158939,0.934426,0.860036,0.856008,0.754408,0.123604,0.080260,0.949791,0.951830,0.330642,0.919071,0.067809,0.049171,0.963836,0.963329,0.210211,0.936194,0.167044,0.069778,0.973547,0.977691,0.078974,0.962260,BASLANGIC
0.413836,0.624185,0.218051,0.037848,0.838296,0.005877,0.439531,0.604101,0.255891,0.176791,0.260156,0.072882,0.177538,0.358850,0.423276,0.254577,0.193530,0.108814,0.304675,0.497014,0.291097,0.153959,0.062680,0.061783,BASLANGIC
0.410929,0.153074,0.935582,0.860305,0.863669,0.754850,0.133687,0.073151,0.965034,0.968079,0.347112,0.945999,0.096245,0.051976,0.970012,0.969669,0.238514,0.947074,0.078063,0.037974,0.982037,0.984629,0.065268,0.973919,BASLANGIC
0.474558,0.676259,0.177710,0.021712,0.848799,0.003054,0.456079,0.665358,0.170557,0.096331,0.282943,0.034146,0.362851,0.579299,0.214760,0.104786,0.265938,0.032714,0.167669,0.378909,0.364459,0.197163,0.066798,0.085153,BASLANGIC
0.115542,0.039831,0.983461,0.983667,0.489942,0.969570,0.037239,0.023220,0.986821,0.987734,0.315828,0.979076,0.048505,0.024134,0.986820,0.987767,0.176098,0.978483,0.052799,0.021441,0.992830,0.994120,0.072870,0.989984,BASLANGIC
0.486180,0.657399,0.209357,0.027905,0.771434,0.004100,0.337112,0.562130,0.251392,0.147465,0.308531,0.057813,0.357618,0.560590,0.242399,0.117703,0.296288,0.037922,0.244158,0.439807,0.323108,0.171943,0.061947,0.071199,BASLANGIC
0.214350,0.070431,0.974957,0.966320,0.647131,0.937761,0.054266,0.030782,0.983429,0.985269,0.292277,0.974896,0.026709,0.016064,0.988408,0.988310,0.223846,0.979431,0.030214,0.017703,0.989236,0.990576,0.030324,0.983971,BASLANGIC
0.392755,0.554270,0.310170,0.097231,0.831828,0.020195,0.280237,0.463291,0.356175,0.185573,0.255944,0.077611,0.225943,0.366590,0.438669,0.242256,0.276899,0.101288,0.161834,0.305682,0.512746,0.366775,0.075123,0.202437,BASLANGIC
0.365215,0.131886,0.946280,0.889044,0.851930,0.802483,0.100282,0.057840,0.967972,0.968791,0.333548,0.947187,0.101080,0.052050,0.973610,0.974525,0.244893,0.955456,0.092741,0.039786,0.984406,0.987178,0.088283,0.978221,BASLANGIC
0.518614,0.675463,0.198150,0.026853,0.825631,0.003887,0.352562,0.561525,0.243406,0.128259,0.279453,0.048373,0.141935,0.331196,0.440922,0.240157,0.252425,0.099972,0.320018,0.508833,0.271432,0.141539,0.052468,0.055556,BASLANGIC
0.166888,0.054612,0.980367,0.973208,0.673625,0.950328,0.040522,0.023708,0.985488,0.985693,0.310530,0.975614,0.037572,0.021862,0.986908,0.986756,0.181641,0.976714,0.049509,0.021164,0.991749,0.993202,0.038080,0.988424,BASLANGIC
0.278214,0.472583,0.346298,0.065684,0.925272,0.011812,0.460521,0.566794,0.303061,0.184644,0.275867,0.077137,0.145004,0.333192,0.440843,0.248943,0.238107,0.105299,0.349737,0.524899,0.273763,0.144449,0.068036,0.057006,BASLANGIC
0.106998,0.038625,0.984628,0.983104,0.555165,0.968529,0.022909,0.015970,0.989646,0.990064,0.323545,0.983032,0.034460,0.019363,0.988523,0.988241,0.238477,0.979312,0.040040,0.016851,0.993354,0.994333,0.107590,0.990346,BASLANGIC
0.305289,0.495773,0.335388,0.072001,0.752064,0.013401,0.452482,0.592029,0.283520,0.176576,0.243754,0.072819,0.578577,0.682325,0.210026,0.122351,0.224467,0.039853,0.357585,0.498048,0.327464,0.194722,0.061769,0.083782,BASLANGIC
0.101302,0.033781,0.987854,0.987623,0.430860,0.976897,0.027136,0.015253,0.992655,0.993936,0.260823,0.989629,0.021512,0.012055,0.992484,0.992836,0.168958,0.987371,0.026318,0.011065,0.995568,0.996174,0.055732,0.993477,BASLANGIC
0.337485,0.545411,0.250825,0.024800,0.860619,0.003544,0.189657,0.404397,0.364980,0.190130,0.372181,0.080275,0.383209,0.591686,0.203093,0.077301,0.382590,0.022527,0.367656,0.565682,0.230885,0.129857,0.076172,0.049904,BASLANGIC
0.285014,0.100227,0.957877,0.926824,0.808686,0.867311,0.070072,0.048555,0.968500,0.968019,0.346099,0.945895,0.058527,0.040597,0.971521,0.969741,0.242952,0.947193,0.133499,0.054155,0.981385,0.984495,0.125788,0.973694,BASLANGIC
0.149313,0.052291,0.979633,0.974512,0.656844,0.952717,0.043910,0.026449,0.985826,0.987738,0.303698,0.979081,0.037129,0.021956,0.986851,0.986822,0.171157,0.976830,0.050733,0.022245,0.991743,0.993127,0.098101,0.988298,BASLANGIC
0.342909,0.518275,0.327776,0.077781,0.890083,0.014820,0.493785,0.613118,0.276349,0.194177,0.296708,0.082411,0.257779,0.455451,0.345684,0.209578,0.282537,0.082300,0.309630,0.470466,0.347768,0.220875,0.060992,0.099107,BASLANGIC
0.210654,0.075752,0.967963,0.957056,0.718028,0.920991,0.068952,0.040913,0.977590,0.978367,0.318123,0.963241,0.052997,0.029825,0.980359,0.978586,0.205363,0.962484,0.092112,0.035865,0.986325,0.988245,0.160199,0.980026,BASLANGIC
0.149872,0.046279,0.983183,0.979529,0.587264,0.961934,0.035265,0.021658,0.987272,0.988653,0.298976,0.980634,0.038117,0.020637,0.987011,0.987092,0.213702,0.977302,0.046583,0.019789,0.992784,0.994192,0.099173,0.990106,BASLANGIC
0.210118,0.449394,0.311488,0.038562,0.853980,0.006106,0.362143,0.558336,0.240335,0.118471,0.246003,0.043988,0.304780,0.545851,0.214889,0.091063,0.256697,0.027469,0.172107,0.392183,0.343328,0.182736,0.044607,0.077058,BASLANGIC
0.198655,0.069315,0.972850,0.962381,0.731064,0.930613,0.063622,0.040467,0.976205,0.977950,0.324026,0.962538,0.038339,0.027232,0.979791,0.978719,0.216454,0.962714,0.081803,0.035909,0.986088,0.988311,0.140653,0.980136,BASLANGIC
0.348312,0.538827,0.292047,0.062965,0.835872,0.011186,0.530400,0.612114,0.297645,0.212490,0.216218,0.093038,0.527285,0.664905,0.203828,0.105387,0.305185,0.032948,0.400995,0.559927,0.255968,0.125307,0.052711,0.047745,BASLANGIC
0.157720,0.050539,0.981810,0.976521,0.631749,0.956401,0.047927,0.026308,0.985275,0.985764,0.312900,0.975735,0.040132,0.021470,0.987724,0.987362,0.226285,0.977774,0.058292,0.023413,0.991743,0.993198,0.057859,0.988419,BASLANGIC
0.313689,0.524674,0.284990,0.045479,0.901091,0.007356,0.263416,0.473879,0.328584,0.191827,0.357631,0.081106,0.396692,0.591469,0.216532,0.098143,0.348780,0.030153,0.355316,0.537819,0.250147,0.130673,0.061916,0.050287,BASLANGIC
0.480392,0.164446,0.933841,0.833618,0.872073,0.711912,0.101352,0.069499,0.954944,0.955635,0.283631,0.925334,0.088026,0.057969,0.961293,0.960305,0.245766,0.931017,0.172752,0.073107,0.972309,0.976493,0.122436,0.960253,BASLANGIC
0.315405,0.504435,0.316975,0.060692,0.829286,0.010682,0.370513,0.534340,0.295806,0.174203,0.256184,0.071521,0.209937,0.363222,0.439769,0.275731,0.186215,0.122308,0.152713,0.330291,0.437617,0.261116,0.051081,0.124599,BASLANGIC
0.534384,0.184302,0.925723,0.795256,0.881566,0.652381,0.113073,0.078461,0.950518,0.953177,0.311227,0.921285,0.082789,0.060582,0.953334,0.951811,0.200171,0.916573,0.171583,0.077639,0.967012,0.972660,0.045838,0.953845,BASLANGIC
