@RELATION STAT_FFT_FUSION

@ATTRIBUTE stat_skew NUMERIC
@ATTRIBUTE stat_kurtosis NUMERIC
@ATTRIBUTE stat_mean NUMERIC
@ATTRIBUTE stat_std NUMERIC
@ATTRIBUTE fft_mean NUMERIC
@ATTRIBUTE fft_std NUMERIC
@ATTRIBUTE fft_max NUMERIC
@ATTRIBUTE class {BASLANGIC,NORMAL,TUMORLU}

@DATA
0.048306,0.003657,0.352354,0.226895,0.936968,0.950670,0.966295,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.054953,0.005033,0.335988,0.227781,0.933226,0.915919,0.964758,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.053419,0.003222,0.289260,0.285252,0.936137,0.909069,0.959919,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.046809,0.002307,0.310247,0.410071,0.935056,0.930473,0.962183,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.031921,0.002215,0.459980,0.390717,0.952328,0.931934,0.974908,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.035434,0.001834,0.392809,0.424152,0.941777,0.954678,0.969807,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.021493,0.001645,0.500610,0.443729,0.944217,0.955389,0.977643,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.025392,0.002131,0.578591,0.360477,0.952502,0.941684,0.982320,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.044781,0.002273,0.332812,0.418536,0.936251,0.916895,0.964451,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.021955,0.001587,0.497759,0.450266,0.943841,0.954381,0.977458,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.026180,0.002220,0.575891,0.357431,0.952575,0.945308,0.982169,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.034616,0.001744,0.395914,0.427163,0.938584,0.968745,0.970061,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.021521,0.001600,0.499080,0.446054,0.940755,0.962955,0.977544,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.031579,0.002230,0.457945,0.382596,0.949371,0.951674,0.974764,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.025021,0.002159,0.565353,0.363486,0.951386,0.954133,0.981572,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.045453,0.002255,0.319428,0.411194,0.933216,0.951981,0.963125,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.040001,0.002088,0.390644,0.404394,0.945116,0.942811,0.969628,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.039240,0.001988,0.394522,0.406258,0.945024,0.934091,0.969947,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.048999,0.002482,0.304440,0.416310,0.933422,0.931827,0.961572,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.040326,0.002105,0.389063,0.403782,0.945140,0.947685,0.969497,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.049255,0.002200,0.256029,0.333003,0.929780,0.900840,0.955976,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.031063,0.002238,0.468614,0.383359,0.952175,0.937213,0.975508,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.049040,0.002239,0.260759,0.337269,0.929701,0.901659,0.956568,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.037834,0.002789,0.473765,0.340464,0.948344,0.950307,0.975862,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.037060,0.001845,0.378174,0.427076,0.941062,0.952827,0.968580,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.037821,0.002769,0.477315,0.340226,0.947354,0.943599,0.976103,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.020718,0.001636,0.509650,0.446503,0.943541,0.960632,0.978221,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.026398,0.002254,0.574757,0.354669,0.952880,0.944688,0.982105,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.032915,0.001330,0.419589,0.508594,0.944356,0.935428,0.971938,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.032560,0.001265,0.421440,0.510897,0.944491,0.923857,0.972080,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.059120,0.005131,0.195932,0.196162,0.929876,0.938784,0.947332,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.019492,0.002255,0.691612,0.355627,0.948765,0.952056,0.988086,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.049515,0.002269,0.259352,0.336935,0.929948,0.903984,0.956393,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.048697,0.002156,0.257703,0.333653,0.930229,0.899331,0.956187,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.038279,0.002856,0.472193,0.339720,0.948528,0.948917,0.975754,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.033794,0.003106,0.514272,0.318651,0.944851,0.923199,0.978513,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.038576,0.002224,0.347346,0.315204,0.942775,0.907926,0.965832,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.044848,0.004552,0.380781,0.199762,0.939658,0.955638,0.968802,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.034574,0.001684,0.395699,0.449843,0.934938,0.945461,0.970044,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.029879,0.003886,0.664062,0.284047,0.952587,0.921846,0.986772,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.033752,0.003425,0.443138,0.312275,0.947527,0.924183,0.973702,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.037534,0.003846,0.702979,0.329631,0.956607,0.930866,0.988612,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.018197,0.001733,0.634440,0.443402,0.956718,0.925908,0.985298,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.063178,0.008368,0.365198,0.244609,0.938013,0.950148,0.967452,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.048113,0.003519,0.332849,0.252459,0.942399,0.910458,0.964455,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.024565,0.001800,0.569221,0.448218,0.950770,0.938792,0.981793,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.017632,0.001756,0.620371,0.439205,0.950476,0.946805,0.984573,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.030673,0.001905,0.506449,0.437740,0.946645,0.924473,0.978017,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.006702,0.002903,1.000000,0.292894,0.955304,0.931602,1.000000,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.013255,0.002441,0.544254,0.326382,0.946250,0.938629,0.980343,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.038166,0.003528,0.371572,0.271617,0.952584,0.911263,0.968011,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.024104,0.002720,0.579178,0.289460,0.952534,0.950611,0.982353,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.037012,0.002035,0.337332,0.316122,0.938580,0.945251,0.964887,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.043237,0.002497,0.279993,0.326983,0.940177,0.917394,0.958867,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.021038,0.001697,0.519030,0.402304,0.945952,0.916920,0.978810,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.031715,0.002965,0.442712,0.320402,0.950172,0.945972,0.973671,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.039676,0.003261,0.359153,0.296746,0.943473,0.954272,0.966912,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.040148,0.003692,0.418047,0.308823,0.950787,0.949365,0.971819,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.023436,0.002911,0.658090,0.324806,0.955608,0.919352,0.986480,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.028981,0.002300,0.556023,0.372544,0.950933,0.922165,0.981035,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.002221,0.002101,0.748536,0.347716,0.950386,0.921530,0.990641,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.019290,0.001762,0.622176,0.379661,0.952914,0.936001,0.984667,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.029074,0.001493,0.455648,0.386874,0.944761,0.920888,0.974602,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.029018,0.001483,0.453100,0.384217,0.943874,0.932030,0.974421,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.029722,0.002013,0.502704,0.359484,0.943245,0.934856,0.977777,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.044796,0.004331,0.349523,0.237284,0.944065,0.910743,0.966034,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.055852,0.003951,0.381625,0.280509,0.945170,0.911384,0.968873,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.011342,0.001344,0.648819,0.490724,0.948525,0.956433,0.986022,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.014365,0.001401,0.617710,0.441994,0.941139,0.962763,0.984434,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.047307,0.003208,0.412308,0.334392,0.949173,0.928813,0.971372,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.031007,0.001552,0.453481,0.399900,0.937396,0.924471,0.974448,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.018823,0.001599,0.568589,0.359104,0.940808,0.940630,0.981757,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.046594,0.003132,0.410692,0.330393,0.947055,0.938837,0.971245,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.009776,0.001962,0.718735,0.450706,0.947945,0.943188,0.989329,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.045824,0.002476,0.413944,0.393145,0.938000,0.945344,0.971500,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.050178,0.003473,0.401788,0.309020,0.945530,0.937306,0.970537,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.050149,0.004399,0.510470,0.262386,0.944446,0.914779,0.978273,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.053386,0.003927,0.478303,0.257466,0.942330,0.906269,0.976170,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.078767,0.012287,0.384712,0.244731,0.946601,0.925427,0.969134,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.048954,0.004182,0.468414,0.215610,0.949497,0.897223,0.975495,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.064572,0.004051,0.254931,0.349462,0.945222,0.945196,0.955837,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.019543,0.002489,0.751165,0.315894,0.950733,0.946766,0.990755,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.010898,0.002505,0.808254,0.306856,0.945604,0.924608,0.993121,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.054380,0.004995,0.338152,0.227005,0.947846,0.955133,0.964966,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.037537,0.001838,0.446222,0.506212,0.939132,0.977924,0.973926,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.031647,0.002102,0.609467,0.388061,0.950998,0.931973,0.984000,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.034933,0.001494,0.528895,0.478314,0.952555,0.850452,0.979418,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.016370,0.002075,0.601877,0.375211,0.947483,0.954627,0.983595,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.053691,0.004301,0.264383,0.238721,0.939749,0.919662,0.957014,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.049317,0.004155,0.334786,0.245666,0.932389,0.904997,0.964642,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.018425,0.001531,0.539571,0.419236,0.944146,0.934573,0.980064,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.040587,0.002037,0.391045,0.425177,0.944068,0.955098,0.969661,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.025893,0.002982,0.610733,0.312484,0.949887,0.967550,0.984067,NORMAL
0.015915,0.003492,0.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.044328,0.000759,0.513168,0.950434,0.992656,0.783021,0.978443,TUMORLU
0.043741,0.003111,0.607410,0.400455,0.950124,0.898948,0.983891,TUMORLU
0.043971,0.000734,0.515928,0.952438,0.995937,0.766855,0.978616,TUMORLU
0.017486,0.000643,0.556029,0.476549,0.925750,0.902625,0.981035,TUMORLU
0.170136,0.024366,0.091263,0.477001,0.975181,0.781164,0.922645,TUMORLU
0.014272,0.000609,0.586605,0.498121,0.929811,0.938943,0.982765,TUMORLU
0.157982,0.020668,0.104272,0.507766,0.975401,0.808482,0.926951,TUMORLU
0.014613,0.000614,0.584416,0.500026,0.934692,0.913672,0.982644,TUMORLU
0.174746,0.025839,0.087038,0.467025,0.977284,0.781599,0.921113,TUMORLU
0.018283,0.000715,0.565748,0.498261,0.936030,0.904277,0.981595,TUMORLU
0.169834,0.024252,0.091537,0.478515,0.979897,0.766895,0.922742,TUMORLU
0.016666,0.000625,0.575310,0.503102,0.933450,0.921739,0.982137,TUMORLU
0.188172,0.030410,0.075743,0.437077,0.972479,0.781066,0.916622,TUMORLU
0.017497,0.000635,0.567417,0.501561,0.931439,0.928123,0.981690,TUMORLU
0.178934,0.027220,0.083213,0.457272,0.977314,0.763385,0.919662,TUMORLU
0.018287,0.000633,0.563524,0.504971,0.932074,0.915419,0.981468,TUMORLU
0.183303,0.028719,0.079518,0.447194,0.972622,0.774890,0.918194,TUMORLU
0.034199,0.002930,0.510424,0.344374,0.958638,0.909568,0.978270,TUMORLU
0.246136,0.054360,0.045320,0.341641,0.966879,0.792098,0.900027,TUMORLU
0.034201,0.004068,0.456768,0.283754,0.955708,0.913139,0.974681,TUMORLU
0.167218,0.023478,0.094121,0.483100,0.977166,0.781494,0.923642,TUMORLU
0.026509,0.003407,0.631955,0.349533,0.959627,0.911900,0.985171,TUMORLU
0.252488,0.057441,0.043082,0.332993,0.968474,0.772564,0.898390,TUMORLU
0.036630,0.003407,0.515704,0.310167,0.953327,0.904477,0.978602,TUMORLU
0.140897,0.015970,0.127366,0.556899,0.975701,0.792945,0.933415,TUMORLU
0.043792,0.002378,0.358958,0.342184,0.944257,0.911771,0.966895,TUMORLU
0.091404,0.005785,0.249087,0.743567,0.983055,0.800300,0.955088,TUMORLU
0.045776,0.003163,0.377533,0.332584,0.951344,0.920006,0.968525,TUMORLU
0.061109,0.002029,0.396591,0.882275,0.986815,0.807539,0.970116,TUMORLU
0.086222,0.008965,0.312071,0.326590,0.930999,0.915147,0.962372,TUMORLU
0.077703,0.003851,0.306698,0.806729,0.992551,0.783055,0.961811,TUMORLU
0.038400,0.001817,0.493928,0.467309,0.944152,0.934867,0.977208,TUMORLU
0.146397,0.017405,0.119360,0.541342,0.977456,0.775622,0.931318,TUMORLU
0.051567,0.002935,0.440552,0.413668,0.933702,0.955055,0.973513,TUMORLU
0.149691,0.018318,0.114821,0.530811,0.978314,0.778686,0.930065,TUMORLU
0.022701,0.001180,0.557923,0.504239,0.943949,0.935636,0.981145,TUMORLU
0.084581,0.004770,0.276044,0.775384,0.985399,0.777144,0.958408,TUMORLU
0.023680,0.001761,0.416186,0.364674,0.938895,0.933061,0.971675,TUMORLU
0.080412,0.004198,0.294113,0.794738,0.988147,0.776385,0.960457,TUMORLU
0.050498,0.002940,0.339965,0.440992,0.949211,0.929947,0.965138,TUMORLU
0.079266,0.004052,0.299249,0.799242,0.989498,0.784431,0.961016,TUMORLU
0.040463,0.002046,0.482861,0.462352,0.941673,0.941302,0.976476,TUMORLU
0.096062,0.006521,0.232758,0.724586,0.988512,0.749914,0.952897,TUMORLU
0.030783,0.001408,0.547787,0.537476,0.943092,0.920547,0.980553,TUMORLU
0.046535,0.000889,0.496376,0.943052,0.997235,0.772953,0.977368,TUMORLU
0.025360,0.001217,0.607907,0.536991,0.940417,0.946078,0.983917,TUMORLU
0.074370,0.003438,0.322799,0.822238,0.990781,0.771219,0.963464,TUMORLU
0.033906,0.001400,0.517612,0.551681,0.936790,0.956103,0.978722,TUMORLU
0.050162,0.001131,0.469744,0.929374,0.997348,0.774353,0.975586,TUMORLU
0.023247,0.001771,0.643955,0.427957,0.948646,0.928700,0.985779,TUMORLU
0.190378,0.031180,0.074095,0.433137,0.971747,0.783125,0.915911,TUMORLU
0.029608,0.001715,0.598335,0.465513,0.946644,0.931447,0.983404,TUMORLU
0.256009,0.059145,0.041972,0.329074,0.966282,0.805776,0.897547,TUMORLU
0.027602,0.001717,0.609654,0.452249,0.946029,0.947848,0.984010,TUMORLU
0.233295,0.048448,0.050381,0.359840,0.968789,0.776107,0.903447,TUMORLU
0.053665,0.002634,0.432706,0.487003,0.937316,0.936449,0.972933,TUMORLU
0.087680,0.005214,0.263421,0.761404,0.988176,0.781123,0.956896,TUMORLU
0.054000,0.002800,0.357907,0.440201,0.934875,0.949190,0.966800,TUMORLU
0.060877,0.002000,0.398008,0.884816,0.994135,0.759323,0.970232,TUMORLU
0.043741,0.001563,0.339772,0.451390,0.931448,0.904751,0.965120,TUMORLU
0.035873,0.000334,0.581131,0.977850,1.000000,0.766458,0.982462,TUMORLU
0.031177,0.001568,0.474611,0.465461,0.942290,0.951374,0.975919,TUMORLU
0.094274,0.006234,0.238765,0.731628,0.990826,0.757866,0.953721,TUMORLU
0.022270,0.001485,0.491811,0.427795,0.939214,0.923344,0.977070,TUMORLU
0.072314,0.003195,0.333292,0.831640,0.995818,0.769726,0.964498,TUMORLU
0.009489,0.001975,0.698463,0.394382,0.943122,0.951707,0.988404,TUMORLU
0.218544,0.042160,0.057036,0.380912,0.971707,0.771082,0.907457,TUMORLU
0.041476,0.002224,0.532602,0.429724,0.941020,0.933484,0.979644,TUMORLU
0.087277,0.005156,0.265244,0.763600,0.985294,0.785892,0.957119,TUMORLU
0.059526,0.003836,0.305449,0.330719,0.927340,0.981941,0.961679,TUMORLU
0.128045,0.012837,0.149805,0.599629,0.980815,0.773840,0.938659,TUMORLU
0.066787,0.004798,0.308836,0.342383,0.928058,0.937540,0.962035,TUMORLU
0.073677,0.003350,0.326293,0.826415,0.988392,0.782937,0.963812,TUMORLU
0.014230,0.002457,0.637239,0.421874,0.956455,0.914230,0.985440,TUMORLU
0.229876,0.046927,0.051767,0.364909,0.970015,0.758110,0.904325,TUMORLU
0.038713,0.001391,0.434360,0.487841,0.939121,0.934385,0.973056,TUMORLU
0.109801,0.008979,0.191252,0.666849,0.982502,0.774636,0.946551,TUMORLU
0.037566,0.001408,0.440010,0.486415,0.940956,0.899033,0.973473,TUMORLU
0.119280,0.010897,0.168067,0.630752,0.984417,0.765604,0.942375,TUMORLU
0.037539,0.001382,0.448427,0.502477,0.947413,0.923986,0.974086,TUMORLU
0.134194,0.014306,0.138353,0.577548,0.979530,0.775593,0.936089,TUMORLU
0.038640,0.001518,0.433663,0.477332,0.940341,0.937438,0.973004,TUMORLU
0.113656,0.009731,0.181325,0.652339,0.985077,0.765725,0.944829,TUMORLU
0.054252,0.002604,0.294653,0.416986,0.933138,0.892908,0.960516,TUMORLU
0.057859,0.001733,0.417241,0.897536,0.993014,0.796250,0.971757,TUMORLU
0.026059,0.001144,0.544530,0.473220,0.940761,0.921619,0.980360,TUMORLU
0.244535,0.053609,0.045858,0.343929,0.967593,0.774465,0.900408,TUMORLU
0.039746,0.001937,0.475808,0.460978,0.950148,0.929602,0.976001,TUMORLU
0.087993,0.005257,0.262375,0.760892,0.989939,0.764894,0.956767,TUMORLU
0.017506,0.001625,0.554897,0.391571,0.944574,0.915386,0.980969,TUMORLU
0.178542,0.027078,0.083504,0.458360,0.979695,0.749492,0.919774,TUMORLU
0.038639,0.002603,0.463113,0.379837,0.938933,0.923132,0.975127,TUMORLU
0.078498,0.003946,0.303014,0.804059,0.991049,0.766282,0.961420,TUMORLU
0.034268,0.001532,0.500169,0.471344,0.935653,0.927032,0.977614,TUMORLU
0.197232,0.033673,0.069391,0.419966,0.970560,0.789487,0.913792,TUMORLU
0.031198,0.001647,0.480638,0.407467,0.939238,0.913395,0.976327,TUMORLU
0.170285,0.024409,0.091111,0.477051,0.979455,0.764641,0.922591,TUMORLU
0.057335,0.003144,0.344543,0.439531,0.934496,0.931049,0.965571,TUMORLU
0.145132,0.017080,0.121174,0.544199,0.981953,0.781623,0.931805,TUMORLU
0.037856,0.001877,0.468452,0.427299,0.937986,0.941131,0.975497,TUMORLU
0.138318,0.015316,0.131558,0.565199,0.981993,0.774615,0.934462,TUMORLU
0.031882,0.001821,0.433650,0.377907,0.945329,0.948572,0.973003,TUMORLU
0.075923,0.003625,0.315133,0.815428,0.988509,0.802840,0.962688,TUMORLU
0.023446,0.002269,0.475322,0.381129,0.955798,0.887697,0.975968,TUMORLU
1.000000,1.000000,0.002720,0.083560,0.937217,0.789097,0.809130,TUMORLU
0.175924,0.026231,0.085796,0.463679,0.973348,0.816406,0.920649,TUMORLU
0.026073,0.001976,0.528290,0.401400,0.939486,0.919966,0.979381,TUMORLU
0.169251,0.024068,0.092109,0.479864,0.979109,0.762440,0.922943,TUMORLU
0.014969,0.002296,0.632011,0.347983,0.948857,0.929583,0.985174,TUMORLU
0.193492,0.032291,0.072018,0.427421,0.976309,0.752379,0.914993,TUMORLU
0.055026,0.004328,0.246548,0.244814,0.933674,0.936510,0.954757,TUMORLU
0.082003,0.004410,0.287217,0.787669,0.988167,0.779639,0.959690,TUMORLU
0.047561,0.003635,0.286525,0.233098,0.931569,0.911008,0.959613,TUMORLU
0.110955,0.009199,0.188299,0.663092,0.983046,0.778205,0.946048,TUMORLU
0.042889,0.003400,0.311003,0.276818,0.934991,0.914711,0.962261,TUMORLU
0.078285,0.003918,0.304024,0.805225,0.987208,0.798056,0.961528,TUMORLU
0.052682,0.003238,0.266596,0.290069,0.929110,0.892448,0.957283,TUMORLU
0.068374,0.002750,0.354328,0.851140,0.992409,0.784806,0.966475,TUMORLU
0.055056,0.004063,0.320112,0.316286,0.936741,0.900671,0.963194,TUMORLU
0.091884,0.005853,0.247502,0.742798,0.988490,0.764881,0.954882,TUMORLU
0.009572,0.002002,0.619635,0.347951,0.944652,0.930639,0.984535,TUMORLU
0.238423,0.050827,0.048172,0.351450,0.967902,0.777922,0.901999,TUMORLU
0.035312,0.001299,0.455381,0.407132,0.936746,0.905516,0.974583,TUMORLU
0.103210,0.007754,0.209906,0.693738,0.988026,0.763772,0.949558,TUMORLU
0.019069,0.000778,0.575202,0.544907,0.938443,0.918584,0.982130,TUMORLU
0.092756,0.005983,0.244291,0.739806,0.989689,0.756297,0.954460,TUMORLU
0.047779,0.002587,0.274743,0.356548,0.948518,0.889681,0.958256,TUMORLU
0.157390,0.020478,0.104952,0.509798,0.983697,0.758316,0.927161,TUMORLU
0.038094,0.004397,0.362662,0.296252,0.945724,0.929422,0.967227,TUMORLU
0.220559,0.042949,0.056015,0.378622,0.973842,0.761708,0.906873,TUMORLU
0.039954,0.005184,0.427374,0.279301,0.942404,0.948654,0.972532,TUMORLU
0.177931,0.026888,0.084054,0.459429,0.977483,0.770676,0.919986,TUMORLU
0.027758,0.001945,0.366194,0.304593,0.947021,0.900244,0.967540,TUMORLU
0.204497,0.036437,0.064775,0.406543,0.978954,0.756760,0.911568,TUMORLU
0.032075,0.001617,0.368437,0.384646,0.947149,0.897183,0.967737,TUMORLU
0.057773,0.001723,0.417656,0.898590,0.990218,0.785278,0.971789,TUMORLU
0.039106,0.002119,0.293300,0.345567,0.943135,0.940252,0.960368,TUMORLU
0.165099,0.022791,0.096375,0.489669,0.982470,0.765990,0.924406,TUMORLU
0.046976,0.002685,0.253653,0.325858,0.943002,0.921457,0.955675,TUMORLU
0.183618,0.028815,0.079262,0.446865,0.976633,0.765126,0.918090,TUMORLU
0.058438,0.003094,0.355773,0.424619,0.933637,0.921230,0.966607,TUMORLU
0.067571,0.002668,0.358904,0.853857,0.992238,0.781311,0.966890,TUMORLU
0.053417,0.002577,0.350130,0.446624,0.928648,0.917110,0.966090,TUMORLU
0.035315,0.000311,0.585759,0.979267,0.995136,0.782440,0.982718,TUMORLU
0.027703,0.002381,0.511543,0.393367,0.951938,0.932999,0.978341,TUMORLU
0.219290,0.042379,0.056593,0.381050,0.974183,0.753151,0.907204,TUMORLU
