@RELATION WAVELET_BAND_LH

@ATTRIBUTE LH_glcm_contrast NUMERIC
@ATTRIBUTE LH_glcm_dissimilarity NUMERIC
@ATTRIBUTE LH_glcm_homogeneity NUMERIC
@ATTRIBUTE LH_glcm_energy NUMERIC
@ATTRIBUTE LH_glcm_correlation NUMERIC
@ATTRIBUTE LH_glcm_ASM NUMERIC
@ATTRIBUTE class {BASLANGIC,NORMAL,TUMORLU}

@DATA
0.367695,0.457143,0.380748,0.218203,0.153578,0.096293,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.616415,0.616163,0.332258,0.260159,0.157897,0.122872,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.326094,0.457859,0.411162,0.308594,0.230326,0.156468,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.513622,0.604210,0.294492,0.195323,0.204838,0.083192,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.267669,0.445150,0.382273,0.279138,0.271346,0.135810,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.693065,0.819631,0.093294,0.061410,0.234842,0.020343,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.413835,0.574055,0.300626,0.194733,0.248657,0.082727,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.862282,0.808018,0.215348,0.162704,0.181973,0.065262,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.374578,0.578688,0.246091,0.134859,0.266280,0.051678,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.510770,0.706203,0.147494,0.090002,0.231566,0.031671,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.356081,0.457987,0.378801,0.224954,0.150520,0.100350,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.358964,0.488234,0.378095,0.284829,0.224623,0.139270,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.668771,0.675789,0.293065,0.224641,0.179125,0.100365,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.383671,0.541563,0.310282,0.204712,0.220294,0.088534,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.576836,0.653631,0.274362,0.189529,0.203238,0.079866,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.399261,0.580027,0.256773,0.138454,0.246988,0.053542,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.372689,0.539857,0.306117,0.179579,0.380051,0.074537,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.475254,0.601161,0.270783,0.180163,0.202002,0.074858,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.830921,0.910360,0.045265,0.028337,0.250492,0.008612,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.766961,0.846442,0.106623,0.069798,0.235664,0.023708,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.708602,0.797606,0.140310,0.083888,0.234252,0.029118,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.634014,0.482335,0.416168,0.242460,0.042313,0.111486,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.257276,0.454075,0.343356,0.203945,0.284358,0.087926,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.550678,0.669474,0.232912,0.147017,0.222918,0.057603,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.658643,0.814735,0.090228,0.047465,0.277801,0.015246,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.455586,0.619409,0.235365,0.131779,0.247450,0.050163,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.635067,0.850841,0.028457,0.022723,0.250412,0.006907,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.682843,0.831431,0.074575,0.041766,0.240496,0.013244,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.604118,0.738911,0.153030,0.103432,0.234898,0.037281,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.749551,0.809108,0.153390,0.111456,0.170645,0.041073,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.548889,0.633487,0.267263,0.147893,0.194882,0.057885,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.474934,0.586534,0.303670,0.208269,0.255314,0.090537,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.782088,0.838935,0.120868,0.077324,0.285874,0.026517,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.388545,0.540279,0.316635,0.230629,0.217774,0.104193,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.301559,0.432265,0.423965,0.314847,0.164578,0.160908,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.428590,0.540576,0.346987,0.248854,0.218429,0.115595,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.366280,0.609630,0.178871,0.096617,0.247479,0.034270,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.393318,0.604530,0.211527,0.115296,0.261778,0.042584,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.717626,0.872491,0.037175,0.015520,0.247246,0.004509,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.973897,1.000000,0.000000,0.000000,0.220812,0.000000,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.443764,0.579245,0.290995,0.192424,0.235353,0.081461,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.419320,0.555208,0.313777,0.217341,0.231748,0.095835,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.566747,0.668689,0.246475,0.171555,0.208003,0.070148,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.591257,0.703015,0.182187,0.101421,0.218608,0.036316,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.446146,0.599119,0.253032,0.164849,0.224649,0.066759,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.770333,0.794059,0.190029,0.128779,0.272948,0.048857,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.458663,0.629873,0.215602,0.123198,0.269546,0.046410,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.555993,0.692883,0.209923,0.146596,0.294920,0.057209,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.548751,0.639114,0.247314,0.144203,0.166119,0.056084,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.665586,0.690602,0.214809,0.126319,0.146549,0.047567,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.590029,0.728027,0.176504,0.109254,0.308009,0.039813,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.678783,0.769710,0.149977,0.088155,0.241574,0.030727,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.406630,0.538527,0.305575,0.180735,0.211452,0.074970,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.563132,0.665800,0.222009,0.129045,0.239132,0.048871,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.377164,0.566794,0.244113,0.120044,0.303105,0.044717,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.625969,0.762338,0.111118,0.053017,0.236085,0.017042,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.802733,0.526743,0.414396,0.247206,0.000000,0.114507,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.518208,0.695838,0.162995,0.095760,0.233569,0.033975,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.529043,0.568000,0.376407,0.316643,0.170426,0.162351,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.422097,0.615722,0.220338,0.141382,0.223234,0.054850,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.735705,0.843657,0.059884,0.040000,0.216783,0.012515,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.454471,0.594981,0.278293,0.191377,0.234461,0.081206,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.371636,0.500570,0.375007,0.282560,0.247011,0.138415,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.492157,0.662570,0.180439,0.093802,0.269143,0.033151,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.409067,0.548442,0.300659,0.162079,0.246976,0.065386,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.582802,0.734662,0.132676,0.069271,0.266133,0.023195,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.400883,0.540939,0.336781,0.229495,0.221287,0.103322,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.490117,0.681350,0.175644,0.087452,0.253138,0.030600,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.494067,0.668668,0.188224,0.106872,0.215850,0.038682,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.623929,0.670971,0.243714,0.140310,0.178400,0.054385,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.393421,0.557955,0.259302,0.151208,0.243403,0.059902,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.256333,0.161039,0.909166,0.917187,0.325431,0.862976,TUMORLU
0.334399,0.597255,0.183112,0.094693,0.291017,0.033343,TUMORLU
0.202904,0.142626,0.905803,0.909766,0.317462,0.851130,TUMORLU
0.351406,0.468673,0.378884,0.237170,0.226792,0.108019,TUMORLU
0.089054,0.058392,0.964067,0.966110,0.299774,0.942714,TUMORLU
0.421719,0.467303,0.389604,0.207622,0.118977,0.090153,TUMORLU
0.141878,0.083707,0.955430,0.961172,0.328377,0.934511,TUMORLU
0.471689,0.500908,0.358060,0.183365,0.142537,0.076488,TUMORLU
0.120602,0.072219,0.960933,0.965133,0.342994,0.941087,TUMORLU
0.522695,0.518628,0.352908,0.183423,0.108616,0.076415,TUMORLU
0.088664,0.060103,0.962361,0.964072,0.286906,0.939319,TUMORLU
0.516423,0.536752,0.325115,0.171121,0.151986,0.069808,TUMORLU
0.078085,0.052652,0.967132,0.969421,0.300228,0.948237,TUMORLU
0.407598,0.541150,0.306857,0.175392,0.246450,0.072073,TUMORLU
0.082758,0.059935,0.959113,0.961399,0.289485,0.934884,TUMORLU
0.447999,0.487991,0.367474,0.195459,0.111977,0.083159,TUMORLU
0.078230,0.054470,0.964373,0.967450,0.311004,0.944944,TUMORLU
0.904604,0.875465,0.118703,0.065424,0.201078,0.021795,TUMORLU
0.047870,0.031349,0.980053,0.980835,0.247303,0.967399,TUMORLU
0.582205,0.708267,0.183676,0.117908,0.188499,0.043733,TUMORLU
0.100951,0.070179,0.954613,0.958507,0.304178,0.930086,TUMORLU
0.842880,0.887210,0.080273,0.047472,0.241593,0.015161,TUMORLU
0.065081,0.041874,0.974604,0.976745,0.327681,0.960510,TUMORLU
0.652725,0.778059,0.133086,0.075609,0.222917,0.025707,TUMORLU
0.163728,0.098167,0.949285,0.955752,0.279600,0.925542,TUMORLU
0.216116,0.388852,0.447277,0.335480,0.244595,0.176870,TUMORLU
0.203289,0.124795,0.932471,0.938313,0.320716,0.896964,TUMORLU
0.235748,0.443240,0.355901,0.215750,0.264445,0.095346,TUMORLU
0.196595,0.135647,0.919367,0.926788,0.314050,0.878321,TUMORLU
0.321533,0.512079,0.275547,0.136795,0.356533,0.052340,TUMORLU
0.218846,0.148430,0.907872,0.915429,0.326167,0.860139,TUMORLU
0.244132,0.428334,0.394245,0.275158,0.290424,0.132798,TUMORLU
0.119612,0.067152,0.965889,0.968717,0.313298,0.947063,TUMORLU
0.265055,0.427942,0.418595,0.297270,0.348469,0.148047,TUMORLU
0.122253,0.078613,0.953877,0.957381,0.322634,0.928225,TUMORLU
0.431125,0.598224,0.233566,0.111231,0.289108,0.040570,TUMORLU
0.155368,0.106428,0.931381,0.936168,0.293747,0.893470,TUMORLU
0.394351,0.557578,0.276989,0.163597,0.257882,0.065981,TUMORLU
0.137212,0.093405,0.942214,0.946638,0.309249,0.910550,TUMORLU
0.377479,0.500166,0.370335,0.214313,0.291297,0.093952,TUMORLU
0.134752,0.094815,0.934294,0.935599,0.299587,0.892551,TUMORLU
0.233623,0.389230,0.450136,0.324242,0.261019,0.167753,TUMORLU
0.147586,0.103824,0.932810,0.935788,0.302312,0.892857,TUMORLU
0.345204,0.471034,0.380610,0.247162,0.217050,0.114186,TUMORLU
0.218607,0.150085,0.904093,0.909970,0.318486,0.851464,TUMORLU
0.514015,0.580308,0.293066,0.182590,0.210803,0.075924,TUMORLU
0.162483,0.118978,0.918195,0.920882,0.333863,0.868828,TUMORLU
0.384885,0.488799,0.375586,0.215914,0.196131,0.094987,TUMORLU
0.182734,0.133771,0.905837,0.909534,0.307222,0.850763,TUMORLU
0.316150,0.505768,0.308612,0.170213,0.272097,0.069268,TUMORLU
0.077384,0.048650,0.970434,0.972590,0.304686,0.953539,TUMORLU
0.468701,0.584538,0.310424,0.227430,0.256088,0.101882,TUMORLU
0.060066,0.041309,0.972775,0.972737,0.285251,0.953784,TUMORLU
0.455821,0.601614,0.271495,0.180659,0.279688,0.074910,TUMORLU
0.060981,0.041538,0.975312,0.977033,0.327957,0.960995,TUMORLU
0.352218,0.497604,0.352307,0.231306,0.324806,0.104232,TUMORLU
0.108184,0.089483,0.931827,0.933681,0.307099,0.889446,TUMORLU
0.327807,0.443624,0.419526,0.271166,0.230856,0.129870,TUMORLU
0.153724,0.115911,0.918200,0.920851,0.322273,0.868775,TUMORLU
0.162256,0.364548,0.403800,0.224857,0.296513,0.100161,TUMORLU
0.190697,0.149608,0.892230,0.892411,0.317874,0.823823,TUMORLU
0.300958,0.465345,0.369424,0.242470,0.269420,0.111241,TUMORLU
0.119072,0.098235,0.926627,0.928485,0.309954,0.881041,TUMORLU
0.405250,0.574993,0.257655,0.143930,0.283789,0.055950,TUMORLU
0.197358,0.141848,0.906530,0.910439,0.285947,0.852188,TUMORLU
0.690621,0.798351,0.121754,0.059536,0.265343,0.019814,TUMORLU
0.058349,0.045732,0.966357,0.967872,0.271745,0.945648,TUMORLU
0.462110,0.588229,0.251480,0.120844,0.251739,0.044836,TUMORLU
0.133066,0.091278,0.939661,0.940857,0.321078,0.901102,TUMORLU
0.318654,0.347571,0.572270,0.456521,0.161261,0.279319,TUMORLU
0.130472,0.082623,0.953734,0.958378,0.317946,0.929877,TUMORLU
0.153879,0.285031,0.555748,0.403490,0.318987,0.231567,TUMORLU
0.212740,0.110224,0.938225,0.941904,0.177878,0.902801,TUMORLU
0.513072,0.676783,0.157321,0.077188,0.266024,0.026244,TUMORLU
0.050783,0.037267,0.974219,0.974217,0.298943,0.956267,TUMORLU
0.341409,0.508468,0.344268,0.243351,0.271124,0.111960,TUMORLU
0.108415,0.083804,0.942265,0.944522,0.333114,0.907082,TUMORLU
0.363450,0.565661,0.250542,0.125552,0.293935,0.047096,TUMORLU
0.105817,0.081470,0.942913,0.944575,0.320249,0.907170,TUMORLU
0.465238,0.613442,0.252268,0.152869,0.312732,0.060316,TUMORLU
0.103733,0.074462,0.950638,0.953667,0.305630,0.922096,TUMORLU
0.381585,0.519589,0.304123,0.157344,0.183981,0.062609,TUMORLU
0.095108,0.074431,0.946332,0.946705,0.316749,0.910648,TUMORLU
0.422200,0.506050,0.358590,0.203021,0.257513,0.087300,TUMORLU
0.206427,0.132483,0.918267,0.921871,0.327480,0.870423,TUMORLU
0.411634,0.581129,0.261691,0.151308,0.305622,0.059549,TUMORLU
0.040131,0.031252,0.976982,0.977175,0.297948,0.961235,TUMORLU
0.453967,0.651193,0.178430,0.082134,0.316026,0.028124,TUMORLU
0.159554,0.108203,0.931349,0.932853,0.316211,0.888110,TUMORLU
0.547318,0.746219,0.101493,0.049838,0.275979,0.015904,TUMORLU
0.091785,0.062115,0.962105,0.963723,0.288580,0.938740,TUMORLU
0.442669,0.596200,0.259322,0.167795,0.267053,0.068152,TUMORLU
0.250293,0.149255,0.920388,0.926558,0.326691,0.877956,TUMORLU
0.414225,0.488962,0.394812,0.263749,0.198277,0.125171,TUMORLU
0.073267,0.047167,0.971146,0.972523,0.312494,0.953424,TUMORLU
0.502987,0.583535,0.318917,0.222366,0.163956,0.098845,TUMORLU
0.134008,0.080547,0.952206,0.955405,0.311395,0.924958,TUMORLU
0.209394,0.364309,0.468128,0.329667,0.256656,0.171837,TUMORLU
0.104786,0.074240,0.950251,0.952602,0.294727,0.920346,TUMORLU
0.287517,0.488036,0.319200,0.201750,0.300020,0.086768,TUMORLU
0.118055,0.078516,0.953545,0.957377,0.306685,0.928221,TUMORLU
0.571783,0.709666,0.178645,0.119763,0.247469,0.044436,TUMORLU
0.269593,0.153725,0.922233,0.929722,0.331514,0.883094,TUMORLU
0.461140,0.621094,0.225600,0.118665,0.212586,0.044085,TUMORLU
0.026126,0.014381,0.992181,0.992881,0.213363,0.987828,TUMORLU
0.149415,0.089780,0.953658,0.959486,0.307259,0.931712,TUMORLU
0.413334,0.609741,0.210961,0.105451,0.323281,0.038025,TUMORLU
0.109602,0.064503,0.965694,0.968648,0.282481,0.946946,TUMORLU
0.419767,0.632821,0.189890,0.093761,0.266745,0.033145,TUMORLU
0.061503,0.047126,0.967838,0.968383,0.283356,0.946502,TUMORLU
0.277910,0.486465,0.309608,0.165778,0.264576,0.067000,TUMORLU
0.135490,0.094371,0.940592,0.945062,0.307278,0.907977,TUMORLU
0.258373,0.445792,0.341407,0.188369,0.289622,0.079165,TUMORLU
0.139381,0.088161,0.950275,0.955488,0.324900,0.925102,TUMORLU
0.423070,0.590806,0.263648,0.161691,0.324259,0.064854,TUMORLU
0.114204,0.083792,0.941780,0.943064,0.300313,0.904703,TUMORLU
0.424730,0.613138,0.226193,0.115966,0.321980,0.042612,TUMORLU
0.178237,0.117174,0.928038,0.931850,0.300897,0.886493,TUMORLU
0.428726,0.596903,0.256969,0.143093,0.254806,0.055611,TUMORLU
0.189302,0.122735,0.927720,0.933234,0.308867,0.888735,TUMORLU
0.452287,0.611512,0.255948,0.166004,0.244713,0.067438,TUMORLU
0.075516,0.049147,0.970233,0.972239,0.316259,0.952948,TUMORLU
0.525028,0.742163,0.089631,0.035082,0.313121,0.010778,TUMORLU
0.148000,0.103792,0.932682,0.936276,0.304475,0.893643,TUMORLU
0.258009,0.438274,0.359642,0.219981,0.209093,0.097315,TUMORLU
0.149708,0.104719,0.931775,0.932562,0.321088,0.887627,TUMORLU
0.374008,0.501648,0.357358,0.229365,0.255889,0.102939,TUMORLU
0.096129,0.074269,0.946674,0.946988,0.298475,0.911115,TUMORLU
0.417584,0.405770,0.449329,0.271974,0.041117,0.130529,TUMORLU
0.066815,0.046349,0.971198,0.972030,0.258020,0.952600,TUMORLU
0.589934,0.502185,0.377933,0.220476,0.026364,0.097995,TUMORLU
0.116844,0.074547,0.956315,0.958229,0.298589,0.929625,TUMORLU
0.571215,0.629744,0.274078,0.187829,0.164110,0.078750,TUMORLU
0.052842,0.042770,0.970358,0.971900,0.259009,0.952383,TUMORLU
0.631018,0.737749,0.169807,0.114298,0.177908,0.041993,TUMORLU
0.231126,0.138514,0.928419,0.936273,0.310618,0.893654,TUMORLU
0.521704,0.565913,0.350394,0.238552,0.175973,0.108700,TUMORLU
0.119324,0.080245,0.950880,0.954144,0.300259,0.922883,TUMORLU
0.545600,0.478437,0.449190,0.297757,0.068996,0.148377,TUMORLU
0.072059,0.051286,0.966853,0.968930,0.275311,0.947419,TUMORLU
0.393372,0.600615,0.213467,0.104647,0.323362,0.037747,TUMORLU
0.244114,0.153855,0.911208,0.919589,0.311719,0.866796,TUMORLU
0.380185,0.543190,0.283103,0.146426,0.316065,0.057118,TUMORLU
0.220546,0.140574,0.919228,0.926262,0.316206,0.877483,TUMORLU
0.682452,0.768627,0.174744,0.124518,0.268801,0.046752,TUMORLU
0.081682,0.052215,0.969119,0.970269,0.323409,0.949654,TUMORLU
0.606391,0.760252,0.134618,0.076079,0.274037,0.025952,TUMORLU
0.081364,0.056691,0.964764,0.966886,0.291615,0.944005,TUMORLU
0.258391,0.444292,0.342043,0.177499,0.280845,0.073117,TUMORLU
0.178749,0.114273,0.929729,0.933403,0.260324,0.888980,TUMORLU
0.463932,0.512733,0.354285,0.210545,0.173998,0.091736,TUMORLU
0.130180,0.093761,0.937259,0.937773,0.281412,0.896076,TUMORLU
0.441498,0.629153,0.186045,0.090999,0.279530,0.031754,TUMORLU
0.090165,0.061391,0.960377,0.961608,0.322034,0.935227,TUMORLU
0.399749,0.591990,0.214827,0.107685,0.289247,0.038842,TUMORLU
0.112133,0.071430,0.958272,0.960549,0.316905,0.933472,TUMORLU
0.401758,0.535560,0.337134,0.227301,0.296380,0.101793,TUMORLU
0.143036,0.094806,0.941590,0.945077,0.295874,0.907998,TUMORLU
0.596346,0.766888,0.118181,0.072161,0.212213,0.024384,TUMORLU
0.065588,0.059244,0.950950,0.950316,0.332531,0.916571,TUMORLU
0.533139,0.700583,0.181273,0.134283,0.216908,0.051159,TUMORLU
0.082837,0.055603,0.963655,0.963308,0.320569,0.938048,TUMORLU
0.299474,0.413112,0.471663,0.365203,0.253993,0.199529,TUMORLU
0.153005,0.101999,0.936733,0.940349,0.330414,0.900269,TUMORLU
0.263816,0.468190,0.321888,0.171527,0.286875,0.070253,TUMORLU
0.077525,0.053513,0.966573,0.967175,0.302343,0.944486,TUMORLU
0.606494,0.637615,0.247354,0.129571,0.138651,0.049063,TUMORLU
0.111583,0.078957,0.949395,0.952807,0.289706,0.920677,TUMORLU
0.663754,0.454444,0.467397,0.282314,0.009729,0.137578,TUMORLU
0.146089,0.104163,0.932921,0.936137,0.304484,0.893427,TUMORLU
0.750100,0.505068,0.411957,0.237993,0.035498,0.108442,TUMORLU
0.159867,0.114139,0.924531,0.926379,0.313761,0.877656,TUMORLU
0.370183,0.492425,0.402317,0.305393,0.287895,0.153868,TUMORLU
0.104175,0.074281,0.952027,0.954218,0.337918,0.922999,TUMORLU
0.454925,0.622771,0.221667,0.137067,0.280105,0.052582,TUMORLU
0.098806,0.058413,0.968905,0.970833,0.329707,0.950600,TUMORLU
0.440321,0.576936,0.286210,0.167505,0.301410,0.067838,TUMORLU
0.225597,0.149290,0.910439,0.916931,0.295457,0.862529,TUMORLU
0.484960,0.679329,0.161117,0.083356,0.289548,0.028774,TUMORLU
0.120791,0.080141,0.953830,0.957123,0.314311,0.927798,TUMORLU
0.303414,0.412125,0.465873,0.345476,0.232105,0.184103,TUMORLU
0.158828,0.106999,0.934416,0.938307,0.299193,0.896952,TUMORLU
0.531052,0.696507,0.178147,0.101427,0.285440,0.036620,TUMORLU
0.111139,0.070548,0.956810,0.958725,0.301755,0.930443,TUMORLU
0.401237,0.554037,0.287451,0.165433,0.251475,0.066906,TUMORLU
0.118991,0.080369,0.952399,0.956203,0.291320,0.926276,TUMORLU
0.573870,0.708920,0.154355,0.071867,0.278715,0.024185,TUMORLU
0.141373,0.098037,0.936482,0.940245,0.285402,0.900111,TUMORLU
0.276522,0.428364,0.419165,0.298310,0.259924,0.148774,TUMORLU
0.131765,0.095791,0.937413,0.940073,0.315443,0.899816,TUMORLU
0.378346,0.549519,0.280873,0.160822,0.252081,0.064424,TUMORLU
0.181308,0.116259,0.933010,0.938511,0.315022,0.897291,TUMORLU
0.323680,0.480254,0.341563,0.188129,0.247787,0.079105,TUMORLU
0.192182,0.120316,0.932395,0.937474,0.318586,0.895596,TUMORLU
0.417386,0.579101,0.267647,0.159730,0.289317,0.063820,TUMORLU
0.074681,0.051706,0.967326,0.968087,0.308349,0.946012,TUMORLU
0.505365,0.646451,0.222859,0.137960,0.289231,0.053376,TUMORLU
0.096148,0.064636,0.960735,0.962946,0.308414,0.937447,TUMORLU
0.481747,0.625419,0.248818,0.154365,0.253096,0.061279,TUMORLU
0.128931,0.079204,0.955276,0.958505,0.304867,0.930081,TUMORLU
0.414910,0.588265,0.237233,0.115647,0.309597,0.042391,TUMORLU
0.148229,0.105632,0.930403,0.933474,0.285921,0.889113,TUMORLU
0.343579,0.576894,0.227499,0.118224,0.348527,0.043579,TUMORLU
0.153999,0.100124,0.940949,0.943663,0.313732,0.905689,TUMORLU
0.375164,0.538042,0.277661,0.133520,0.258459,0.050887,TUMORLU
0.110266,0.085068,0.937443,0.938469,0.281170,0.897215,TUMORLU
0.577023,0.720521,0.151254,0.073382,0.260626,0.024772,TUMORLU
0.237481,0.141025,0.921962,0.927351,0.329311,0.879245,TUMORLU
0.479492,0.647334,0.196751,0.110167,0.224243,0.040117,TUMORLU
0.051682,0.033935,0.978667,0.979425,0.275189,0.965024,TUMORLU
0.574938,0.692319,0.207987,0.139006,0.180416,0.053626,TUMORLU
0.093411,0.068730,0.953183,0.955648,0.295795,0.925365,TUMORLU
0.486058,0.634482,0.224918,0.133417,0.214354,0.051055,TUMORLU
0.119216,0.085971,0.940531,0.943941,0.324359,0.906133,TUMORLU
0.524671,0.694978,0.159634,0.092219,0.248674,0.032337,TUMORLU
0.175179,0.108138,0.938624,0.943510,0.312603,0.905435,TUMORLU
0.657009,0.782104,0.121012,0.078746,0.230988,0.026908,TUMORLU
0.116344,0.074820,0.957409,0.961756,0.273760,0.935474,TUMORLU
0.387098,0.575730,0.257692,0.164520,0.248136,0.066635,TUMORLU
0.067919,0.043719,0.973245,0.975061,0.342575,0.957684,TUMORLU
0.243550,0.444349,0.363043,0.252054,0.264839,0.117827,TUMORLU
0.190835,0.123469,0.927634,0.932885,0.324270,0.888176,TUMORLU
0.491614,0.669538,0.191213,0.118820,0.274882,0.044172,TUMORLU
0.052329,0.034191,0.979855,0.981890,0.308056,0.969182,TUMORLU
0.485505,0.659366,0.202060,0.116745,0.239875,0.042975,TUMORLU
0.096520,0.065215,0.957985,0.959006,0.311493,0.930913,TUMORLU
0.379087,0.475464,0.390505,0.273642,0.152264,0.132137,TUMORLU
0.218319,0.129283,0.930152,0.935580,0.320043,0.892529,TUMORLU
0.365962,0.515078,0.317982,0.195253,0.258225,0.082961,TUMORLU
0.123253,0.091885,0.939129,0.942882,0.307434,0.904404,TUMORLU
0.282513,0.474622,0.325789,0.178611,0.341761,0.073648,TUMORLU
0.062474,0.048416,0.964673,0.966187,0.314177,0.942845,TUMORLU
0.399928,0.574052,0.242323,0.112973,0.295924,0.041320,TUMORLU
0.109982,0.073823,0.953638,0.957517,0.295568,0.928451,TUMORLU
