@RELATION GLCM_SHAPE

@ATTRIBUTE glcm_contrast NUMERIC
@ATTRIBUTE glcm_dissimilarity NUMERIC
@ATTRIBUTE glcm_homogeneity NUMERIC
@ATTRIBUTE glcm_energy NUMERIC
@ATTRIBUTE glcm_correlation NUMERIC
@ATTRIBUTE glcm_ASM NUMERIC
@ATTRIBUTE shape_area NUMERIC
@ATTRIBUTE shape_perimeter NUMERIC
@ATTRIBUTE shape_circularity NUMERIC
@ATTRIBUTE shape_aspect_ratio NUMERIC
@ATTRIBUTE class {BASLANGIC,NORMAL,TUMORLU}

@DATA
0.135142,0.061525,0.993077,0.984572,0.616637,0.972223,0.016267,0.027730,0.919177,0.353966,BASLANGIC
0.155579,0.705689,0.240040,0.043685,0.823996,0.009858,0.421084,0.322516,0.175896,0.480591,BASLANGIC
0.242438,0.114067,0.986256,0.954374,0.772278,0.918975,0.052460,0.052377,0.830870,0.418324,BASLANGIC
0.106189,0.593108,0.311031,0.046097,0.845320,0.010459,0.861642,0.449603,0.185208,0.287037,BASLANGIC
0.280512,0.127098,0.985452,0.941059,0.797868,0.895968,0.070263,0.058877,0.880685,0.280029,BASLANGIC
0.226849,0.886175,0.106772,0.020688,0.699077,0.004316,0.485157,0.271155,0.286705,0.500000,BASLANGIC
0.149841,0.072247,0.990576,0.979405,0.679973,0.963008,0.022051,0.032899,0.885183,0.371354,BASLANGIC
0.103867,0.569394,0.337112,0.044240,0.867458,0.009951,0.766527,0.485768,0.141143,0.289720,BASLANGIC
0.130377,0.059002,0.993338,0.984896,0.622283,0.972804,0.015679,0.026345,0.981535,0.294085,BASLANGIC
0.173857,0.754618,0.207666,0.035701,0.784628,0.007802,0.696625,0.382733,0.206631,0.336957,BASLANGIC
0.189333,0.085977,0.990289,0.970406,0.727795,0.947060,0.033663,0.039713,0.927423,0.232096,BASLANGIC
0.164511,0.694206,0.243310,0.072022,0.579376,0.017930,0.397903,0.390161,0.113574,0.525424,BASLANGIC
0.154797,0.070457,0.991623,0.979189,0.677061,0.962624,0.022548,0.031699,0.974996,0.270680,BASLANGIC
0.099341,0.562963,0.335616,0.039896,0.883267,0.008832,0.676607,0.353283,0.235548,0.344444,BASLANGIC
0.123934,0.058105,0.992885,0.985506,0.615835,0.973895,0.014821,0.026032,0.950278,0.335337,BASLANGIC
0.097282,0.483214,0.450961,0.154018,0.882780,0.048077,0.575392,0.366467,0.186159,0.397436,BASLANGIC
0.068994,0.031244,0.996597,0.995304,0.300535,0.991504,0.003931,0.013238,0.974728,0.272461,BASLANGIC
0.138626,0.622406,0.308073,0.087531,0.731721,0.022772,0.390945,0.320124,0.165756,0.430556,BASLANGIC
0.266536,0.117395,0.987518,0.948086,0.784357,0.908074,0.061633,0.053945,0.920227,0.339062,BASLANGIC
0.103620,0.562348,0.340603,0.042006,0.877838,0.009353,0.654738,0.319757,0.278239,0.341753,BASLANGIC
0.214041,0.099769,0.987671,0.961628,0.760211,0.931631,0.043694,0.045953,0.899042,0.208782,BASLANGIC
0.163123,0.724141,0.242748,0.053723,0.808562,0.012448,0.577380,0.419114,0.142820,0.424658,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.176136,0.720985,0.268146,0.101009,0.876207,0.027194,0.491980,0.334379,0.191187,0.500000,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.160563,0.753512,0.181045,0.026788,0.863776,0.005654,0.428991,0.397225,0.118131,0.344444,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.152452,0.772874,0.136899,0.002483,0.881114,0.000497,0.889341,0.361849,0.295124,0.313131,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.215547,0.900718,0.088014,0.008331,0.777753,0.001656,0.746645,0.390206,0.213067,0.378049,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.215293,0.871287,0.124490,0.018276,0.848385,0.003731,0.850752,0.335297,0.328801,0.329787,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.157856,0.668645,0.307553,0.151778,0.862981,0.047069,0.708373,0.401378,0.191049,0.269565,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.121530,0.489833,0.499962,0.383568,0.906067,0.191322,0.475351,0.358972,0.160281,0.430556,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.124921,0.500780,0.497114,0.399923,0.898670,0.204798,0.484072,0.329187,0.194095,0.492063,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.160646,0.749596,0.191826,0.021818,0.876398,0.004468,0.864489,0.359815,0.290129,0.292453,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.170754,0.788210,0.144482,0.011950,0.828205,0.002390,0.614613,0.640185,0.065160,0.303922,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.143578,0.760214,0.140880,0.002465,0.888489,0.000490,0.935114,0.267411,0.568193,0.310000,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.157898,0.791436,0.132050,0.000000,0.910344,0.000000,0.732502,0.286315,0.388247,0.360465,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.176655,0.746469,0.228361,0.051298,0.911632,0.011741,0.762776,0.247834,0.539589,0.407895,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.222432,0.850150,0.152632,0.015885,0.862159,0.003181,0.741358,0.331695,0.292778,0.364706,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.123106,0.572026,0.376840,0.089040,0.924170,0.023079,0.589535,0.439801,0.132430,0.387500,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.111927,0.538005,0.418167,0.232498,0.926451,0.087398,0.456961,0.206782,0.464349,0.673913,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.176682,0.729316,0.244316,0.057366,0.675787,0.013616,0.532872,0.493791,0.094957,0.436620,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.244698,0.917170,0.111303,0.049745,0.426453,0.011587,0.312367,0.588283,0.039218,0.397436,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.136497,0.603122,0.370019,0.190972,0.928947,0.065326,0.657313,0.281038,0.361602,0.387500,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.138067,0.671452,0.267690,0.044120,0.894582,0.009845,0.794225,0.274722,0.457243,0.360465,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.185602,0.834677,0.126321,0.007283,0.868193,0.001432,0.806199,0.393525,0.226197,0.333333,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.152118,0.702698,0.246905,0.058856,0.896345,0.013928,0.451629,0.284877,0.241799,0.596154,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.167456,0.774642,0.160152,0.015110,0.835243,0.003034,0.719443,0.287928,0.377067,0.397436,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.130753,0.666476,0.252861,0.079904,0.742550,0.020247,0.421038,0.513327,0.069426,0.360465,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.078537,0.486658,0.410225,0.096884,0.826690,0.025936,0.414622,0.470778,0.081285,0.356322,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.156061,0.681151,0.278382,0.078812,0.889141,0.019809,0.519046,0.361015,0.173039,0.382716,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.126580,0.570322,0.392993,0.139845,0.704188,0.042109,0.603723,0.457249,0.125465,0.348315,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.163554,0.656463,0.324924,0.117699,0.913781,0.033249,0.515431,0.283990,0.277685,0.508197,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.168739,0.629134,0.330108,0.057864,0.901779,0.013643,0.614929,0.238687,0.468985,0.484375,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.232442,0.891311,0.098066,0.020468,0.674705,0.004268,0.804076,0.490884,0.144987,0.329787,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.187886,0.814750,0.143773,0.011516,0.835385,0.002336,0.578329,0.266416,0.354032,0.407895,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.121841,0.640912,0.271477,0.016949,0.936248,0.003389,0.816005,0.298904,0.396844,0.316327,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.132767,0.624140,0.323494,0.106344,0.659947,0.029269,0.420044,0.398403,0.114984,0.534483,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.098426,0.578531,0.316774,0.092016,0.750102,0.024427,0.535584,0.233884,0.425417,0.476923,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.102320,0.529895,0.390670,0.133856,0.834130,0.039701,0.475713,0.236935,0.368194,0.574074,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.095698,0.504427,0.423370,0.222519,0.922185,0.081856,0.570828,0.232890,0.457293,0.462687,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.320999,0.851668,0.199909,0.027323,0.718002,0.005713,0.654557,0.483075,0.121873,0.306931,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.153742,0.644673,0.319044,0.098917,0.884221,0.026432,0.620939,0.341905,0.230796,0.392405,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.169938,0.702101,0.260443,0.049013,0.883965,0.011103,0.741810,0.489432,0.134554,0.292453,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.202227,0.868437,0.106001,0.011873,0.790293,0.002392,0.628530,0.589192,0.078669,0.348315,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.100885,0.531042,0.390952,0.180186,0.921524,0.060077,0.605892,0.236805,0.469465,0.430556,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.160146,0.693179,0.263565,0.053088,0.893400,0.012221,0.743708,0.452954,0.157501,0.298077,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.205435,0.876384,0.098048,0.012910,0.782594,0.002607,0.634811,0.529871,0.098241,0.348315,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.148005,0.625467,0.336979,0.104269,0.890418,0.028314,0.632009,0.329218,0.253364,0.402597,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.161205,0.684285,0.276522,0.056211,0.891272,0.013067,0.750169,0.449460,0.161349,0.295238,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.162331,0.733604,0.226366,0.031614,0.850541,0.006703,0.658036,0.448532,0.142119,0.303922,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.199653,0.858629,0.114507,0.012014,0.795685,0.002432,0.640414,0.545380,0.093552,0.352273,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.096830,0.504293,0.423338,0.213108,0.922048,0.076758,0.587366,0.246441,0.420216,0.442857,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.159227,0.676293,0.295783,0.115998,0.868021,0.032625,0.596494,0.304225,0.280030,0.397436,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.150119,0.657954,0.307597,0.117957,0.877488,0.033377,0.594505,0.312867,0.263892,0.392405,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.095584,0.492075,0.438263,0.249724,0.924535,0.097387,0.557137,0.225709,0.475177,0.476923,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.160880,0.671624,0.306128,0.117797,0.866457,0.033313,0.591478,0.310412,0.266717,0.397436,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.060450,0.406341,0.495997,0.213091,0.927206,0.076763,0.532330,0.260772,0.340134,0.525424,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.170987,0.763741,0.199705,0.027194,0.842969,0.005660,0.633410,0.516311,0.103241,0.300971,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.066800,0.417782,0.489660,0.207694,0.921034,0.073910,0.524784,0.291951,0.267517,0.534483,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.197946,0.742191,0.262095,0.052038,0.770233,0.011965,0.536849,0.441436,0.119703,0.407895,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.150571,0.626272,0.338336,0.122436,0.887732,0.035069,0.613212,0.349086,0.218643,0.418919,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.186290,0.733223,0.262832,0.051259,0.783299,0.011755,0.545750,0.383186,0.161497,0.407895,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.169452,0.709488,0.252131,0.046077,0.885559,0.010330,0.724685,0.413868,0.183830,0.344444,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.210596,0.876882,0.105549,0.014004,0.773446,0.002834,0.644074,0.574754,0.084715,0.348315,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.138728,0.610328,0.363446,0.187583,0.927669,0.063649,0.656545,0.282682,0.356991,0.387500,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.137676,0.611275,0.364203,0.187391,0.928561,0.063557,0.654421,0.282920,0.355239,0.387500,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.079432,0.480654,0.425631,0.152206,0.725772,0.047490,0.424472,0.500130,0.073735,0.492063,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.190471,0.808065,0.158247,0.015460,0.799062,0.003200,0.773395,0.484836,0.142955,0.322917,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.066607,0.412399,0.498228,0.213040,0.921254,0.076741,0.523655,0.286100,0.277970,0.525424,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.060272,0.408747,0.491025,0.207417,0.927557,0.073767,0.519678,0.278346,0.291444,0.534483,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.191849,0.736893,0.267802,0.053035,0.777137,0.012234,0.542678,0.378092,0.164944,0.407895,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.132120,0.651402,0.278498,0.045192,0.825260,0.010168,0.388640,0.403519,0.103707,0.352273,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.135067,0.633806,0.309614,0.087888,0.816382,0.022762,0.651123,0.456036,0.136036,0.364706,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.130227,0.659518,0.263080,0.082826,0.569808,0.021316,0.333514,0.288837,0.173699,0.239691,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.087187,0.481668,0.436771,0.138942,0.942078,0.041677,0.657268,0.246159,0.471304,0.455882,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.212760,0.777083,0.223538,0.055578,0.647025,0.013019,0.877321,0.332237,0.345344,0.352273,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.159595,0.747406,0.196886,0.034276,0.775952,0.007478,0.625774,0.419839,0.154256,0.392405,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.263019,0.938532,0.110924,0.024514,0.678102,0.005208,0.360761,0.661016,0.035874,0.387500,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.234942,0.884304,0.137946,0.016388,0.840746,0.003348,0.836926,0.292457,0.425159,0.344444,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.195926,0.659445,0.313737,0.087000,0.530133,0.022530,0.484840,0.341690,0.180437,0.469697,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.111315,0.605088,0.303153,0.091298,0.770121,0.023876,0.514527,0.356150,0.176251,0.407895,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.190512,0.769893,0.222145,0.030462,0.873262,0.006475,0.815643,0.255925,0.541084,0.378049,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.189832,0.840195,0.123685,0.006064,0.867691,0.001190,0.829831,0.353369,0.288751,0.333333,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.158181,0.686870,0.279069,0.054433,0.890122,0.012625,0.782161,0.280940,0.430585,0.397436,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.240455,1.000000,0.000000,0.012584,0.625677,0.002626,0.899824,0.603662,0.107290,0.262712,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.156558,0.746149,0.194756,0.026631,0.805012,0.005694,0.874158,0.382818,0.259175,0.344444,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.195437,0.811373,0.171004,0.047719,0.643103,0.010884,0.551398,0.711176,0.047370,0.326316,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.265493,0.967581,0.081176,0.023663,0.573184,0.005059,0.585785,1.000000,0.025452,0.281818,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.129369,0.593789,0.358920,0.075589,0.826185,0.018823,0.470155,0.587212,0.059243,0.387500,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.115599,0.562547,0.382634,0.176939,0.853586,0.058522,0.515115,0.422630,0.125306,0.436620,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.151359,0.692149,0.260545,0.048859,0.875399,0.011116,0.792418,0.370208,0.251219,0.369048,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.198673,0.808247,0.177581,0.039001,0.741269,0.008617,0.663594,0.429238,0.156494,0.369048,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.119905,0.583536,0.349168,0.088844,0.813806,0.023062,0.689124,0.502477,0.118592,0.329787,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.207625,0.766148,0.246695,0.063085,0.706662,0.015109,0.521666,0.459973,0.107131,0.382716,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.208165,0.885127,0.091776,0.016156,0.732117,0.003279,0.830328,0.450575,0.177707,0.292453,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.183650,0.807652,0.148976,0.019875,0.821080,0.004094,0.664995,0.428772,0.157165,0.360465,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.164367,0.800958,0.129069,0.017284,0.817672,0.003560,0.962586,0.431052,0.225097,0.276786,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.220842,0.918572,0.069499,0.004604,0.793573,0.000969,0.714473,0.272007,0.419580,0.430556,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.124311,0.588937,0.355567,0.100805,0.888961,0.027102,0.657313,0.306183,0.304649,0.387500,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.122781,0.589970,0.350345,0.093157,0.888926,0.024474,0.651936,0.299629,0.315519,0.387500,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.146153,0.683656,0.266426,0.049999,0.847916,0.011435,0.718314,0.372533,0.224892,0.340659,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.131590,0.634724,0.302653,0.077609,0.692277,0.019520,0.550178,0.651380,0.056341,0.333333,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.149568,0.667222,0.285513,0.093512,0.749117,0.024750,0.383580,0.261994,0.242807,0.620000,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.196011,0.798752,0.194067,0.016986,0.891069,0.003430,0.872441,0.277177,0.493415,0.333333,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.143736,0.708644,0.220031,0.015806,0.901244,0.003214,0.804347,0.319918,0.341472,0.319588,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.157672,0.707850,0.252098,0.082855,0.808593,0.021110,0.527405,0.372999,0.164710,0.392405,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.094031,0.519874,0.390406,0.091529,0.921280,0.023933,0.590619,0.249837,0.411135,0.500000,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.111980,0.600832,0.308147,0.039686,0.883351,0.008785,0.779540,0.362843,0.257270,0.329787,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.156122,0.706838,0.253228,0.080885,0.806499,0.020494,0.543943,0.318901,0.232397,0.387500,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.177276,0.775400,0.187651,0.004676,0.883243,0.000908,0.859925,0.316706,0.372509,0.298077,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.114750,0.568303,0.364304,0.115220,0.899853,0.032372,0.520311,0.500918,0.090099,0.378049,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.153532,0.683349,0.278910,0.079244,0.781298,0.019995,0.616059,0.401432,0.166107,0.356322,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.151441,0.701622,0.228569,0.056306,0.711058,0.013243,0.183769,0.211413,0.178648,0.317045,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
0.122976,0.655662,0.252760,0.071416,0.755021,0.017634,0.248565,0.292537,0.126202,0.428153,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NORMAL
